,pre,post,witvliet_2020_6_L3_chem.csv' with 80 nodes and 654 edges_weight,witvliet_2020_4_L1_chem.csv' with 76 nodes and 490 edges_weight,witvliet_2020_3_L1_chem.csv' with 72 nodes and 449 edges_weight,witvliet_2020_2_L1_chem.csv' with 72 nodes and 437 edges_weight,witvliet_2020_1_L1_chem.csv' with 71 nodes and 362 edges_weight,cel_white_1986_jsh_chem.csv' with 81 nodes and 646 edges_weight,cel_n2u_chemical.csv' with 84 nodes and 1246 edges_weight,witvliet_2020_7_ad_chem.csv' with 83 nodes and 988 edges_weight,witvliet_2020_8_ad_chem.csv' with 83 nodes and 961 edges_weight,witvliet_2020_5_L2_chem.csv' with 79 nodes and 680 edges_weight
1751,BDU,AVM,2,0,0,0,0,0,0,1,2,3
1752,BDU,CEP,4,0,3,0,0,1,1,0,1,4
1753,BDU,IL1,1,0,0,0,0,0,0,0,0,0
1754,BDU,RMG,3,0,0,1,0,0,0,0,0,1
1755,BDU,SDQ,2,0,0,0,0,0,2,0,1,3
1756,BDU,URA,2,0,1,0,0,1,6,2,1,0
1757,BDU,IL2,0,1,0,0,0,1,0,1,1,0
1758,BDU,PVC,0,3,1,2,0,0,0,4,1,3
1759,BDU,PVR,0,4,3,0,0,0,0,0,0,0
1760,BDU,RIF,0,0,2,0,1,0,2,4,0,2
1761,BDU,SIB,0,0,1,2,0,0,0,0,0,1
1762,BDU,BDU,0,0,0,0,1,0,0,0,0,0
1763,BDU,GLR,0,0,0,0,1,0,0,0,0,0
1764,BDU,AVE,0,0,0,0,0,1,0,0,0,0
1765,BDU,PVN,0,0,0,0,0,6,25,7,16,0
1766,BDU,RIM,0,0,0,0,0,1,0,0,0,0
1767,BDU,ADA,0,0,0,0,0,0,3,0,0,0
1768,BDU,AVA,0,0,0,0,0,0,3,0,0,0
1769,BDU,HSN,0,0,0,0,0,0,6,3,1,0
1770,BDU,PLN,0,0,0,0,0,0,0,1,0,0
1771,BDU,PVQ,0,0,0,0,0,0,0,1,0,0
1772,BDU,RID,0,0,0,0,0,0,0,3,1,0
1773,BDU,AVK,0,0,0,0,0,0,0,0,1,0
1774,BDU,PVP,0,0,0,0,0,0,0,0,0,0
1775,BDU,RIS,0,0,0,0,0,0,0,0,0,0
1776,BDU,unk,0,0,0,0,0,0,0,0,0,0
1777,BDU,SMB,0,0,0,0,0,0,0,0,0,1
1778,BDU,URB,0,0,0,0,0,0,0,0,0,1
1779,ALN,AVA,2,0,0,0,0,0,6,0,2,0
1780,ALN,RIV,1,0,0,0,0,1,0,4,1,0
1781,ALN,SAA,8,0,0,0,0,10,18,21,19,3
1782,ALN,SMB,5,0,0,0,0,6,11,8,8,2
1783,ALN,SMD,0,0,0,0,0,3,3,4,3,1
1784,ALN,ADE,0,0,0,0,0,0,1,0,1,0
1785,ALN,RIA,0,0,0,0,0,0,1,1,1,1
1786,ALN,RIM,0,0,0,0,0,0,5,0,0,0
1787,ALN,RMD,0,0,0,0,0,0,1,0,0,0
1788,ALN,RMG,0,0,0,0,0,0,1,2,1,0
1789,ALN,RMH,0,0,0,0,0,0,1,1,0,0
1790,ALN,SIA,0,0,0,0,0,0,1,0,0,0
1791,ALN,BWM,0,0,0,0,0,0,0,1,1,0
1792,ALN,RIG,0,0,0,0,0,0,0,1,0,0
1793,ALN,IL1,0,0,0,0,0,0,0,0,0,0
1794,ALN,SIB,0,0,0,0,0,0,0,0,0,0
1795,AQR,ADE,3,1,0,0,0,0,0,1,0,0
1796,AQR,AVA,11,4,0,0,0,6,10,8,13,12
1797,AQR,AVB,6,3,0,0,0,10,20,11,5,13
1798,AQR,AVD,1,2,0,0,0,2,6,2,3,1
1799,AQR,BAG,5,0,0,0,0,8,13,8,11,3
1800,AQR,DVA,1,0,0,0,0,0,7,2,0,0
1801,AQR,PVC,4,2,0,0,0,6,5,6,10,6
1802,AQR,PVP,1,0,0,0,0,0,4,0,3,1
1803,AQR,RIA,5,1,0,0,0,3,12,10,17,2
1804,AQR,RIR,1,1,0,0,0,2,1,3,9,1
1805,AQR,ADA,0,1,0,0,0,0,0,0,0,0
1806,AQR,AIB,0,1,0,0,0,0,0,1,1,0
1807,AQR,RIG,0,0,0,0,0,1,1,0,0,2
1808,AQR,AVJ,0,0,0,0,0,0,3,0,0,0
1809,AQR,URX,0,0,0,0,0,0,5,0,0,0
1810,AQR,AVH,0,0,0,0,0,0,0,1,0,0
1811,AQR,SDQ,0,0,0,0,0,0,0,1,0,0
1812,AQR,AUA,0,0,0,0,0,0,0,0,1,0
1813,AQR,FLP,0,0,0,0,0,0,0,0,1,0
1814,AQR,IL1,0,0,0,0,0,0,0,0,1,0
1815,AQR,AVE,0,0,0,0,0,0,0,0,0,0
1816,AQR,AVK,0,0,0,0,0,0,0,0,0,0
1817,AQR,OLQ,0,0,0,0,0,0,0,0,0,0
1818,AQR,PLN,0,0,0,0,0,0,0,0,0,0
1819,AQR,RIM,0,0,0,0,0,0,0,0,0,0
1820,AQR,RIP,0,0,0,0,0,0,0,0,0,0
1821,AQR,RIV,0,0,0,0,0,0,0,0,0,0
1822,AQR,RMG,0,0,0,0,0,0,0,0,0,0
1823,AQR,SAA,0,0,0,0,0,0,0,0,0,0
1824,AQR,RIB,0,0,0,0,0,0,0,0,0,1
1825,ASI,AFD,1,0,0,0,0,0,0,1,1,2
1826,ASI,AIA,5,1,2,0,1,11,7,12,11,4
1827,ASI,AIB,4,1,0,0,2,6,7,12,13,2
1828,ASI,AIY,1,0,0,0,0,2,5,1,2,2
1829,ASI,ASG,3,1,1,0,0,5,6,5,8,1
1830,ASI,ASK,2,0,0,0,0,1,4,2,1,0
1831,ASI,AVA,1,0,0,0,0,0,0,0,0,0
1832,ASI,AWC,15,10,4,4,4,12,14,34,28,11
1833,ASI,BAG,2,0,0,0,1,0,0,1,0,0
1834,ASI,CEP,9,5,2,1,1,2,2,4,15,8
1835,ASI,IL1,1,0,0,0,0,0,0,0,0,0
1836,ASI,RIA,2,0,0,0,0,0,3,2,0,0
1837,ASI,ASE,0,0,1,0,1,0,13,0,1,1
1838,ASI,ADL,0,0,0,1,0,1,1,0,0,0
1839,ASI,AIN,0,0,0,0,1,2,0,0,0,0
1840,ASI,ADF,0,0,0,0,0,0,1,0,0,0
1841,ASI,AIZ,0,0,0,0,0,0,1,0,0,0
1842,ASI,ASH,0,0,0,0,0,0,3,0,1,0
1843,ASI,AWA,0,0,0,0,0,0,3,3,1,0
1844,ASI,RIB,0,0,0,0,0,0,1,0,0,0
1845,ASI,RMF,0,0,0,0,0,0,1,0,0,0
1846,ASI,SAA,0,0,0,0,0,0,2,0,0,0
1847,ASI,AWB,0,0,0,0,0,0,0,0,1,0
1848,ASI,ADA,0,0,0,0,0,0,0,0,0,0
1849,ASI,AIM,0,0,0,0,0,0,0,0,0,0
1850,ASI,AMs,0,0,0,0,0,0,0,0,0,0
1851,ASI,ASI,0,0,0,0,0,0,0,0,0,0
1852,ASI,ASJ,0,0,0,0,0,0,0,0,0,0
1853,ASI,AVB,0,0,0,0,0,0,0,0,0,0
1854,ASI,AVF,0,0,0,0,0,0,0,0,0,0
1855,ASI,HSN,0,0,0,0,0,0,0,0,0,0
1856,ASI,PVN,0,0,0,0,0,0,0,0,0,0
1857,ASI,PVP,0,0,0,0,0,0,0,0,0,0
1858,ASI,PVQ,0,0,0,0,0,0,0,0,0,0
1859,ASI,RIF,0,0,0,0,0,0,0,0,0,0
1860,ASI,RIG,0,0,0,0,0,0,0,0,0,0
1861,ASI,UK2,0,0,0,0,0,0,0,0,0,0
1862,ASI,URY,0,0,0,0,0,0,0,0,0,0
1863,PVQ,ADA,1,0,0,0,0,0,0,0,0,0
1864,PVQ,ADL,2,0,0,0,0,0,0,0,3,0
1865,PVQ,AIA,20,10,6,11,7,16,26,18,18,13
1866,PVQ,AIM,2,0,2,1,0,2,3,1,1,2
1867,PVQ,ASH,4,0,0,1,0,0,0,0,0,1
1868,PVQ,ASJ,1,3,2,1,2,0,5,2,2,3
1869,PVQ,ASK,10,12,3,7,3,13,21,9,16,11
1870,PVQ,AVF,5,0,0,0,0,3,1,0,4,1
1871,PVQ,CEP,1,0,3,1,1,1,0,2,1,2
1872,PVQ,RIF,1,0,0,0,0,1,4,0,0,0
1873,PVQ,RMG,1,0,0,0,0,0,2,2,0,0
1874,PVQ,AWA,0,1,1,0,0,0,5,1,1,1
1875,PVQ,AIB,0,0,0,2,0,0,0,0,0,0
1876,PVQ,ALA,0,0,0,0,0,1,0,1,2,0
1877,PVQ,ASE,0,0,0,0,0,1,2,1,2,0
1878,PVQ,AVB,0,0,0,0,0,1,1,0,0,0
1879,PVQ,HSN,0,0,0,0,0,0,12,2,5,0
1880,PVQ,ASG,0,0,0,0,0,0,0,1,0,0
1881,PVQ,AVM,0,0,0,0,0,0,0,1,0,0
1882,PVQ,PVC,0,0,0,0,0,0,0,1,0,0
1883,PVQ,PVN,0,0,0,0,0,0,0,1,0,0
1884,PVQ,AWB,0,0,0,0,0,0,0,0,0,0
1885,PVQ,RIS,0,0,0,0,0,0,0,0,0,0
1886,AVM,ADA,1,0,0,0,0,0,0,0,0,0
1887,AVM,ADE,2,0,0,0,0,0,0,0,0,1
1888,AVM,AVB,10,0,0,0,0,9,29,14,13,6
1889,AVM,AVD,1,0,0,0,0,1,2,3,1,3
1890,AVM,AVE,1,0,0,0,0,0,0,0,0,0
1891,AVM,AVJ,4,0,0,0,0,1,1,5,6,1
1892,AVM,BDU,2,0,0,0,0,7,9,6,5,1
1893,AVM,PVC,6,0,0,0,0,7,36,13,16,2
1894,AVM,RIS,1,0,0,0,0,0,0,0,0,2
1895,AVM,PVN,0,0,0,0,0,1,10,1,1,0
1896,AVM,PVP,0,0,0,0,0,1,0,0,0,1
1897,AVM,AVH,0,0,0,0,0,0,5,0,0,1
1898,AVM,RID,0,0,0,0,0,0,3,0,0,0
1899,AVM,SIB,0,0,0,0,0,0,3,0,0,0
1900,AVM,ALM,0,0,0,0,0,0,0,0,2,0
1901,AVM,FLP,0,0,0,0,0,0,0,0,1,0
1902,AVM,PVR,0,0,0,0,0,0,0,0,0,3
1903,AVM,RIC,0,0,0,0,0,0,0,0,0,0
1904,AVM,RME,0,0,0,0,0,0,0,0,0,0
1905,AVM,RMG,0,0,0,0,0,0,0,0,0,0
1906,AVM,SAB,0,0,0,0,0,0,0,0,0,0
1907,AVM,ant,0,0,0,0,0,0,0,0,0,0
1908,AVM,hyp,0,0,0,0,0,0,0,0,0,0
1909,FLP,ADE,2,1,3,3,2,4,33,4,3,3
1910,FLP,AIB,2,0,0,0,0,4,9,10,2,1
1911,FLP,AVA,16,1,9,6,1,24,104,38,30,13
1912,FLP,AVB,5,4,2,1,0,9,76,11,6,1
1913,FLP,AVD,3,4,0,1,1,13,58,6,8,5
1914,FLP,AVE,4,2,1,0,0,5,48,6,8,0
1915,FLP,FLP,2,3,4,1,0,3,14,3,4,7
1916,FLP,PVC,2,1,1,1,0,0,2,5,2,1
1917,FLP,RIS,1,0,0,0,0,0,1,0,1,0
1918,FLP,SDQ,1,0,0,0,0,0,0,1,2,0
1919,FLP,AVJ,0,1,0,0,0,0,2,1,0,0
1920,FLP,AVL,0,0,1,0,0,0,0,0,0,0
1921,FLP,DVC,0,0,1,0,0,0,0,0,0,0
1922,FLP,ADA,0,0,0,0,0,2,2,2,1,2
1923,FLP,AVK,0,0,0,0,0,1,0,0,0,0
1924,FLP,DVA,0,0,0,0,0,1,10,0,1,1
1925,FLP,RIG,0,0,0,0,0,1,0,0,0,0
1926,FLP,RMF,0,0,0,0,0,1,0,0,0,0
1927,FLP,VB0,0,0,0,0,0,0,1,0,0,0
1928,FLP,PVP,0,0,0,0,0,0,0,1,0,0
1929,FLP,RIH,0,0,0,0,0,0,0,1,2,0
1930,FLP,AWB,0,0,0,0,0,0,0,0,0,0
1931,FLP,BDU,0,0,0,0,0,0,0,0,0,0
1932,FLP,RME,0,0,0,0,0,0,0,0,0,0
1933,FLP,RMG,0,0,0,0,0,0,0,0,0,0
1934,FLP,RVN,0,0,0,0,0,0,0,0,0,0
1935,FLP,SAB,0,0,0,0,0,0,0,0,0,0
1936,FLP,VA1,0,0,0,0,0,0,0,0,0,0
1937,FLP,unk,0,0,0,0,0,0,0,0,0,0
1938,RIS,AIB,1,0,0,0,0,0,0,0,1,0
1939,RIS,AVE,12,11,7,5,5,17,35,16,17,12
1940,RIS,AVK,5,5,0,1,0,11,19,17,18,6
1941,RIS,AVL,2,0,0,0,0,0,9,3,0,2
1942,RIS,CEP,7,4,4,4,3,5,16,11,11,7
1943,RIS,RIB,7,9,8,3,5,8,25,12,22,5
1944,RIS,RIM,13,5,2,2,0,9,25,17,17,7
1945,RIS,RIV,1,0,0,0,0,0,0,0,0,0
1946,RIS,RMD,7,1,4,1,0,3,28,8,3,4
1947,RIS,SMD,5,1,2,1,2,4,9,7,5,2
1948,RIS,RIC,0,1,0,0,0,2,0,3,1,0
1949,RIS,URY,0,1,0,0,0,1,6,3,6,0
1950,RIS,RMG,0,0,0,1,0,0,0,0,0,0
1951,RIS,OLL,0,0,0,0,0,1,5,0,0,1
1952,RIS,RMF,0,0,0,0,0,1,0,0,1,0
1953,RIS,RIS,0,0,0,0,0,0,3,0,0,0
1954,RIS,RME,0,0,0,0,0,0,3,0,1,0
1955,RIS,OLQ,0,0,0,0,0,0,0,0,1,0
1956,RIS,CSS,0,0,0,0,0,0,0,0,0,0
1957,RIS,RMH,0,0,0,0,0,0,0,0,0,0
1958,RIS,URX,0,0,0,0,0,0,0,0,0,0
1959,URA,BWM,35,28,20,15,12,46,0,65,69,33
1960,URA,IL1,3,6,2,1,2,2,27,8,15,6
1961,URA,RIP,14,16,10,10,7,14,56,16,14,18
1962,URA,RMD,4,1,0,0,0,3,10,0,4,1
1963,URA,RME,16,11,11,15,13,4,37,19,20,20
1964,URA,IL2,0,0,0,1,0,0,3,1,0,0
1965,URA,ADA,0,0,0,0,0,0,1,0,0,0
1966,URA,AVE,0,0,0,0,0,0,1,0,0,0
1967,URA,CEP,0,0,0,0,0,0,1,0,0,0
1968,URA,DVC,0,0,0,0,0,0,1,0,0,0
1969,URA,PVT,0,0,0,0,0,0,3,0,0,0
1970,URA,RIB,0,0,0,0,0,0,1,0,0,0
1971,URA,RIH,0,0,0,0,0,0,4,0,0,0
1972,URA,URY,0,0,0,0,0,0,2,0,0,0
1973,URA,GLR,0,0,0,0,0,0,0,1,1,0
1974,URA,RMF,0,0,0,0,0,0,0,0,0,0
1975,URA,URA,0,0,0,0,0,0,0,0,0,0
1976,URA,URB,0,0,0,0,0,0,0,0,0,0
1977,URB,ADA,1,1,1,0,0,1,8,7,8,1
1978,URB,CEP,6,4,4,3,2,7,7,8,6,8
1979,URB,IL1,4,4,5,5,2,3,17,2,4,4
1980,URB,IL2,1,0,1,2,3,0,3,1,0,2
1981,URB,RIC,7,4,1,1,0,2,5,18,8,4
1982,URB,RMD,3,1,0,0,0,0,4,1,4,2
1983,URB,RMH,3,0,0,0,0,6,5,6,1,3
1984,URB,SIA,1,0,0,1,0,0,10,1,3,1
1985,URB,URX,11,8,4,5,4,13,42,19,17,10
1986,URB,BWM,0,5,1,2,4,0,0,0,0,2
1987,URB,PVR,0,1,0,0,0,0,0,0,0,2
1988,URB,OLL,0,0,0,0,1,1,2,0,2,0
1989,URB,RME,0,0,0,0,0,1,0,0,0,0
1990,URB,SMB,0,0,0,0,0,3,8,2,2,0
1991,URB,ADE,0,0,0,0,0,0,1,1,1,1
1992,URB,ADL,0,0,0,0,0,0,5,0,0,0
1993,URB,AVB,0,0,0,0,0,0,2,6,3,0
1994,URB,AVD,0,0,0,0,0,0,1,2,1,0
1995,URB,OLQ,0,0,0,0,0,0,2,5,0,0
1996,URB,RMG,0,0,0,0,0,0,8,1,1,1
1997,URB,SIB,0,0,0,0,0,0,2,0,0,0
1998,URB,URB,0,0,0,0,0,0,1,0,2,0
1999,URB,URY,0,0,0,0,0,0,1,0,0,0
2000,URB,AVE,0,0,0,0,0,0,0,1,0,0
2001,URB,AVJ,0,0,0,0,0,0,0,2,0,0
2002,URB,RIB,0,0,0,0,0,0,0,1,0,0
2003,URB,RIV,0,0,0,0,0,0,0,1,0,0
2004,URB,SDQ,0,0,0,0,0,0,0,1,1,0
2005,URB,SMD,0,0,0,0,0,0,0,1,1,0
2006,URB,GLR,0,0,0,0,0,0,0,0,0,0
2007,URY,AVB,1,0,0,0,0,1,7,5,9,0
2008,URY,AVE,19,12,11,12,13,14,66,26,30,13
2009,URY,BWM,5,0,0,0,0,0,0,14,13,5
2010,URY,IL1,10,0,0,1,0,5,12,13,16,2
2011,URY,OLQ,1,0,0,0,0,0,12,0,2,0
2012,URY,RIB,10,8,4,8,6,4,37,14,15,12
2013,URY,RMD,45,14,12,13,8,30,142,69,84,23
2014,URY,SIB,1,0,0,0,0,1,13,3,7,0
2015,URY,SMD,12,10,9,14,9,13,43,13,21,20
2016,URY,CEP,0,1,0,1,0,0,7,1,3,2
2017,URY,OLL,0,0,0,0,0,1,12,1,2,2
2018,URY,RME,0,0,0,0,0,1,7,4,0,2
2019,URY,ADA,0,0,0,0,0,0,2,0,0,0
2020,URY,AIZ,0,0,0,0,0,0,1,0,0,0
2021,URY,AVA,0,0,0,0,0,0,2,0,1,0
2022,URY,AVD,0,0,0,0,0,0,2,2,5,0
2023,URY,AVJ,0,0,0,0,0,0,1,0,0,0
2024,URY,AVL,0,0,0,0,0,0,5,0,0,0
2025,URY,AWC,0,0,0,0,0,0,1,0,0,0
2026,URY,RIA,0,0,0,0,0,0,4,0,0,1
2027,URY,RID,0,0,0,0,0,0,3,0,2,0
2028,URY,RIH,0,0,0,0,0,0,2,0,0,0
2029,URY,RIS,0,0,0,0,0,0,1,0,1,0
2030,URY,SMB,0,0,0,0,0,0,1,0,0,0
2031,URY,URX,0,0,0,0,0,0,3,0,0,0
2032,URY,AIB,0,0,0,0,0,0,0,0,1,0
2033,URY,RIP,0,0,0,0,0,0,0,0,1,0
2034,URY,ADL,0,0,0,0,0,0,0,0,0,0
2035,URY,ALM,0,0,0,0,0,0,0,0,0,0
2036,URY,BAG,0,0,0,0,0,0,0,0,0,0
2037,URY,RIF,0,0,0,0,0,0,0,0,0,0
2038,URY,RIM,0,0,0,0,0,0,0,0,0,0
2039,URY,RMH,0,0,0,0,0,0,0,0,0,0
2040,URY,SAA,0,0,0,0,0,0,0,0,0,0
2041,URY,URY,0,0,0,0,0,0,0,0,0,0
2042,URY,unk,0,0,0,0,0,0,0,0,0,0
2043,URY,URA,0,0,0,0,0,0,0,0,0,1
2044,RIH,AIZ,7,1,8,4,3,11,32,10,13,8
2045,RIH,AUA,1,0,0,0,0,1,2,2,2,2
2046,RIH,AVE,1,0,0,0,0,0,0,1,1,0
2047,RIH,BAG,2,0,3,0,0,2,7,2,1,3
2048,RIH,CEP,9,4,4,5,2,2,15,15,13,1
2049,RIH,GLR,4,2,2,3,2,0,0,2,1,4
2050,RIH,IL1,1,0,0,0,0,0,0,1,2,0
2051,RIH,IL2,4,6,2,3,3,2,14,4,3,5
2052,RIH,OLQ,11,9,9,6,7,9,37,27,20,8
2053,RIH,RIA,20,2,9,6,4,22,73,21,15,18
2054,RIH,RIB,8,1,3,2,2,10,33,8,13,8
2055,RIH,RIP,8,8,7,6,5,4,25,8,16,12
2056,RIH,RIR,2,0,1,1,0,0,0,1,0,1
2057,RIH,RME,3,1,1,1,1,0,16,3,1,0
2058,RIH,URA,3,0,0,0,0,0,1,2,0,0
2059,RIH,URY,1,0,0,1,0,1,4,2,2,1
2060,RIH,BWM,0,0,1,0,0,0,0,0,0,0
2061,RIH,RIS,0,0,0,1,0,0,0,0,0,0
2062,RIH,SMD,0,0,0,0,0,1,0,0,0,0
2063,RIH,ADF,0,0,0,0,0,0,3,0,0,1
2064,RIH,AIY,0,0,0,0,0,0,9,2,1,0
2065,RIH,RIG,0,0,0,0,0,0,0,0,1,0
2066,RIH,AIB,0,0,0,0,0,0,0,0,0,0
2067,DVC,AIB,7,7,2,3,1,7,6,16,12,7
2068,DVC,AVA,10,2,5,3,5,15,50,16,15,4
2069,DVC,AVK,1,0,0,0,0,2,2,6,2,1
2070,DVC,CEP,3,1,0,0,1,1,0,0,0,3
2071,DVC,IL2,1,0,0,0,0,0,0,0,0,0
2072,DVC,PVT,2,0,0,0,0,0,1,0,0,1
2073,DVC,RIB,3,6,2,5,1,7,8,10,14,7
2074,DVC,RIG,6,7,4,4,0,14,29,16,23,11
2075,DVC,RMF,1,0,0,0,0,4,23,15,10,0
2076,DVC,URA,1,1,0,0,0,0,1,0,0,0
2077,DVC,URY,1,0,1,0,0,1,0,0,3,2
2078,DVC,AIZ,0,1,0,0,0,0,0,0,1,0
2079,DVC,AVD,0,1,0,0,1,0,0,0,0,1
2080,DVC,AVE,0,2,0,0,0,2,0,1,3,2
2081,DVC,BAG,0,1,0,2,0,0,0,0,0,0
2082,DVC,URX,0,0,0,1,0,0,0,0,0,1
2083,DVC,ADE,0,0,0,0,1,0,0,0,0,0
2084,DVC,RIV,0,0,0,0,0,1,2,1,1,0
2085,DVC,AVB,0,0,0,0,0,0,1,0,0,0
2086,DVC,AVL,0,0,0,0,0,0,0,1,0,0
2087,DVC,OLL,0,0,0,0,0,0,0,1,0,0
2088,DVC,RID,0,0,0,0,0,0,0,1,0,0
2089,DVC,RIM,0,0,0,0,0,0,0,1,0,0
2090,DVC,SAA,0,0,0,0,0,0,0,1,0,0
2091,DVC,AQR,0,0,0,0,0,0,0,0,1,0
2092,DVC,FLP,0,0,0,0,0,0,0,0,1,0
2093,PVT,AIB,6,2,3,0,1,3,16,9,8,5
2094,PVT,AVK,8,13,5,5,3,17,16,21,26,17
2095,PVT,AVL,1,2,0,0,0,3,3,6,7,2
2096,PVT,CEP,2,0,2,3,0,0,0,0,4,0
2097,PVT,DVC,4,2,0,1,0,1,3,2,13,4
2098,PVT,OLQ,1,1,0,1,0,0,0,0,0,0
2099,PVT,RID,1,0,0,0,0,0,0,0,0,0
2100,PVT,RIG,4,5,1,4,3,5,7,8,7,4
2101,PVT,RIR,1,1,1,0,0,0,0,0,0,0
2102,PVT,RME,1,1,0,1,0,4,4,1,0,0
2103,PVT,RMF,7,0,0,0,0,5,10,13,8,0
2104,PVT,URA,1,0,0,0,0,0,0,1,2,2
2105,PVT,SAA,0,1,0,1,0,0,0,0,0,0
2106,PVT,OLL,0,0,1,0,0,0,0,0,0,0
2107,PVT,RIH,0,0,1,0,0,0,2,3,0,1
2108,PVT,RIM,0,0,1,0,0,0,0,0,0,0
2109,PVT,SMB,0,0,2,0,0,1,0,1,0,1
2110,PVT,URB,0,0,1,0,0,0,0,0,0,0
2111,PVT,AVE,0,0,0,1,0,0,0,1,0,0
2112,PVT,BAG,0,0,0,0,0,2,0,0,0,0
2113,PVT,RIS,0,0,0,0,0,0,1,0,0,0
2114,PVT,IL2,0,0,0,0,0,0,0,1,2,2
2115,PVT,URY,0,0,0,0,0,0,0,0,1,1
2116,PVT,ADA,0,0,0,0,0,0,0,0,0,0
2117,PVT,ADE,0,0,0,0,0,0,0,0,0,0
2118,PVT,AQR,0,0,0,0,0,0,0,0,0,0
2119,PVT,AVA,0,0,0,0,0,0,0,0,0,0
2120,PVT,CSS,0,0,0,0,0,0,0,0,0,0
2121,PVT,DVB,0,0,0,0,0,0,0,0,0,0
2122,PVT,PVT,0,0,0,0,0,0,0,0,0,0
2123,PVT,RIB,0,0,0,0,0,0,0,0,0,0
2124,PVT,SDQ,0,0,0,0,0,0,0,0,0,0
2125,PVT,unk,0,0,0,0,0,0,0,0,0,0
2126,PVT,IL1,0,0,0,0,0,0,0,0,0,1
2127,RME,BWM,103,60,45,35,24,110,0,161,147,81
2128,RME,GLR,1,0,1,1,0,0,0,2,0,1
2129,RME,RMD,6,7,11,12,13,2,2,2,2,11
2130,RME,RME,1,2,4,2,1,0,8,3,2,1
2131,RME,SMD,9,7,6,4,3,5,7,4,6,6
2132,RME,CEP,0,0,1,0,0,0,0,0,0,0
2133,RME,IL1,0,0,1,0,0,0,6,1,1,2
2134,RME,URA,0,0,0,1,1,0,0,0,0,1
2135,RME,IL2,0,0,0,0,0,1,0,0,0,0
2136,RME,OLL,0,0,0,0,0,0,1,0,0,0
2137,RME,RIB,0,0,0,0,0,0,4,0,0,0
2138,RME,RIH,0,0,0,0,0,0,2,0,0,0
2139,RME,RIP,0,0,0,0,0,0,1,0,0,0
2140,RME,RIS,0,0,0,0,0,0,1,0,0,0
2141,RME,RMH,0,0,0,0,0,0,3,0,0,0
2142,RME,AVE,0,0,0,0,0,0,0,0,0,0
2143,RME,RMF,0,0,0,0,0,0,0,0,0,0
2144,RID,AIZ,0,0,0,0,0,1,0,0,0,0
2145,RID,DVA,0,0,0,0,0,1,0,0,0,0
2146,RID,RIC,0,0,0,0,0,1,0,0,0,0
2147,RID,FLP,0,0,0,0,0,0,1,0,0,0
2148,RID,RME,0,0,0,0,0,0,1,0,0,0
2149,AVL,RIS,0,2,1,0,0,0,1,1,1,2
2150,AVL,RME,0,2,2,1,0,0,0,1,1,2
2151,AVL,BAG,0,0,1,0,0,0,0,0,0,0
2152,AVL,CEP,0,0,0,1,0,0,0,0,0,0
2153,AVL,AVK,0,0,0,0,0,0,2,0,0,0
2154,AVL,DVC,0,0,0,0,0,0,3,0,0,0
2155,AVL,PVP,0,0,0,0,0,0,3,0,0,0
2156,AVL,RIM,0,0,0,0,0,0,2,0,0,0
2157,AVL,PVT,0,0,0,0,0,0,0,1,1,0
2158,AVL,RIB,0,0,0,0,0,0,0,0,1,0
2159,AVL,URY,0,0,0,0,0,0,0,0,1,0
2160,AVL,AVA,0,0,0,0,0,0,0,0,0,0
2161,AVL,DB2,0,0,0,0,0,0,0,0,0,0
2162,AVL,DVB,0,0,0,0,0,0,0,0,0,0
2163,AVL,SAB,0,0,0,0,0,0,0,0,0,0
2164,PVN,ALM,0,0,0,0,0,1,2,1,2,0
2165,PVN,BDU,0,0,0,0,0,11,10,8,14,0
2166,PVN,CEP,0,0,0,0,0,1,2,0,3,0
2167,PVN,PVC,0,0,0,0,0,1,0,0,0,0
2168,PVN,PVN,0,0,0,0,0,1,5,2,4,0
2169,PVN,RIF,0,0,0,0,0,1,0,2,2,0
2170,PVN,AVJ,0,0,0,0,0,0,10,1,6,0
2171,PVN,URB,0,0,0,0,0,0,2,0,0,0
2172,PVN,URX,0,0,0,0,0,0,2,0,0,0
2173,PVN,AIA,0,0,0,0,0,0,0,1,0,0
2174,PVN,AIZ,0,0,0,0,0,0,0,1,0,0
2175,PVN,ASJ,0,0,0,0,0,0,0,2,0,0
2176,PVN,AVB,0,0,0,0,0,0,0,3,0,0
2177,PVN,AVD,0,0,0,0,0,0,0,2,0,0
2178,PVN,AVF,0,0,0,0,0,0,0,1,0,0
2179,PVN,AVM,0,0,0,0,0,0,0,1,1,0
2180,PVN,HSN,0,0,0,0,0,0,0,3,0,0
2181,PVN,SDQ,0,0,0,0,0,0,0,1,0,0
2182,PVN,SMB,0,0,0,0,0,0,0,1,0,0
2183,PVN,AVE,0,0,0,0,0,0,0,0,1,0
2184,PVN,RMG,0,0,0,0,0,0,0,0,1,0
2185,PVN,ADL,0,0,0,0,0,0,0,0,0,0
2186,PVN,AIB,0,0,0,0,0,0,0,0,0,0
2187,PVN,AIM,0,0,0,0,0,0,0,0,0,0
2188,PVN,ALA,0,0,0,0,0,0,0,0,0,0
2189,PVN,ASI,0,0,0,0,0,0,0,0,0,0
2190,PVN,ASK,0,0,0,0,0,0,0,0,0,0
2191,PVN,AWA,0,0,0,0,0,0,0,0,0,0
2192,PVN,AWB,0,0,0,0,0,0,0,0,0,0
2193,PVN,AWC,0,0,0,0,0,0,0,0,0,0
