,pre,post,pristi_s14_new_out_posterior_cut.csv' with 79 nodes and 1619 edges_weight,pristi_15_roi_count.csv' with 89 nodes and 1939 edges_weight,witvliet_dataset6_vol.csv' with 81 nodes and 1840 edges_weight,witvliet_dataset5_vol.csv' with 87 nodes and 2039 edges_weight,witvliet_dataset3_vol.csv' with 76 nodes and 1591 edges_weight,witvliet_dataset2_vol.csv' with 75 nodes and 1566 edges_weight,witvliet_dataset8_vol.csv' with 84 nodes and 2098 edges_weight,witvliet_dataset4_vol.csv' with 84 nodes and 1889 edges_weight,cel_n2u_adjacency.csv' with 84 nodes and 1974 edges_weight,witvliet_dataset1_vol.csv' with 77 nodes and 1623 edges_weight,cel_jsh_nr_adj.csv' with 84 nodes and 1974 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
1610,RIG,SAA,12070.0,9187.0,3028098.0,7314960.0,4119600.0,4837120.0,7732560.0,4513080.0,59199.0,2494440.0,59199.0,11,3107228.4545454546,9,2,no,no,yes
1611,RIG,SDQ,2411.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,2,2645.5,1,1,no,no,yes
1612,RIG,SIA,19700.0,24085.0,678542.0,1589760.0,505920.0,417024.0,2534640.0,462120.0,8663.0,34560.0,8663.0,11,571243.3636363636,9,2,no,no,yes
1613,RIG,SIB,3733.0,10979.0,1122570.0,366240.0,466200.0,389888.0,1307280.0,284280.0,4180.0,140160.0,4180.0,11,372699.0909090909,9,2,no,no,yes
1614,RIG,SMB,9140.0,10169.0,3756314.0,2743680.0,1330560.0,1733632.0,5393520.0,746040.0,38665.0,1283640.0,38665.0,11,1553093.1818181819,9,2,no,no,yes
1615,RIG,SMD,3358.0,18907.0,50350.0,15720.0,18360.0,85760.0,1440.0,166440.0,0.0,35280.0,0.0,9,43957.22222222222,7,2,no,no,yes
1616,RIG,URA,3241.0,4555.0,220998.0,121320.0,131520.0,121344.0,55440.0,93720.0,136.0,40320.0,136.0,11,72066.36363636363,9,2,no,no,yes
1617,RIG,URX,4404.0,3761.0,2561095.0,1337640.0,541320.0,416768.0,4941360.0,1608240.0,12135.0,479760.0,12135.0,11,1083510.7272727273,9,2,no,no,yes
1618,RIG,URY,17744.0,14808.0,1636545.0,2118840.0,715560.0,1064192.0,3258960.0,836880.0,14776.0,613560.0,14776.0,11,936967.3636363636,9,2,no,no,yes
1619,RIG,unk,1474.0,3509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2491.5,0,2,yes,no,yes
1620,RIG,RIP,0.0,3768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3768.0,0,1,no,no,yes
1621,RIG,RMF,0.0,41233.0,5767955.0,1086600.0,0.0,0.0,16240320.0,0.0,48696.0,0.0,48696.0,6,3872250.0,5,1,no,no,yes
1622,RIG,VB1,0.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1656.0,0,1,no,no,yes
1623,RIG,VB2,0.0,350.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,2,4675.0,1,1,no,no,yes
1624,RIG,VD1,0.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2087.0,0,1,no,no,yes
1625,RIG,RIH,0.0,0.0,1177988.0,454440.0,315480.0,604416.0,1295520.0,196560.0,12979.0,685080.0,12979.0,9,528382.4444444445,9,0,no,yes,no
1626,RIG,URB,0.0,0.0,8448.0,0.0,4800.0,0.0,52080.0,0.0,0.0,0.0,0.0,3,21776.0,3,0,no,no,no
1627,RIG,exc,0.0,0.0,0.0,358440.0,0.0,69120.0,0.0,375000.0,0.0,0.0,0.0,3,267520.0,3,0,no,no,no
1628,RIG,VB0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.0,0.0,1859.0,2,1859.0,2,0,no,no,no
1629,RIG,VC0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.0,0.0,5748.0,2,5748.0,2,0,no,no,no
1630,RIM,RIM,11392.0,5461.0,307845.0,706080.0,143640.0,385536.0,1095600.0,328920.0,4347.0,147000.0,4347.0,11,285469.8181818182,9,2,no,no,yes
1631,RIM,RIP,191.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,130.5,0,2,yes,no,yes
1632,RIM,RIR,11859.0,6386.0,0.0,0.0,39840.0,512.0,0.0,0.0,530.0,0.0,530.0,6,9942.833333333334,4,2,no,no,yes
1633,RIM,RIS,51628.0,27196.0,3548159.0,2594880.0,1384560.0,1955584.0,7197600.0,1856040.0,10285.0,812160.0,10285.0,11,1768034.2727272727,9,2,no,no,yes
1634,RIM,RIV,6870.0,6709.0,3044319.0,2808720.0,1614360.0,1461248.0,2601840.0,1019520.0,12215.0,1155840.0,12215.0,11,1249441.4545454546,9,2,no,no,yes
1635,RIM,RMD,124216.0,58301.0,12606780.0,8282520.0,1810440.0,2430720.0,20214480.0,3173160.0,112163.0,1037520.0,112163.0,11,4542042.090909091,9,2,no,no,yes
1636,RIM,RME,6440.0,5426.0,2016705.0,1177200.0,546960.0,90624.0,639840.0,13680.0,1966.0,550320.0,1966.0,11,459193.36363636365,9,2,no,no,yes
1637,RIM,RMF,1186.0,20949.0,5651710.0,0.0,0.0,0.0,11755440.0,0.0,46734.0,0.0,46734.0,6,2920458.8333333335,4,2,no,no,yes
1638,RIM,RMG,12279.0,22487.0,201737.0,600000.0,152160.0,174336.0,585360.0,91920.0,0.0,390600.0,0.0,9,247875.44444444444,7,2,no,no,yes
1639,RIM,RMH,28812.0,0.0,59811.0,488400.0,0.0,0.0,310560.0,448560.0,0.0,0.0,0.0,5,267228.6,4,1,no,no,yes
1640,RIM,SAA,46516.0,71483.0,20219439.0,20606160.0,9708240.0,13500416.0,47046480.0,11840880.0,185778.0,7005240.0,185778.0,11,11856037.272727273,9,2,no,no,yes
1641,RIM,SDQ,9010.0,7353.0,771808.0,406800.0,0.0,0.0,1065120.0,80400.0,887.0,0.0,887.0,8,292783.125,6,2,no,no,yes
1642,RIM,SIA,33155.0,22604.0,3739082.0,2375520.0,1411200.0,1846016.0,5373120.0,1123320.0,20763.0,836520.0,20763.0,11,1527460.2727272727,9,2,no,no,yes
1643,RIM,SIB,27429.0,32550.0,3901621.0,4635480.0,2023320.0,2483200.0,8654400.0,1882560.0,13933.0,1144440.0,13933.0,11,2255715.090909091,9,2,no,no,yes
1644,RIM,SMB,11616.0,11682.0,953608.0,1649040.0,688800.0,588032.0,1969920.0,626640.0,3035.0,210480.0,3035.0,11,610535.2727272727,9,2,no,no,yes
1645,RIM,SMD,144003.0,122906.0,16173862.0,13173720.0,5749560.0,7063808.0,29179440.0,8778480.0,120688.0,4166880.0,120688.0,11,7708548.636363637,9,2,no,no,yes
1646,RIM,URA,1056.0,423.0,0.0,0.0,10680.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4053.0,1,2,no,no,yes
1647,RIM,URX,759.0,0.0,0.0,43200.0,2880.0,0.0,20400.0,2280.0,0.0,0.0,0.0,5,13903.8,4,1,no,no,yes
1648,RIM,URY,20444.0,6720.0,201398.0,83040.0,86160.0,195584.0,444480.0,126240.0,2034.0,74400.0,2034.0,11,112957.63636363637,9,2,no,no,yes
1649,RIM,SAB,0.0,224.0,0.0,0.0,7080.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3652.0,1,1,no,no,yes
1650,RIM,VA1,0.0,120.0,0.0,83640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,41880.0,1,1,no,no,yes
1651,RIM,unk,0.0,6772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6772.0,0,1,no,no,yes
1652,RIM,URB,0.0,0.0,0.0,0.0,48840.0,16128.0,231360.0,0.0,0.0,0.0,0.0,3,98776.0,3,0,no,no,no
1653,RIM,VB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,1,600.0,1,0,no,no,no
1654,RIM,VB0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12612.0,0.0,12612.0,2,12612.0,2,0,no,no,no
1655,RIP,RIR,4660.0,5441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5050.5,0,2,yes,no,yes
1656,RIP,RIV,5267.0,4863.0,1013.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,26785.75,2,2,no,no,yes
1657,RIP,RMD,17192.0,16404.0,78056.0,28920.0,117600.0,75776.0,54240.0,61680.0,417.0,13080.0,417.0,11,42162.0,9,2,no,no,yes
1658,RIP,RME,815.0,15006.0,3439009.0,1796400.0,1367400.0,2036480.0,3714000.0,1599840.0,30914.0,963360.0,30914.0,11,1363103.4545454546,9,2,no,no,yes
1659,RIP,RMF,582.0,2830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1706.0,0,2,yes,no,yes
1660,RIP,RMG,1320.0,3041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2180.5,0,2,yes,no,yes
1661,RIP,RMH,2526.0,2539.0,86507.0,23040.0,0.0,0.0,10800.0,0.0,673.0,0.0,673.0,7,18108.285714285714,5,2,no,no,yes
1662,RIP,SIA,13565.0,9359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11462.0,0,2,yes,no,yes
1663,RIP,SIB,7119.0,11257.0,7772.0,275760.0,79920.0,20992.0,285360.0,30600.0,1526.0,7680.0,1526.0,11,66319.27272727272,9,2,no,no,yes
1664,RIP,SMB,11909.0,5562.0,0.0,58200.0,43680.0,60416.0,0.0,0.0,0.0,35280.0,0.0,6,35841.166666666664,4,2,no,no,yes
1665,RIP,SMD,422.0,1932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1177.0,0,2,yes,no,yes
1666,RIP,URA,41580.0,39158.0,11981628.0,9307800.0,3556080.0,3880960.0,13141440.0,3557160.0,90870.0,2042640.0,90870.0,11,4339107.818181818,9,2,no,no,yes
1667,RIP,URB,4504.0,1025.0,0.0,72960.0,0.0,0.0,44640.0,0.0,22692.0,0.0,22692.0,6,28085.5,4,2,no,no,yes
1668,RIP,URX,15192.0,6291.0,280472.0,629760.0,41280.0,126720.0,136320.0,337800.0,8198.0,76320.0,8198.0,11,151504.63636363635,9,2,no,no,yes
1669,RIP,URY,11402.0,18006.0,210185.0,218640.0,139560.0,14592.0,708240.0,155760.0,6471.0,9240.0,6471.0,11,136233.36363636365,9,2,no,no,yes
1670,RIP,SAA,0.0,4494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4494.0,0,1,no,no,yes
1671,RIP,SDQ,0.0,3532.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,840.0,3,1737.3333333333333,2,1,no,no,yes
1672,RIP,unk,0.0,2090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2090.0,0,1,no,no,yes
1673,RIP,RIP,0.0,0.0,79748.0,561120.0,391440.0,572160.0,618720.0,581160.0,24342.0,191520.0,24342.0,9,338283.55555555556,9,0,no,yes,no
1674,RIV,RIV,6634.0,3023.0,1929861.0,2469360.0,882600.0,1900288.0,4104960.0,853080.0,27091.0,625200.0,27091.0,11,1166289.8181818181,9,2,no,no,yes
1675,RIV,RMD,22167.0,12368.0,6775294.0,4409640.0,2392800.0,1970944.0,7943760.0,2029080.0,72854.0,1261920.0,72854.0,11,2451243.727272727,9,2,no,no,yes
1676,RIV,RME,382.0,1259.0,0.0,204120.0,0.0,0.0,490560.0,193320.0,341.0,85320.0,341.0,8,121955.375,6,2,no,no,yes
1677,RIV,RMF,13043.0,17339.0,2508378.0,231960.0,0.0,0.0,2713440.0,0.0,19204.0,0.0,19204.0,7,788938.2857142857,5,2,no,no,yes
1678,RIV,RMG,872.0,2652.0,834324.0,1354680.0,345000.0,256256.0,1700160.0,70800.0,5491.0,354360.0,5491.0,11,448189.63636363635,9,2,no,no,yes
1679,RIV,RMH,20761.0,728.0,3022355.0,2441040.0,0.0,0.0,3889200.0,1365360.0,26851.0,0.0,26851.0,8,1349143.25,6,2,no,no,yes
1680,RIV,SAA,7674.0,11963.0,6150479.0,4955160.0,2721120.0,3519232.0,9340800.0,3317280.0,68030.0,2221320.0,68030.0,11,2943735.272727273,9,2,no,no,yes
1681,RIV,SDQ,43465.0,53115.0,4194599.0,242880.0,0.0,0.0,5383920.0,461640.0,37907.0,0.0,37907.0,8,1306929.125,6,2,no,no,yes
1682,RIV,SIA,25284.0,16696.0,2732081.0,2545680.0,731760.0,1039872.0,5041440.0,675600.0,26858.0,562800.0,26858.0,11,1220448.0909090908,9,2,no,no,yes
1683,RIV,SIB,10916.0,17391.0,3195368.0,1874640.0,1085520.0,1690112.0,3061920.0,1064280.0,19358.0,812640.0,19358.0,11,1168318.4545454546,9,2,no,no,yes
1684,RIV,SMB,14745.0,7944.0,1696693.0,2015520.0,746040.0,570368.0,5660880.0,763200.0,24957.0,309000.0,24957.0,11,1075845.8181818181,9,2,no,no,yes
1685,RIV,SMD,61335.0,53406.0,14081799.0,10176720.0,4294800.0,4800000.0,19319280.0,4327320.0,124418.0,2251080.0,124418.0,11,5419506.909090909,9,2,no,no,yes
1686,RIV,URX,992.0,0.0,0.0,0.0,0.0,0.0,27600.0,0.0,0.0,0.0,0.0,2,14296.0,1,1,no,no,yes
1687,RIV,URY,8338.0,8598.0,292636.0,179520.0,116280.0,275200.0,321360.0,125160.0,2905.0,109440.0,2905.0,11,131122.0,9,2,no,no,yes
1688,RIV,URB,0.0,18.0,285203.0,111960.0,174120.0,357888.0,62640.0,61920.0,745.0,186720.0,745.0,10,124195.9,9,1,no,no,yes
1689,RIV,unk,0.0,2348.0,0.0,0.0,0.0,0.0,117840.0,0.0,0.0,0.0,0.0,2,60094.0,1,1,no,no,yes
1690,RIV,URA,0.0,0.0,0.0,68760.0,19680.0,169984.0,0.0,48480.0,0.0,15360.0,0.0,5,64452.8,5,0,no,no,no
1691,RIV,exc,0.0,0.0,0.0,926640.0,526680.0,1091584.0,0.0,919920.0,0.0,538680.0,0.0,5,800700.8,5,0,no,no,no
1692,RIV,VB0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6124.0,0.0,6124.0,2,6124.0,2,0,no,no,no
1693,RMD,RMD,143784.0,129227.0,36967767.0,30716400.0,15832320.0,18295552.0,55547520.0,15895680.0,268447.0,11101920.0,268447.0,11,16833369.454545453,9,2,no,no,yes
1694,RMD,RME,31953.0,22826.0,8764286.0,6964080.0,4045200.0,4480512.0,14586480.0,3638400.0,53574.0,2698320.0,53574.0,11,4121745.909090909,9,2,no,no,yes
1695,RMD,RMF,58973.0,65955.0,2848662.0,35400.0,0.0,0.0,8816640.0,0.0,31077.0,0.0,31077.0,7,1698254.857142857,5,2,no,no,yes
1696,RMD,RMG,100498.0,96815.0,11031392.0,11846040.0,7264560.0,9448192.0,18738240.0,4068360.0,117577.0,3730560.0,117577.0,11,6050891.909090909,9,2,no,no,yes
1697,RMD,RMH,63309.0,45821.0,10658328.0,6715200.0,0.0,0.0,15885840.0,3352920.0,52658.0,0.0,52658.0,8,4603341.75,6,2,no,no,yes
1698,RMD,SAA,60807.0,96401.0,4206759.0,3695160.0,1381080.0,2610944.0,5587440.0,2023440.0,80680.0,1807800.0,80680.0,11,1966471.9090909092,9,2,no,no,yes
1699,RMD,SDQ,3414.0,4547.0,625489.0,197880.0,0.0,0.0,926160.0,55680.0,8561.0,0.0,8561.0,8,228786.5,6,2,no,no,yes
1700,RMD,SIA,55887.0,42302.0,10590404.0,10659600.0,4228800.0,5275136.0,19227120.0,3922680.0,112136.0,2810760.0,112136.0,11,5185178.2727272725,9,2,no,no,yes
1701,RMD,SIB,85896.0,73503.0,11810633.0,9273600.0,4778160.0,5508864.0,21165360.0,6397320.0,144518.0,2919960.0,144518.0,11,5663848.363636363,9,2,no,no,yes
1702,RMD,SMB,118679.0,79868.0,8750769.0,7942800.0,3166800.0,4336896.0,14107440.0,2520960.0,80232.0,2746320.0,80232.0,11,3993726.909090909,9,2,no,no,yes
1703,RMD,SMD,92300.0,86373.0,9618546.0,8287320.0,3306360.0,4552704.0,12637680.0,3367560.0,131942.0,3682320.0,131942.0,11,4172277.0,9,2,no,no,yes
1704,RMD,URA,3939.0,3436.0,586289.0,500640.0,665880.0,471552.0,850800.0,392160.0,7507.0,218760.0,7507.0,11,337133.63636363635,9,2,no,no,yes
1705,RMD,URB,6036.0,5421.0,1747719.0,1785360.0,897120.0,1158144.0,1740240.0,944760.0,13297.0,518160.0,13297.0,11,802686.7272727273,9,2,no,no,yes
1706,RMD,URX,93.0,90.0,67584.0,52560.0,0.0,0.0,24480.0,11760.0,11151.0,3480.0,11151.0,9,20261.0,7,2,no,no,yes
1707,RMD,URY,2472.0,2468.0,16010983.0,11783760.0,4574640.0,4444672.0,25924320.0,6036600.0,101477.0,1774800.0,101477.0,11,6432515.363636363,9,2,no,no,yes
1708,RMD,unk,0.0,2248.0,0.0,0.0,0.0,0.0,1980960.0,0.0,0.0,0.0,0.0,2,991604.0,1,1,no,no,yes
1709,RMD,exc,0.0,0.0,0.0,443160.0,35040.0,474880.0,0.0,102840.0,0.0,79920.0,0.0,5,227168.0,5,0,no,no,no
1710,RMD,VB0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0.0,833.0,2,833.0,2,0,no,no,no
1711,RMF,RMF,11970.0,18845.0,691046.0,100320.0,0.0,0.0,983040.0,0.0,17995.0,0.0,17995.0,7,263030.14285714284,5,2,no,no,yes
1712,RMF,RMG,40288.0,31735.0,3103794.0,0.0,0.0,0.0,6683520.0,0.0,6937.0,0.0,6937.0,6,1645535.1666666667,4,2,no,no,yes
1713,RMF,RMH,38856.0,25329.0,1612553.0,1424280.0,0.0,0.0,8999040.0,0.0,70109.0,0.0,70109.0,7,1748610.857142857,5,2,no,no,yes
1714,RMF,SAA,2054.0,77532.0,13938521.0,1490880.0,0.0,0.0,21959040.0,0.0,143623.0,0.0,143623.0,7,5393610.428571428,5,2,no,no,yes
1715,RMF,SDQ,102.0,290.0,1118852.0,0.0,0.0,0.0,1744560.0,0.0,19349.0,0.0,19349.0,6,483750.3333333333,4,2,no,no,yes
1716,RMF,SIA,16326.0,11216.0,526816.0,1548840.0,0.0,0.0,2396400.0,0.0,10948.0,0.0,10948.0,7,645927.7142857143,5,2,no,no,yes
1717,RMF,SIB,52723.0,5064.0,1775091.0,2306160.0,0.0,0.0,2154720.0,0.0,26516.0,0.0,26516.0,7,906684.2857142857,5,2,no,no,yes
1718,RMF,SMB,24479.0,14423.0,1276660.0,1792920.0,0.0,0.0,4242720.0,0.0,59292.0,0.0,59292.0,7,1067112.2857142857,5,2,no,no,yes
1719,RMF,SMD,19350.0,7709.0,486939.0,237960.0,0.0,0.0,1572720.0,0.0,26206.0,0.0,26206.0,7,339584.28571428574,5,2,no,no,yes
1720,RMF,URX,939.0,8198.0,33453.0,0.0,0.0,0.0,518160.0,0.0,0.0,0.0,0.0,4,140187.5,2,2,no,no,yes
1721,RMF,URY,126.0,646.0,688340.0,0.0,0.0,0.0,866400.0,0.0,2812.0,0.0,2812.0,6,260189.33333333334,4,2,no,no,yes
1722,RMF,unk,0.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,837.0,0,1,no,no,yes
1723,RMF,URA,0.0,0.0,99684.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3,33230.0,3,0,no,no,no
1724,RMF,exc,0.0,0.0,0.0,276240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,276240.0,1,0,no,no,no
1725,RMF,URB,0.0,0.0,0.0,0.0,0.0,0.0,95040.0,0.0,0.0,0.0,0.0,1,95040.0,1,0,no,no,no
1726,RMF,VB0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19142.0,0.0,19142.0,2,19142.0,2,0,no,no,no
1727,RMG,RMH,30083.0,28703.0,10452877.0,7186800.0,0.0,0.0,10888320.0,6559440.0,71190.0,0.0,71190.0,8,4411075.375,6,2,no,no,yes
1728,RMG,SAA,5657.0,13495.0,3068986.0,3000600.0,1319880.0,2122496.0,5375280.0,1148640.0,12153.0,1044600.0,12153.0,11,1556721.8181818181,9,2,no,no,yes
1729,RMG,SDQ,92.0,753.0,151388.0,17400.0,0.0,0.0,77280.0,0.0,0.0,0.0,0.0,5,49382.6,3,2,no,no,yes
1730,RMG,SIA,9005.0,3429.0,1173595.0,390720.0,112680.0,352000.0,2857440.0,195600.0,12023.0,195720.0,12023.0,11,483112.2727272727,9,2,no,no,yes
1731,RMG,SIB,5184.0,1169.0,3458270.0,4600200.0,1097040.0,1062400.0,7250160.0,1514880.0,29985.0,369480.0,29985.0,11,1765341.1818181819,9,2,no,no,yes
1732,RMG,SMB,2147.0,4023.0,2605698.0,834600.0,616440.0,1020928.0,5520720.0,654120.0,30949.0,488040.0,30949.0,11,1073510.3636363635,9,2,no,no,yes
1733,RMG,SMD,57381.0,25781.0,1770023.0,2384520.0,1973160.0,2827776.0,2503440.0,367560.0,4983.0,1483320.0,4983.0,11,1218447.9090909092,9,2,no,no,yes
1734,RMG,URX,8661.0,5334.0,2115040.0,1957440.0,300720.0,748544.0,5351280.0,992280.0,27962.0,459720.0,27962.0,11,1090449.3636363635,9,2,no,no,yes
1735,RMG,URB,0.0,139.0,465315.0,200160.0,11160.0,0.0,441360.0,9480.0,6319.0,15240.0,6319.0,9,128388.0,8,1,no,no,yes
1736,RMG,URY,0.0,480.0,0.0,0.0,0.0,0.0,0.0,11280.0,0.0,0.0,0.0,2,5880.0,1,1,no,no,yes
1737,RMG,unk,0.0,3091.0,0.0,0.0,0.0,0.0,402960.0,0.0,0.0,0.0,0.0,2,203025.5,1,1,no,no,yes
1738,RMG,exc,0.0,0.0,0.0,785400.0,32160.0,71680.0,0.0,195720.0,0.0,194160.0,0.0,5,255824.0,5,0,no,no,no
1739,RMG,VB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,1,1800.0,1,0,no,no,no
1740,RMG,VB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680760.0,0.0,0.0,0.0,1,680760.0,1,0,no,no,no
1741,RMG,VB0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.0,0.0,1725.0,2,1725.0,2,0,no,no,no
1742,RMH,RMH,16414.0,0.0,1790976.0,1621920.0,0.0,0.0,1710240.0,2175600.0,25746.0,0.0,25746.0,7,1052377.4285714286,6,1,no,no,yes
1743,RMH,SAA,32675.0,4425.0,1088437.0,3348960.0,0.0,0.0,1459920.0,1959000.0,31287.0,0.0,31287.0,8,994498.875,6,2,no,no,yes
1744,RMH,SDQ,1282.0,45.0,3005121.0,76440.0,0.0,0.0,2067840.0,629160.0,26931.0,0.0,26931.0,8,729218.75,6,2,no,no,yes
1745,RMH,SIA,15523.0,18291.0,1851798.0,768240.0,0.0,0.0,3198000.0,521880.0,16532.0,0.0,16532.0,8,800849.5,6,2,no,no,yes
1746,RMH,SIB,21511.0,51636.0,2625297.0,1577880.0,0.0,0.0,3757440.0,1682160.0,35722.0,0.0,35722.0,8,1223421.0,6,2,no,no,yes
1747,RMH,SMB,13387.0,5841.0,749165.0,750480.0,0.0,0.0,1563600.0,620760.0,71549.0,0.0,71549.0,8,480791.375,6,2,no,no,yes
1748,RMH,SMD,4092.0,6779.0,3697853.0,2772960.0,0.0,0.0,11395680.0,2988240.0,52692.0,0.0,52692.0,8,2621373.5,6,2,no,no,yes
1749,RMH,URA,601.0,0.0,60149.0,25920.0,0.0,0.0,372480.0,0.0,678.0,0.0,678.0,6,76751.0,5,1,no,no,yes
1750,RMH,URX,11945.0,380.0,92252.0,285360.0,0.0,0.0,226560.0,0.0,3315.0,0.0,3315.0,7,89018.14285714286,5,2,no,no,yes
1751,RMH,URY,5045.0,62.0,111851.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,5,23410.0,3,2,no,no,yes
1752,RMH,URB,0.0,0.0,4043550.0,2213400.0,0.0,0.0,4524960.0,51720.0,17723.0,0.0,17723.0,6,1811512.6666666667,6,0,no,no,no
1753,RMH,exc,0.0,0.0,0.0,98760.0,0.0,0.0,0.0,134640.0,0.0,0.0,0.0,2,116700.0,2,0,no,no,no
1754,RMH,unk,0.0,0.0,0.0,0.0,0.0,0.0,169200.0,0.0,0.0,0.0,0.0,1,169200.0,1,0,no,no,no
1755,RMH,VB0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12271.0,0.0,12271.0,2,12271.0,2,0,no,no,no
1756,SAA,SAA,13459.0,23868.0,4210817.0,4627080.0,2621040.0,3913728.0,7509600.0,2871000.0,30991.0,2198280.0,30991.0,11,2550077.6363636362,9,2,no,no,yes
1757,SAA,SDQ,1786.0,7471.0,3112579.0,1539840.0,0.0,0.0,4180320.0,844440.0,9154.0,0.0,9154.0,8,1213093.0,6,2,no,no,yes
1758,SAA,SIA,31356.0,47572.0,3397443.0,2875320.0,1235520.0,1528576.0,5067840.0,1398000.0,15298.0,544080.0,15298.0,11,1468754.8181818181,9,2,no,no,yes
1759,SAA,SIB,6204.0,7739.0,2506684.0,1284360.0,906960.0,2364160.0,4680240.0,1054800.0,60323.0,978360.0,60323.0,11,1264559.3636363635,9,2,no,no,yes
1760,SAA,SMB,58731.0,71696.0,17116317.0,15297720.0,5231640.0,6264320.0,28446960.0,8049480.0,194737.0,3203520.0,194737.0,11,7648168.909090909,9,2,no,no,yes
1761,SAA,SMD,184667.0,189788.0,25350076.0,19840200.0,8873400.0,11343104.0,40590000.0,11644800.0,279203.0,6401160.0,279203.0,11,11361418.272727273,9,2,no,no,yes
1762,SAA,URY,997.0,1472.0,522085.0,606960.0,354840.0,514816.0,666240.0,164280.0,6232.0,351960.0,6232.0,11,290555.8181818182,9,2,no,no,yes
1763,SAA,URA,0.0,318.0,0.0,0.0,18480.0,0.0,0.0,4440.0,179.0,0.0,179.0,5,4719.2,4,1,no,no,yes
1764,SAA,URB,0.0,3.0,182138.0,178680.0,381120.0,468224.0,433200.0,373200.0,1072.0,431880.0,1072.0,10,245058.9,9,1,no,no,yes
1765,SAA,URX,0.0,939.0,0.0,18000.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,3,6553.0,2,1,no,no,yes
1766,SAA,VB1,0.0,3462.0,0.0,1048440.0,0.0,0.0,0.0,403320.0,0.0,0.0,0.0,3,485074.0,2,1,no,no,yes
1767,SAA,unk,0.0,4687.0,0.0,0.0,0.0,0.0,9360.0,0.0,0.0,0.0,0.0,2,7023.5,1,1,no,no,yes
1768,SAA,SAB,0.0,0.0,189911.0,145800.0,169320.0,135680.0,0.0,0.0,0.0,144240.0,0.0,5,156990.2,5,0,no,no,no
1769,SAA,VA2,0.0,0.0,0.0,81840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,81840.0,1,0,no,no,no
1770,SAA,VA3,0.0,0.0,0.0,22320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22320.0,1,0,no,no,no
1771,SAA,VB2,0.0,0.0,0.0,443760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,443760.0,1,0,no,no,no
1772,SAA,exc,0.0,0.0,0.0,4250160.0,1341120.0,1215488.0,0.0,961920.0,0.0,1007280.0,0.0,5,1755193.6,5,0,no,no,no
1773,SAA,VA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90600.0,0.0,0.0,0.0,1,90600.0,1,0,no,no,no
