,pre,post,cel_jsh_nr_adj.csv' with 84 nodes and 1784 edges_weight,cel_n2u_nr_adj.csv' with 89 nodes and 2150 edges_weight,witvliet_dataset1_vol.csv' with 82 nodes and 1765 edges_weight,witvliet_dataset2_vol.csv' with 80 nodes and 1702 edges_weight,witvliet_dataset3_vol.csv' with 83 nodes and 1737 edges_weight,witvliet_dataset4_vol.csv' with 87 nodes and 2025 edges_weight,witvliet_dataset5_vol.csv' with 88 nodes and 2163 edges_weight,witvliet_dataset6_vol.csv' with 85 nodes and 1992 edges_weight,witvliet_dataset8_vol.csv' with 88 nodes and 2266 edges_weight,conserved,average_size
2481,AIN,CEPV,2270.0,2399.0,106200.0,118784.0,99960.0,54840.0,198360.0,314940.0,680880.0,9,175403.66666666666
2482,AIN,DB,0.0,0.0,116160.0,0.0,0.0,168720.0,0.0,0.0,0.0,2,142440.0
2483,AIN,IL1,2564.0,3408.0,140040.0,213760.0,90480.0,105960.0,263160.0,244314.0,372000.0,9,159520.66666666666
2484,AIN,IL2,2568.0,4028.0,220680.0,272384.0,64680.0,129720.0,294600.0,326090.0,437760.0,9,194723.33333333334
2485,AIN,OLL,1185.0,780.0,66120.0,113152.0,115200.0,83640.0,105840.0,129760.0,143520.0,9,84355.22222222222
2486,AIN,OLQ,1472.0,1636.0,136680.0,133376.0,67080.0,107040.0,280560.0,274051.0,499920.0,9,166868.33333333334
2487,AIN,RIA,7828.0,4873.0,45240.0,50176.0,62760.0,102840.0,135000.0,289597.0,709440.0,9,156417.11111111112
2488,AIN,RIB,37441.0,61927.0,535200.0,1085952.0,545160.0,1172880.0,3466080.0,4102685.0,10317840.0,9,2369462.777777778
2489,AIN,RID,37227.0,53449.0,890400.0,1585664.0,915480.0,1496160.0,1617120.0,4633220.0,8455440.0,9,2187128.888888889
2490,AIN,RIH,485.0,0.0,111840.0,5376.0,81480.0,6000.0,187320.0,262901.0,319200.0,8,121825.25
2491,AIN,RIS,0.0,0.0,5760.0,39936.0,10440.0,297360.0,0.0,0.0,0.0,4,88374.0
2492,AIN,RIV,9524.0,9921.0,104040.0,66048.0,143400.0,52800.0,100680.0,296017.0,1076160.0,9,206510.0
2493,AIN,RMDV,0.0,2261.0,18720.0,0.0,9480.0,0.0,0.0,0.0,0.0,3,10153.666666666666
2494,AIN,SAA,0.0,1124.0,218640.0,45312.0,21960.0,52080.0,10920.0,31426.0,134400.0,8,64482.75
2495,AIN,SAB,0.0,0.0,110640.0,0.0,0.0,0.0,0.0,0.0,0.0,1,110640.0
2496,AIN,SMD,31.0,4412.0,39720.0,73728.0,98160.0,4320.0,29880.0,356504.0,804000.0,9,156750.55555555556
2497,AIN,URA,0.0,267.0,3480.0,0.0,0.0,39960.0,4560.0,3378.0,38400.0,6,15007.5
2498,AIN,URX,2291.0,2696.0,117600.0,159744.0,55200.0,63000.0,417480.0,616026.0,1108320.0,9,282484.1111111111
2499,AIN,URY,1165.0,1010.0,41520.0,41984.0,6360.0,116400.0,113280.0,28046.0,308400.0,9,73129.44444444444
2500,AIN,RIM,1527.0,748.0,0.0,18944.0,0.0,39360.0,88320.0,21964.0,267840.0,7,62671.857142857145
2501,AIN,RME,15.0,0.0,0.0,1536.0,240.0,142200.0,40320.0,0.0,133200.0,6,52918.5
2502,AIN,SIA,525.0,766.0,0.0,72192.0,0.0,0.0,0.0,0.0,302640.0,4,94030.75
2503,AIN,SIBD,0.0,2279.0,0.0,96512.0,12000.0,55680.0,111000.0,307169.0,438480.0,7,146160.0
2504,AIN,URB,0.0,981.0,0.0,5888.0,48120.0,0.0,4800.0,5406.0,11040.0,6,12705.833333333334
2505,AIN,AIZ,0.0,0.0,0.0,0.0,23400.0,0.0,56520.0,17233.0,0.0,3,32384.333333333332
2506,AIN,RIG,0.0,224.0,0.0,0.0,21480.0,0.0,2280.0,0.0,1440.0,4,6356.0
2507,AIN,AVM,0.0,0.0,0.0,0.0,0.0,80880.0,0.0,0.0,0.0,1,80880.0
2508,AIN,BWM,0.0,0.0,0.0,0.0,0.0,28200.0,0.0,0.0,0.0,1,28200.0
2509,AIN,FLP,0.0,0.0,0.0,0.0,0.0,52320.0,0.0,0.0,0.0,1,52320.0
2510,AIN,RMH,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,1,720.0
2511,AIN,SDQ,0.0,660.0,0.0,0.0,0.0,35040.0,1560.0,0.0,122160.0,4,39855.0
2512,AIN,VA,0.0,0.0,0.0,0.0,0.0,95400.0,0.0,0.0,0.0,1,95400.0
2513,AIN,AWA,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.0,25920.0,2,13920.0
2514,AIN,ALN,0.0,438.0,0.0,0.0,0.0,0.0,0.0,132801.0,20880.0,3,51373.0
2515,AIN,RMF,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,81360.0,2,41180.0
2516,AIN,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22320.0,1,22320.0
2517,AIN,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667440.0,1,667440.0
2518,AIN,AVE,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
2519,AIN,RIR,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173.0
2520,AIY,AIY,10852.0,9751.0,107880.0,140288.0,399120.0,0.0,1037160.0,740044.0,320880.0,8,345746.875
2521,AIY,AIZ,46414.0,57464.0,2289360.0,2429440.0,2314560.0,2802960.0,6367680.0,7212563.0,11786160.0,9,3922955.6666666665
2522,AIY,ASE,93811.0,133654.0,3034920.0,5062144.0,3323400.0,5193480.0,10697040.0,11664659.0,17562960.0,9,6307340.888888889
2523,AIY,ASG,78.0,5882.0,11400.0,74240.0,18720.0,79680.0,74880.0,467004.0,279120.0,9,112333.77777777778
2524,AIY,ASH,0.0,1010.0,84120.0,132608.0,99240.0,40200.0,125400.0,8448.0,160560.0,8,81448.25
2525,AIY,ASI,7485.0,6872.0,564480.0,986880.0,911040.0,138480.0,752880.0,1357761.0,1166160.0,9,654670.8888888889
2526,AIY,ASK,0.0,421.0,2280.0,0.0,0.0,39240.0,0.0,56770.0,0.0,4,24677.75
2527,AIY,AUA,61709.0,37030.0,2615400.0,3207168.0,2655960.0,3099720.0,5766000.0,5780796.0,10095840.0,9,3702180.3333333335
2528,AIY,AVB,0.0,5668.0,63360.0,303360.0,101400.0,108240.0,282120.0,3041.0,639600.0,8,188348.625
2529,AIY,AVH,0.0,13.0,11880.0,41216.0,32640.0,34800.0,52680.0,29736.0,558000.0,8,95120.625
2530,AIY,AVJ,0.0,12346.0,869520.0,869120.0,620640.0,455400.0,1581840.0,1354045.0,1339200.0,8,887763.875
2531,AIY,AWA,38704.0,53941.0,379560.0,772608.0,658320.0,541320.0,2343360.0,3793826.0,6075840.0,9,1628608.7777777778
2532,AIY,AWB,12311.0,9596.0,920280.0,1345536.0,848760.0,978720.0,2036280.0,2044752.0,1951920.0,9,1127572.7777777778
2533,AIY,AWC,42421.0,68969.0,1774680.0,2766336.0,1504800.0,1628760.0,5057640.0,5239447.0,8634720.0,9,2968641.4444444445
2534,AIY,BAG,30255.0,10593.0,846960.0,1942016.0,1212960.0,1639440.0,3374160.0,4800827.0,6618480.0,9,2275076.777777778
2535,AIY,CEPV,0.0,0.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5040.0
2536,AIY,FLP,0.0,970.0,2160.0,66816.0,0.0,128040.0,0.0,35143.0,124320.0,6,59574.833333333336
2537,AIY,IL1,0.0,0.0,16560.0,18944.0,2400.0,0.0,121800.0,18585.0,0.0,5,35657.8
2538,AIY,IL2,0.0,0.0,18480.0,82944.0,3480.0,0.0,27960.0,0.0,4320.0,5,27436.8
2539,AIY,OLL,0.0,0.0,2040.0,77824.0,0.0,0.0,0.0,0.0,0.0,2,39932.0
2540,AIY,OLQ,0.0,0.0,26160.0,0.0,0.0,0.0,66360.0,4730.0,0.0,3,32416.666666666668
2541,AIY,PVC,131.0,2912.0,86160.0,333824.0,45960.0,0.0,5400.0,8785.0,72240.0,8,69426.5
2542,AIY,PVQ,0.0,2338.0,84600.0,9984.0,15240.0,123120.0,26640.0,184504.0,180960.0,8,78423.25
2543,AIY,RIA,31531.0,52166.0,1069680.0,1608448.0,954720.0,1177560.0,3761160.0,4227378.0,3148800.0,9,1781271.4444444445
2544,AIY,RIB,62890.0,86805.0,1593360.0,2270976.0,1518000.0,3171480.0,5053680.0,6276187.0,8369040.0,9,3155824.222222222
2545,AIY,RIF,49.0,7266.0,159600.0,274176.0,262320.0,66840.0,489240.0,479846.0,207600.0,9,216326.33333333334
2546,AIY,RIG,16.0,1764.0,190560.0,0.0,170280.0,0.0,26520.0,337243.0,0.0,6,121063.83333333333
2547,AIY,RIH,22305.0,31793.0,546960.0,1015040.0,610560.0,372840.0,1893720.0,2386052.0,1390560.0,9,918870.0
2548,AIY,RIM,2022.0,7210.0,284520.0,307712.0,549720.0,119040.0,1161000.0,1170216.0,1063680.0,9,518346.6666666667
2549,AIY,RIR,20111.0,10155.0,236280.0,649728.0,544680.0,132120.0,994680.0,2076855.0,1614480.0,9,697676.5555555555
2550,AIY,RIS,296.0,1162.0,706320.0,480768.0,1051200.0,538200.0,1319280.0,1766645.0,2781600.0,9,960607.8888888889
2551,AIY,RIV,0.0,44.0,43200.0,101888.0,90000.0,50280.0,35520.0,0.0,71760.0,7,56098.857142857145
2552,AIY,SIBD,6989.0,1564.0,248400.0,440832.0,324000.0,112080.0,393240.0,631233.0,466320.0,9,291628.6666666667
2553,AIY,SMB,2929.0,18400.0,296760.0,651264.0,422160.0,224400.0,1458600.0,779242.0,1953360.0,9,645235.0
2554,AIY,URX,2418.0,1792.0,165360.0,221440.0,239640.0,317760.0,319560.0,450109.0,714960.0,9,270337.6666666667
2555,AIY,URY,0.0,0.0,34680.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34680.0
2556,AIY,AVD,0.0,0.0,0.0,50176.0,0.0,55560.0,0.0,0.0,68880.0,3,58205.333333333336
2557,AIY,AVE,0.0,1504.0,0.0,5888.0,0.0,0.0,252120.0,0.0,344640.0,4,151038.0
2558,AIY,RME,0.0,788.0,0.0,41216.0,1440.0,74160.0,375480.0,0.0,770880.0,6,210660.66666666666
2559,AIY,BDU,0.0,288.0,0.0,0.0,1080.0,0.0,0.0,0.0,85680.0,3,29016.0
2560,AIY,PVP,0.0,0.0,0.0,0.0,6120.0,0.0,18120.0,337.0,0.0,3,8192.333333333334
2561,AIY,AVK,0.0,26736.0,0.0,0.0,0.0,63000.0,224760.0,0.0,964080.0,4,319644.0
2562,AIY,DB,0.0,0.0,0.0,0.0,0.0,428040.0,0.0,0.0,0.0,1,428040.0
2563,AIY,DVA,187.0,350.0,0.0,0.0,0.0,600.0,58680.0,0.0,0.0,4,14954.25
2564,AIY,RMH,0.0,0.0,0.0,0.0,0.0,9600.0,0.0,0.0,0.0,1,9600.0
2565,AIY,SIA,0.0,13858.0,0.0,0.0,0.0,37080.0,406200.0,0.0,257280.0,4,178604.5
2566,AIY,AQR,3488.0,0.0,0.0,0.0,0.0,0.0,71520.0,56770.0,86640.0,4,54604.5
2567,AIY,AVA,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,1,3120.0
2568,AIY,AVM,0.0,2448.0,0.0,0.0,0.0,0.0,91440.0,503838.0,88320.0,4,171511.5
2569,AIY,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,1,1800.0
2570,AIY,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47040.0,1,47040.0
2571,AIY,RMG,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,46560.0,2,23460.0
2572,AIY,HSN,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47.0
2573,AIY,RMF,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,373.0
2574,AIY,SIBV,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,408.0
2575,ASG,ASH,0.0,9304.0,480.0,0.0,5280.0,3000.0,82080.0,377793.0,180720.0,7,94093.85714285714
2576,ASG,ASI,38471.0,41243.0,197160.0,1243904.0,344040.0,1485600.0,2132160.0,3011204.0,6507600.0,9,1666820.2222222222
2577,ASG,ASJ,1306.0,4913.0,209640.0,325120.0,194280.0,329040.0,263400.0,313251.0,1602720.0,9,360407.77777777775
2578,ASG,ASK,436.0,3995.0,20640.0,42752.0,19680.0,56040.0,328440.0,242288.0,401760.0,9,124003.44444444444
2579,ASG,AUA,0.0,534.0,1680.0,0.0,0.0,0.0,0.0,3041.0,0.0,3,1751.6666666666667
2580,ASG,AVB,0.0,8234.0,5640.0,0.0,44040.0,11520.0,12360.0,105768.0,240.0,7,26828.85714285714
2581,ASG,AWA,17.0,18510.0,268680.0,178176.0,210240.0,419280.0,849720.0,905286.0,1525920.0,9,486203.22222222225
2582,ASG,AWC,25754.0,47444.0,411720.0,1585152.0,1043280.0,1346640.0,2118000.0,5024531.0,7463280.0,9,2118422.3333333335
2583,ASG,CEPV,435.0,4035.0,77400.0,132352.0,109080.0,156480.0,303480.0,271011.0,552720.0,9,178554.77777777778
2584,ASG,DA,0.0,0.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3120.0
2585,ASG,PVQ,0.0,392.0,82800.0,2816.0,0.0,7800.0,0.0,0.0,105600.0,5,39881.6
2586,ASG,RIC,0.0,3484.0,90480.0,65280.0,30120.0,360840.0,405960.0,47984.0,1314720.0,8,289858.5
2587,ASG,RID,0.0,3218.0,10320.0,97792.0,0.0,0.0,0.0,30750.0,101520.0,5,48720.0
2588,ASG,SAA,0.0,0.0,193800.0,36608.0,150360.0,111480.0,180600.0,0.0,284160.0,6,159501.33333333334
2589,ASG,SAB,0.0,2928.0,138480.0,91648.0,92280.0,0.0,303360.0,177408.0,0.0,6,134350.66666666666
2590,ASG,AWB,0.0,1396.0,0.0,7936.0,0.0,20040.0,0.0,0.0,9840.0,4,9803.0
2591,ASG,excgl,0.0,0.0,0.0,1536.0,12480.0,41760.0,0.0,0.0,0.0,3,18592.0
2592,ASG,AVF,0.0,0.0,0.0,0.0,0.0,38160.0,0.0,0.0,0.0,1,38160.0
2593,ASG,BAG,0.0,0.0,0.0,0.0,0.0,3240.0,0.0,62852.0,25200.0,3,30430.666666666668
2594,ASG,RIB,0.0,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,1,3120.0
2595,ASG,SIBV,0.0,880.0,0.0,0.0,0.0,82440.0,0.0,63866.0,6240.0,4,38356.5
2596,ASG,SMB,0.0,5688.0,0.0,0.0,0.0,341880.0,341520.0,100699.0,885360.0,5,335029.4
2597,ASG,SMD,0.0,0.0,0.0,0.0,0.0,4800.0,85920.0,0.0,6000.0,3,32240.0
2598,ASG,VA,0.0,0.0,0.0,0.0,0.0,31200.0,110160.0,0.0,0.0,2,70680.0
2599,ASG,VB,0.0,0.0,0.0,0.0,0.0,80040.0,370920.0,0.0,0.0,2,225480.0
2600,ASG,AVA,0.0,1503.0,0.0,0.0,0.0,0.0,0.0,6420.0,0.0,2,3961.5
2601,ASG,AVJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,1,1920.0
2602,ASG,DVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.0,1,4080.0
2603,ASG,HSN,0.0,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,73920.0,2,37594.0
2604,ASG,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240240.0,1,240240.0
2605,ASG,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,1,1680.0
2606,ASG,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74880.0,1,74880.0
2607,ASG,SIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,1,2880.0
2608,ASG,RIF,0.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1204.0
2609,ASG,RIR,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,410.0
2610,ASG,RIS,0.0,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1248.0
2611,ASG,RME,0.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1170.0
2612,ASG,URX,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189.0
2613,ASG,VB02,0.0,1708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1708.0
2614,AWC,AWC,75414.0,49032.0,991680.0,2196224.0,1773120.0,2341920.0,4723920.0,4703508.0,11243520.0,9,3122037.5555555555
2615,AWC,BAG,14524.0,18.0,64680.0,285952.0,458880.0,1822320.0,701640.0,2950715.0,6926400.0,9,1469458.7777777778
2616,AWC,CEPD,0.0,31.0,40800.0,0.0,49320.0,6720.0,0.0,0.0,1200.0,5,19614.2
2617,AWC,CEPV,2133.0,2417.0,130440.0,379904.0,215640.0,58320.0,287280.0,590682.0,380400.0,9,227468.44444444444
2618,AWC,IL1,1511.0,2922.0,305040.0,271616.0,53280.0,234960.0,330840.0,259858.0,420000.0,9,208891.88888888888
2619,AWC,IL2,1692.0,1894.0,183000.0,229632.0,75840.0,241560.0,376680.0,515324.0,736320.0,9,262438.0
2620,AWC,OLL,1210.0,1963.0,77040.0,52480.0,20880.0,80040.0,219600.0,297705.0,480960.0,9,136875.33333333334
2621,AWC,OLQ,258.0,589.0,147000.0,94208.0,91320.0,77520.0,178920.0,278782.0,364800.0,9,137044.11111111112
2622,AWC,RIA,2080.0,4403.0,39360.0,129536.0,15960.0,33960.0,96240.0,81775.0,3840.0,9,45239.333333333336
2623,AWC,RIB,1732.0,11010.0,52320.0,270336.0,126120.0,150240.0,399480.0,268983.0,826560.0,9,234086.77777777778
2624,AWC,RID,0.0,3331.0,9000.0,0.0,0.0,0.0,256080.0,0.0,52080.0,4,80122.75
2625,AWC,RIM,0.0,15128.0,102360.0,301824.0,216120.0,85560.0,123720.0,552499.0,258720.0,8,206991.375
2626,AWC,RIV,74.0,1308.0,10560.0,8192.0,4680.0,0.0,28200.0,0.0,0.0,6,8835.666666666666
2627,AWC,SAA,22.0,1549.0,97800.0,93952.0,11880.0,11640.0,5760.0,86843.0,0.0,8,38680.75
2628,AWC,SIBD,0.0,0.0,307440.0,498944.0,268440.0,148080.0,464400.0,697128.0,939600.0,7,474861.71428571426
2629,AWC,SMD,0.0,1088.0,17760.0,1536.0,600.0,0.0,0.0,0.0,0.0,4,5246.0
2630,AWC,URB,0.0,0.0,27600.0,0.0,0.0,22320.0,3360.0,7434.0,56880.0,5,23518.8
2631,AWC,URX,23.0,275.0,23160.0,0.0,0.0,28080.0,0.0,0.0,0.0,4,12884.5
2632,AWC,URY,273.0,471.0,94560.0,64256.0,18360.0,79560.0,126600.0,94954.0,282000.0,9,84559.33333333333
2633,AWC,URA,0.0,0.0,0.0,1024.0,0.0,20160.0,0.0,20950.0,12480.0,4,13653.5
2634,AWC,DB,0.0,0.0,0.0,0.0,34680.0,0.0,82080.0,0.0,0.0,2,58380.0
2635,AWC,PVQ,0.0,1.0,0.0,0.0,480.0,480.0,1800.0,0.0,0.0,4,690.25
2636,AWC,RIF,0.0,0.0,0.0,0.0,0.0,20160.0,0.0,0.0,0.0,1,20160.0
2637,AWC,RME,0.0,0.0,0.0,0.0,0.0,72720.0,0.0,0.0,0.0,1,72720.0
2638,AWC,VA,0.0,0.0,0.0,0.0,0.0,39120.0,0.0,0.0,0.0,1,39120.0
2639,AWC,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1,6000.0
2640,AWC,RMF,0.0,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,1897440.0,2,949400.5
2641,AWC,RIR,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,114.0
2642,AWC,RMDV,0.0,3299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3299.0
2643,AWC,SAB,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,598.0
2644,BAG,BAG,20517.0,25648.0,895200.0,2147584.0,916560.0,1221360.0,2388840.0,2058270.0,5107200.0,9,1642353.2222222222
2645,BAG,CEPD,325.0,1332.0,18000.0,89600.0,0.0,960.0,0.0,118272.0,4560.0,7,33292.71428571428
2646,BAG,CEPV,4569.0,4832.0,261840.0,676352.0,400080.0,235920.0,1027440.0,1179678.0,1331760.0,9,569163.4444444445
2647,BAG,DVA,2898.0,5459.0,337800.0,279296.0,165000.0,311280.0,504960.0,435578.0,1118400.0,9,351185.6666666667
2648,BAG,DVC,556.0,7879.0,73200.0,189696.0,132960.0,78120.0,454320.0,45619.0,373920.0,9,150696.66666666666
2649,BAG,IL1,2600.0,5190.0,214200.0,377856.0,255960.0,99960.0,303600.0,390971.0,613440.0,9,251530.77777777778
2650,BAG,IL2,4422.0,4244.0,231720.0,318720.0,478320.0,133320.0,572760.0,584935.0,423840.0,9,305809.0
2651,BAG,OLL,36.0,1186.0,4320.0,0.0,0.0,0.0,0.0,57784.0,58800.0,5,24425.2
2652,BAG,OLQ,767.0,33671.0,285720.0,427776.0,247680.0,198840.0,287040.0,728890.0,552720.0,9,307011.55555555556
2653,BAG,PVP,0.0,116.0,87720.0,329472.0,288960.0,3480.0,44520.0,114554.0,2880.0,8,108962.75
2654,BAG,PVT,774.0,7764.0,111120.0,0.0,73320.0,0.0,0.0,49674.0,0.0,5,48530.4
2655,BAG,RIA,41989.0,51048.0,1016520.0,2084864.0,2178240.0,2396400.0,4643880.0,5079274.0,9799440.0,9,3032406.111111111
2656,BAG,RIB,67742.0,108294.0,2739120.0,3488256.0,2850120.0,4213320.0,6513000.0,10402528.0,14733600.0,9,5012886.666666667
2657,BAG,RID,14708.0,10469.0,492000.0,900864.0,500880.0,850800.0,1120080.0,2194114.0,5102160.0,9,1242897.2222222222
2658,BAG,RIG,11859.0,18076.0,1390200.0,2333952.0,1551960.0,1733520.0,3983280.0,3188273.0,6428400.0,9,2293280.0
2659,BAG,RIH,3568.0,11039.0,222360.0,407552.0,443400.0,6240.0,1006680.0,3586344.0,777840.0,9,718335.8888888889
2660,BAG,RIM,193.0,1654.0,663360.0,224512.0,549360.0,124080.0,100920.0,421385.0,110400.0,9,243984.88888888888
2661,BAG,RIR,11404.0,9879.0,566880.0,1182720.0,860040.0,709560.0,1390560.0,1782189.0,2752080.0,9,1029479.1111111111
2662,BAG,RIS,0.0,8687.0,7080.0,0.0,0.0,0.0,0.0,337.0,32160.0,4,12066.0
2663,BAG,RIV,4548.0,7539.0,224880.0,429312.0,159960.0,274320.0,368400.0,564662.0,559200.0,9,288091.22222222225
2664,BAG,RMDV,5644.0,11077.0,245760.0,0.0,10800.0,6360.0,0.0,446054.0,248160.0,7,139122.14285714287
2665,BAG,RME,2098.0,17097.0,157440.0,147968.0,152880.0,41040.0,322440.0,0.0,26400.0,8,108420.375
2666,BAG,SAA,2060.0,8897.0,372720.0,238592.0,295440.0,297720.0,89160.0,246342.0,814560.0,9,262832.3333333333
2667,BAG,SIA,461.0,801.0,6480.0,0.0,0.0,600.0,40800.0,16558.0,104400.0,7,24300.0
2668,BAG,SIBD,697.0,2550.0,158760.0,98560.0,168720.0,189840.0,153480.0,138208.0,790800.0,9,189068.33333333334
2669,BAG,SIBV,3778.0,3635.0,351360.0,369920.0,75120.0,431040.0,346440.0,454838.0,607200.0,9,293703.44444444444
2670,BAG,SMB,0.0,64.0,13680.0,0.0,0.0,0.0,0.0,23654.0,0.0,3,12466.0
2671,BAG,SMD,4136.0,7743.0,150240.0,146176.0,178920.0,216600.0,260520.0,347042.0,697440.0,9,223201.88888888888
2672,BAG,URA,1697.0,1827.0,108960.0,231168.0,101160.0,35400.0,159240.0,123678.0,48960.0,9,90232.22222222222
2673,BAG,URX,2225.0,3179.0,113520.0,142592.0,86040.0,173640.0,434880.0,255804.0,808320.0,9,224466.66666666666
2674,BAG,URY,579.0,14464.0,438480.0,326656.0,245280.0,204600.0,170280.0,37171.0,234480.0,9,185776.66666666666
2675,BAG,PVC,0.0,1963.0,0.0,7424.0,4200.0,0.0,18000.0,47983.0,21840.0,6,16901.666666666668
2676,BAG,URB,0.0,271.0,0.0,0.0,4560.0,0.0,9480.0,0.0,0.0,3,4770.333333333333
2677,BAG,RIP,0.0,28976.0,0.0,0.0,0.0,14400.0,0.0,0.0,0.0,2,21688.0
2678,BAG,RMF,5.0,5635.0,0.0,0.0,0.0,0.0,0.0,1332079.0,4408560.0,4,1436569.75
2679,RIB,RIB,5480.0,2729.0,96720.0,243456.0,265320.0,181080.0,567360.0,437944.0,214080.0,9,223796.55555555556
2680,RIB,RID,1136.0,2214.0,25320.0,111872.0,543960.0,179520.0,78720.0,943809.0,1621440.0,9,389776.77777777775
2681,RIB,RIG,7328.0,5223.0,204960.0,325888.0,420000.0,305640.0,607920.0,620758.0,2016720.0,9,501604.1111111111
2682,RIB,RIH,23062.0,20914.0,81960.0,417280.0,413160.0,486240.0,1426560.0,1612891.0,2445600.0,9,769740.7777777778
2683,RIB,RIM,29989.0,42224.0,695160.0,1220096.0,1345560.0,2250360.0,3126120.0,3466044.0,6864720.0,9,2115585.888888889
2684,RIB,RIR,91.0,0.0,27600.0,0.0,31080.0,8760.0,6720.0,88196.0,0.0,6,27074.5
2685,RIB,RIS,35715.0,48253.0,2063160.0,3347712.0,2544960.0,3414720.0,3939480.0,4879225.0,12442560.0,9,3635087.222222222
2686,RIB,RIV,993.0,2256.0,52320.0,92928.0,85320.0,51360.0,121560.0,123340.0,378720.0,9,100977.44444444444
2687,RIB,RMD,5458.0,6503.0,187080.0,183040.0,202920.0,683400.0,416160.0,426116.0,2674800.0,9,531719.6666666666
2688,RIB,RMDV,344.0,966.0,227520.0,58624.0,0.0,55680.0,81720.0,75356.0,48720.0,8,68616.25
2689,RIB,RME,17287.0,50019.0,1594800.0,2307584.0,2085480.0,3938280.0,7831440.0,7707614.0,12219120.0,9,4194624.888888889
2690,RIB,SAA,1451.0,205.0,9120.0,38144.0,11880.0,22920.0,33840.0,0.0,1118160.0,8,154465.0
2691,RIB,SIA,5398.0,8888.0,164520.0,599808.0,461520.0,234000.0,848880.0,1062081.0,823680.0,9,467641.6666666667
2692,RIB,SIBD,6128.0,3511.0,363600.0,480512.0,358800.0,298200.0,1020120.0,1147913.0,2324160.0,9,666993.7777777778
2693,RIB,SIBV,3068.0,6401.0,247320.0,669440.0,435720.0,316320.0,973560.0,930292.0,1314960.0,9,544120.1111111111
2694,RIB,SMB,2.0,4228.0,9480.0,0.0,18240.0,2160.0,189960.0,40211.0,424320.0,8,86075.125
2695,RIB,SMD,29684.0,32767.0,1785600.0,2737664.0,2466240.0,2239680.0,5479680.0,5919341.0,7924560.0,9,3179468.4444444445
2696,RIB,URA,771.0,763.0,196320.0,433408.0,219360.0,105600.0,349320.0,449095.0,263280.0,9,224213.0
2697,RIB,URX,2468.0,1004.0,356760.0,425472.0,559320.0,438000.0,1701840.0,421385.0,1026960.0,9,548134.3333333334
2698,RIB,URY,60260.0,71292.0,1259760.0,2063616.0,1653000.0,1890360.0,3693480.0,5001889.0,9776400.0,9,2830006.3333333335
2699,RIB,URB,0.0,0.0,0.0,7424.0,0.0,0.0,4560.0,0.0,9120.0,3,7034.666666666667
2700,RIB,RMG,0.0,0.0,0.0,0.0,1320.0,56640.0,0.0,10475.0,34320.0,4,25688.75
2701,RIB,SAB,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,0.0,1,2880.0
