,pre,post,cel_jsh_nr_adj.csv' with 84 nodes and 1784 edges_weight,cel_n2u_nr_adj.csv' with 89 nodes and 2150 edges_weight,witvliet_dataset1_vol.csv' with 82 nodes and 1765 edges_weight,witvliet_dataset2_vol.csv' with 80 nodes and 1702 edges_weight,witvliet_dataset3_vol.csv' with 83 nodes and 1737 edges_weight,witvliet_dataset4_vol.csv' with 87 nodes and 2025 edges_weight,witvliet_dataset5_vol.csv' with 88 nodes and 2163 edges_weight,witvliet_dataset6_vol.csv' with 85 nodes and 1992 edges_weight,witvliet_dataset8_vol.csv' with 88 nodes and 2266 edges_weight,conserved,average_size
808,AUA,PVP,190.0,158.0,0.0,0.0,0.0,0.0,1680.0,0.0,106320.0,4,27087.0
809,AUA,RIF,0.0,0.0,0.0,0.0,0.0,0.0,14160.0,207820.0,0.0,2,110990.0
810,AUA,VA,0.0,0.0,0.0,0.0,0.0,0.0,159360.0,0.0,0.0,1,159360.0
811,AUA,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38184.0,0.0,1,38184.0
812,AUA,SAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32102.0,0.0,1,32102.0
813,AUA,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61920.0,1,61920.0
814,AVA,AVA,10399.0,13420.0,166920.0,538624.0,254520.0,244440.0,609720.0,1309440.0,1956240.0,9,567080.3333333334
815,AVA,AVB,27162.0,37313.0,561120.0,1071360.0,781200.0,936960.0,2346120.0,4707224.0,6903600.0,9,1930228.7777777778
816,AVA,AVD,12149.0,35339.0,566640.0,717056.0,432480.0,644760.0,1346400.0,875886.0,3247440.0,9,875350.0
817,AVA,AVE,2704.0,32245.0,72000.0,80384.0,163320.0,229440.0,462240.0,221337.0,1794000.0,9,339741.1111111111
818,AVA,AVH,12471.0,29631.0,30000.0,342016.0,721800.0,1240440.0,1433880.0,1186436.0,4097760.0,9,1010492.6666666666
819,AVA,AVJ,7214.0,7844.0,328680.0,134144.0,318360.0,396600.0,531120.0,267631.0,1909680.0,9,433474.77777777775
820,AVA,AVK,2644.0,24952.0,199800.0,335104.0,720000.0,825960.0,2206680.0,617379.0,1641120.0,9,730404.3333333334
821,AVA,AWA,0.0,0.0,19200.0,0.0,0.0,0.0,35520.0,0.0,8640.0,3,21120.0
822,AVA,AWB,0.0,686.0,24720.0,125952.0,58920.0,2400.0,44160.0,40211.0,265440.0,8,70311.125
823,AVA,AWC,2834.0,10892.0,6840.0,97536.0,0.0,0.0,18960.0,1041805.0,2640.0,7,168786.7142857143
824,AVA,BAG,20895.0,26900.0,422040.0,713216.0,391200.0,662880.0,2319720.0,2801355.0,4555440.0,9,1323738.4444444445
825,AVA,DVA,6165.0,15004.0,223680.0,273664.0,353280.0,764280.0,475440.0,1055999.0,1646880.0,9,534932.4444444445
826,AVA,DVC,12734.0,38752.0,666600.0,901120.0,610800.0,638280.0,1630440.0,2044077.0,4264560.0,9,1200818.111111111
827,AVA,FLP,37720.0,81316.0,548880.0,900096.0,1234560.0,346560.0,3630360.0,3655954.0,7132080.0,9,1951947.3333333333
828,AVA,OLQ,271.0,397.0,90840.0,8192.0,61080.0,1320.0,79800.0,29398.0,337440.0,9,67637.55555555556
829,AVA,PVC,32407.0,35880.0,206760.0,155648.0,685200.0,870240.0,2345760.0,4161821.0,4077840.0,9,1396839.5555555555
830,AVA,PVP,8103.0,28978.0,518520.0,1164032.0,685680.0,605160.0,1738440.0,1847745.0,2897280.0,9,1054882.0
831,AVA,PVQ,0.0,11948.0,18240.0,58624.0,0.0,78000.0,129120.0,253101.0,256080.0,7,115016.14285714286
832,AVA,PVR,0.0,0.0,11400.0,0.0,42000.0,0.0,21720.0,0.0,147360.0,4,55620.0
833,AVA,RIA,33666.0,43116.0,384120.0,1436416.0,1312560.0,1049040.0,2547240.0,4456149.0,3166080.0,9,1603154.111111111
834,AVA,RIB,10029.0,3560.0,273120.0,496384.0,100080.0,447840.0,591960.0,870818.0,2476560.0,9,585594.5555555555
835,AVA,RIC,42767.0,46581.0,1436760.0,2423552.0,1654080.0,1078560.0,4069080.0,6799286.0,7954320.0,9,2833887.3333333335
836,AVA,RID,7185.0,3367.0,381000.0,201728.0,190200.0,279360.0,1009560.0,381849.0,1496640.0,9,438987.6666666667
837,AVA,RIG,406.0,11699.0,19200.0,94720.0,20880.0,50040.0,1039200.0,103740.0,2136240.0,9,386236.1111111111
838,AVA,RIH,0.0,0.0,27600.0,475392.0,56040.0,0.0,4200.0,497417.0,86160.0,6,191134.83333333334
839,AVA,RIM,76391.0,59014.0,1891440.0,2695168.0,2159760.0,3339720.0,6174000.0,6723930.0,15439440.0,9,4284318.111111111
840,AVA,RIR,0.0,4908.0,69120.0,91136.0,142080.0,5280.0,606480.0,80762.0,1113600.0,8,264170.75
841,AVA,RIS,0.0,2374.0,32280.0,0.0,0.0,0.0,23160.0,19260.0,0.0,4,19268.5
842,AVA,RIV,15399.0,15898.0,674400.0,1142272.0,656400.0,815880.0,1540080.0,1345933.0,2738880.0,9,993904.6666666666
843,AVA,RMD,1561.0,27525.0,127560.0,493056.0,57960.0,212400.0,61560.0,47984.0,524160.0,9,172640.66666666666
844,AVA,RMDD,1077.0,717.0,323280.0,272640.0,83520.0,39240.0,408720.0,349069.0,0.0,8,184782.875
845,AVA,RMDV,11426.0,43842.0,463080.0,243200.0,196920.0,336720.0,304920.0,507893.0,1367520.0,9,386169.0
846,AVA,RMG,6919.0,8196.0,47520.0,78592.0,36840.0,670200.0,564120.0,1273957.0,1830000.0,9,501816.0
847,AVA,SAA,113714.0,118603.0,3157560.0,6002688.0,3765840.0,5315640.0,11098320.0,10615753.0,19071360.0,9,6584386.444444444
848,AVA,SIA,17953.0,13280.0,413520.0,675584.0,357960.0,1076760.0,1125120.0,1235096.0,7256400.0,9,1352408.111111111
849,AVA,SIBD,12561.0,6377.0,239520.0,202496.0,194160.0,391920.0,561240.0,329470.0,3095760.0,9,559278.2222222222
850,AVA,SIBV,4331.0,6310.0,38280.0,301312.0,19560.0,358080.0,50400.0,201062.0,209040.0,9,132041.66666666666
851,AVA,SMB,21323.0,14585.0,176400.0,356864.0,123720.0,428640.0,462600.0,822157.0,3998640.0,9,711658.7777777778
852,AVA,SMD,77455.0,68708.0,1883040.0,3335168.0,3054240.0,3189240.0,6609000.0,8374669.0,13342080.0,9,4437066.666666667
853,AVA,URB,2.0,11.0,3240.0,123648.0,15600.0,45600.0,2160.0,0.0,154320.0,8,43072.625
854,AVA,URX,461.0,3530.0,11640.0,136192.0,240.0,76680.0,33240.0,6419.0,40560.0,9,34329.11111111111
855,AVA,URY,7566.0,9287.0,117360.0,283392.0,186720.0,257760.0,869880.0,729229.0,1444320.0,9,433946.0
856,AVA,BWM,0.0,0.0,0.0,186112.0,4320.0,0.0,0.0,0.0,4320.0,3,64917.333333333336
857,AVA,CEPD,0.0,0.0,0.0,66816.0,142080.0,2040.0,284760.0,56432.0,222000.0,6,129021.33333333333
858,AVA,IL1,0.0,658.0,0.0,165120.0,3960.0,46080.0,84720.0,127057.0,140160.0,7,81107.85714285714
859,AVA,IL2,0.0,0.0,0.0,256.0,47280.0,2880.0,80880.0,41226.0,272640.0,6,74193.66666666667
860,AVA,OLL,3577.0,1292.0,0.0,19456.0,0.0,0.0,17280.0,31088.0,480.0,6,12195.5
861,AVA,RIF,0.0,8816.0,0.0,5632.0,0.0,134400.0,5520.0,0.0,1117440.0,5,254361.6
862,AVA,URA,0.0,0.0,0.0,21504.0,21120.0,6240.0,78720.0,0.0,112800.0,5,48076.8
863,AVA,AVL,774.0,0.0,0.0,0.0,409680.0,96720.0,2880.0,14530.0,0.0,5,104916.8
864,AVA,Fragment2,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,1,15000.0
865,AVA,AVF,0.0,5145.0,0.0,0.0,0.0,35280.0,372840.0,0.0,1810560.0,4,555956.25
866,AVA,PVT,0.0,46.0,0.0,0.0,0.0,166200.0,292080.0,52715.0,1108560.0,5,323920.2
867,AVA,RMH,24296.0,29869.0,0.0,0.0,0.0,1856640.0,2140920.0,1821387.0,3083280.0,6,1492732.0
868,AVA,SDQ,11270.0,14231.0,0.0,0.0,0.0,32280.0,558360.0,3304856.0,3823920.0,6,1290819.5
869,AVA,VA,0.0,0.0,0.0,0.0,0.0,142080.0,0.0,0.0,0.0,1,142080.0
870,AVA,excgl,0.0,0.0,0.0,0.0,0.0,15000.0,2280.0,0.0,0.0,2,8640.0
871,AVA,AVM,2.0,0.0,0.0,0.0,0.0,0.0,138600.0,0.0,0.0,2,69301.0
872,AVA,BDU,0.0,1158.0,0.0,0.0,0.0,0.0,9600.0,0.0,571200.0,3,193986.0
873,AVA,RIP,0.0,0.0,0.0,0.0,0.0,0.0,31440.0,0.0,29280.0,2,30360.0
874,AVA,RMF,20423.0,4687.0,0.0,0.0,0.0,0.0,3480.0,1413856.0,1243680.0,5,537225.2
875,AVA,VB,0.0,0.0,0.0,0.0,0.0,0.0,260040.0,0.0,0.0,1,260040.0
876,AVA,HSN,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,914880.0,2,457519.0
877,AVA,PLN,0.0,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,44400.0,2,22789.5
878,AVA,PVN,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,256080.0,2,128227.0
879,AVA,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95280.0,1,95280.0
880,AVA,RME,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,605.0
881,AVA,VB01,0.0,10676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10676.0
882,AVB,AVB,18592.0,11300.0,120720.0,544768.0,494760.0,211080.0,991200.0,855613.0,2813520.0,9,673505.8888888889
883,AVB,AVD,22660.0,70335.0,975360.0,1952256.0,582480.0,1445520.0,2948400.0,3417045.0,11302800.0,9,2524095.111111111
884,AVB,AVE,4493.0,37544.0,291000.0,760576.0,557040.0,789120.0,1759800.0,1709536.0,3986160.0,9,1099474.3333333333
885,AVB,AVH,47845.0,55269.0,1574400.0,2464000.0,1376040.0,1391880.0,3645360.0,3412652.0,10770480.0,9,2748658.4444444445
886,AVB,AVJ,79429.0,116408.0,1707120.0,3249920.0,2281680.0,2891760.0,7042800.0,5776403.0,16357680.0,9,4389244.444444444
887,AVB,AVK,755.0,20410.0,4800.0,259584.0,44280.0,384360.0,8760.0,695775.0,1951200.0,9,374436.0
888,AVB,AWA,0.0,8136.0,34320.0,243712.0,126000.0,88440.0,280920.0,671108.0,128160.0,8,197599.5
889,AVB,AWB,217.0,2166.0,128640.0,59392.0,13080.0,2640.0,0.0,18585.0,26400.0,8,31390.0
890,AVB,BAG,1972.0,2145.0,334080.0,451584.0,655440.0,539640.0,718680.0,71300.0,1474800.0,9,472182.3333333333
891,AVB,BDU,2277.0,9456.0,382080.0,403968.0,208320.0,375240.0,685080.0,490658.0,1638240.0,9,466146.55555555556
892,AVB,CEPV,275.0,158.0,52800.0,58624.0,14640.0,34320.0,301800.0,8785.0,390720.0,9,95791.33333333333
893,AVB,DB,0.0,0.0,122040.0,150784.0,87960.0,140760.0,162960.0,0.0,0.0,5,132900.8
894,AVB,DVA,20481.0,51158.0,1259400.0,1800704.0,1637880.0,1471320.0,2606400.0,2919966.0,6193200.0,9,1995612.111111111
895,AVB,FLP,606.0,18678.0,32640.0,76032.0,100800.0,589920.0,50880.0,1118851.0,730560.0,9,302107.44444444444
896,AVB,OLQ,820.0,133.0,33000.0,43520.0,53280.0,176280.0,78720.0,150036.0,284160.0,9,91105.44444444444
897,AVB,PVC,122540.0,204212.0,1098360.0,2522880.0,2366280.0,4313760.0,6390960.0,10099750.0,22778160.0,9,5544100.222222222
898,AVB,PVP,58016.0,106350.0,2906400.0,5055488.0,2915280.0,3102120.0,4751520.0,6007878.0,12141120.0,9,4116019.111111111
899,AVB,PVQ,528.0,97.0,154680.0,60160.0,0.0,0.0,28560.0,12503.0,38160.0,7,42098.28571428572
900,AVB,PVR,10702.0,15365.0,258720.0,650496.0,423720.0,662640.0,2321520.0,295679.0,4800960.0,9,1048866.888888889
901,AVB,RIB,8373.0,12646.0,316920.0,413696.0,535560.0,447960.0,1155960.0,1092494.0,1759920.0,9,638169.8888888889
902,AVB,RIC,3734.0,19507.0,120840.0,139008.0,128400.0,148560.0,531600.0,734637.0,2544960.0,9,485694.0
903,AVB,RID,11465.0,22236.0,404640.0,763648.0,462480.0,691920.0,1580880.0,2120109.0,3482880.0,9,1060028.6666666667
904,AVB,RIF,21192.0,51809.0,910080.0,1184512.0,1046400.0,970680.0,2257560.0,2892593.0,5514960.0,9,1649976.2222222222
905,AVB,RIG,14874.0,14536.0,421920.0,364800.0,433080.0,170400.0,472320.0,1979197.0,2289840.0,9,684551.8888888889
906,AVB,RIH,0.0,5334.0,720.0,0.0,88920.0,0.0,826440.0,30412.0,0.0,5,190365.2
907,AVB,RIM,32788.0,55769.0,609960.0,1214208.0,1060920.0,2160840.0,2817600.0,4095589.0,11649120.0,9,2632977.111111111
908,AVB,RIP,2487.0,7735.0,9480.0,0.0,21120.0,57120.0,603360.0,77383.0,1923840.0,8,337815.625
909,AVB,RIR,388.0,618.0,452280.0,133120.0,369240.0,30600.0,80760.0,127057.0,51360.0,9,138380.33333333334
910,AVB,RIS,0.0,4718.0,79080.0,247552.0,312600.0,441600.0,1624800.0,888729.0,2800320.0,8,799924.875
911,AVB,RIV,4434.0,14272.0,198840.0,494336.0,189840.0,582960.0,313320.0,339270.0,2329920.0,9,496354.6666666667
912,AVB,RME,0.0,1416.0,55560.0,135936.0,103200.0,0.0,154200.0,132464.0,663840.0,7,178088.0
913,AVB,RMG,5070.0,2730.0,153000.0,163840.0,150600.0,93600.0,560280.0,600144.0,1300560.0,9,336647.1111111111
914,AVB,SAA,0.0,5037.0,36720.0,137984.0,94680.0,139800.0,60000.0,37509.0,424560.0,8,117036.25
915,AVB,SIA,3230.0,3218.0,413520.0,612352.0,264840.0,101520.0,1075920.0,339946.0,4053840.0,9,763154.0
916,AVB,SIBD,6330.0,17898.0,217560.0,594688.0,208440.0,604440.0,583680.0,472073.0,2714880.0,9,602221.0
917,AVB,SIBV,7894.0,48730.0,227400.0,660224.0,449160.0,279840.0,2126160.0,2332997.0,4734480.0,9,1207431.6666666667
918,AVB,SMB,573.0,6494.0,101760.0,471296.0,318120.0,250440.0,1165080.0,441321.0,1888080.0,9,515907.1111111111
919,AVB,SMD,1361.0,4052.0,9240.0,43264.0,191040.0,27960.0,311280.0,45618.0,534720.0,9,129837.22222222222
920,AVB,URA,62.0,762.0,52200.0,56064.0,98640.0,70680.0,122640.0,124691.0,376800.0,9,100282.11111111111
921,AVB,URB,321.0,467.0,52560.0,5376.0,24000.0,69000.0,49320.0,0.0,199920.0,8,50120.5
922,AVB,URX,821.0,4713.0,36360.0,144384.0,225000.0,119280.0,84000.0,80423.0,135840.0,9,92313.44444444444
923,AVB,URY,965.0,4859.0,106440.0,132864.0,156960.0,173160.0,339720.0,460245.0,1423920.0,9,311014.77777777775
924,AVB,excgl,0.0,0.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2040.0
925,AVB,DVC,0.0,9586.0,0.0,20224.0,3720.0,0.0,3480.0,213565.0,640800.0,6,148562.5
926,AVB,IL1,387.0,540.0,0.0,28416.0,0.0,0.0,0.0,0.0,74880.0,4,26055.75
927,AVB,IL2,0.0,825.0,0.0,36352.0,0.0,37560.0,60960.0,0.0,84720.0,5,44083.4
928,AVB,AVL,0.0,5626.0,0.0,0.0,221640.0,5880.0,0.0,0.0,42240.0,4,68846.5
929,AVB,Fragment1,0.0,0.0,0.0,0.0,47400.0,0.0,0.0,0.0,0.0,1,47400.0
930,AVB,RIA,963.0,161.0,0.0,0.0,2400.0,1200.0,148680.0,0.0,162960.0,6,52727.333333333336
931,AVB,AVM,6027.0,14625.0,0.0,0.0,0.0,64080.0,522120.0,1983251.0,3398880.0,6,998163.8333333334
932,AVB,AWC,0.0,0.0,0.0,0.0,0.0,11160.0,0.0,0.0,0.0,1,11160.0
933,AVB,PVT,0.0,7688.0,0.0,0.0,0.0,4200.0,0.0,0.0,3600.0,3,5162.666666666667
934,AVB,RMH,0.0,10416.0,0.0,0.0,0.0,51120.0,0.0,80762.0,799440.0,4,235434.5
935,AVB,SDQ,17394.0,50660.0,0.0,0.0,0.0,110280.0,1865280.0,3858031.0,4395840.0,6,1716247.5
936,AVB,VB,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,1,720.0
937,AVB,AVF,15079.0,10694.0,0.0,0.0,0.0,0.0,748920.0,741395.0,1046400.0,5,512497.6
938,AVB,RMDV,0.0,1089.0,0.0,0.0,0.0,0.0,9000.0,102051.0,32640.0,4,36195.0
939,AVB,VA,0.0,0.0,0.0,0.0,0.0,0.0,81000.0,0.0,0.0,1,81000.0
940,AVB,RMF,2911.0,854.0,0.0,0.0,0.0,0.0,0.0,84479.0,557280.0,4,161381.0
941,AVB,SAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31764.0,0.0,1,31764.0
942,AVB,BWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,1,36000.0
943,AVB,CEPD,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14160.0,2,7217.0
944,AVB,HSN,2156.0,20316.0,0.0,0.0,0.0,0.0,0.0,0.0,1629840.0,3,550770.6666666666
945,AVB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,1,7200.0
946,AVB,PVN,3055.0,21050.0,0.0,0.0,0.0,0.0,0.0,0.0,1673520.0,3,565875.0
947,AVD,AVD,70.0,541.0,64200.0,131840.0,74280.0,63000.0,92640.0,141250.0,198240.0,9,85117.88888888889
948,AVD,AVE,21677.0,23243.0,457800.0,1233664.0,694560.0,355560.0,1428960.0,2027181.0,2678160.0,9,991200.5555555555
949,AVD,AVH,10094.0,34186.0,588000.0,997888.0,655080.0,811800.0,957360.0,909004.0,2931360.0,9,877196.8888888889
950,AVD,AVJ,38802.0,52110.0,886920.0,1398784.0,1340880.0,1582920.0,4409520.0,4387890.0,8186400.0,9,2476025.111111111
951,AVD,AVK,1644.0,0.0,44640.0,0.0,0.0,2400.0,6120.0,0.0,321360.0,5,75232.8
952,AVD,AWB,0.0,0.0,960.0,1024.0,0.0,0.0,0.0,0.0,0.0,2,992.0
953,AVD,AWC,0.0,0.0,14280.0,0.0,0.0,0.0,0.0,0.0,7200.0,2,10740.0
954,AVD,BAG,11045.0,23618.0,624240.0,1569792.0,672960.0,1561560.0,2132160.0,2025490.0,4566240.0,9,1465233.888888889
955,AVD,BDU,1265.0,15137.0,140520.0,507904.0,364560.0,203040.0,863280.0,985373.0,1729920.0,9,534555.4444444445
956,AVD,CEPD,1797.0,6002.0,118800.0,231936.0,104040.0,27600.0,273480.0,357857.0,130560.0,9,139119.11111111112
957,AVD,CEPV,0.0,2466.0,96960.0,125952.0,61200.0,69480.0,212280.0,133139.0,235920.0,8,117174.625
958,AVD,DVA,33402.0,35643.0,950160.0,1399296.0,958440.0,1206840.0,2250960.0,1485833.0,3414720.0,9,1303921.5555555555
959,AVD,DVC,0.0,0.0,13680.0,0.0,0.0,150840.0,32880.0,22640.0,56400.0,5,55288.0
960,AVD,FLP,4851.0,10802.0,311160.0,190976.0,102480.0,918960.0,442800.0,1376010.0,1203120.0,9,506795.44444444444
961,AVD,IL1,1326.0,1424.0,105840.0,149248.0,95400.0,34080.0,138840.0,195993.0,154560.0,9,97412.33333333333
962,AVD,IL2,1714.0,1188.0,45000.0,188416.0,64800.0,65640.0,153360.0,194979.0,216720.0,9,103535.22222222222
963,AVD,OLL,122.0,525.0,102840.0,95488.0,6600.0,106920.0,30480.0,53729.0,511920.0,9,100958.22222222222
964,AVD,OLQ,3900.0,3844.0,287040.0,282880.0,216600.0,275880.0,523920.0,552158.0,378960.0,9,280575.77777777775
965,AVD,PVC,43715.0,82031.0,307440.0,1324800.0,1009320.0,801720.0,2281320.0,4639640.0,5213520.0,9,1744834.0
966,AVD,PVP,5732.0,11502.0,658200.0,744704.0,389160.0,57720.0,6120.0,172001.0,813600.0,9,317637.6666666667
967,AVD,PVR,4848.0,11327.0,238320.0,581632.0,592560.0,198840.0,905040.0,228095.0,1426080.0,9,465193.55555555556
968,AVD,RIB,4738.0,1889.0,143880.0,281600.0,176760.0,117600.0,165840.0,214240.0,0.0,8,138318.375
969,AVD,RIC,10422.0,4730.0,434520.0,620544.0,656880.0,294960.0,741120.0,1855180.0,2057520.0,9,741764.0
970,AVD,RID,37359.0,29846.0,753120.0,1709312.0,478920.0,1025880.0,3038760.0,3233893.0,5953200.0,9,1806698.888888889
971,AVD,RIF,3580.0,7503.0,25800.0,196352.0,58080.0,205560.0,635760.0,201737.0,398160.0,9,192503.55555555556
972,AVD,RIG,1380.0,8639.0,134400.0,526848.0,175080.0,667800.0,152280.0,553849.0,3240720.0,9,606777.3333333334
973,AVD,RIH,0.0,524.0,150960.0,0.0,0.0,0.0,0.0,0.0,0.0,2,75742.0
974,AVD,RIM,7115.0,6642.0,113760.0,278784.0,179880.0,462240.0,339360.0,679555.0,2254320.0,9,480184.0
975,AVD,RIR,1264.0,2206.0,76800.0,66048.0,91080.0,35280.0,208200.0,0.0,113760.0,8,74329.75
976,AVD,RIV,1249.0,5915.0,107880.0,231424.0,312360.0,296760.0,71640.0,678880.0,1125600.0,9,314634.22222222225
977,AVD,RMDV,238.0,998.0,94680.0,35328.0,3120.0,48240.0,90960.0,104416.0,133200.0,9,56797.77777777778
978,AVD,RMG,3335.0,7808.0,27360.0,89088.0,22800.0,133200.0,382680.0,1094184.0,582240.0,9,260299.44444444444
979,AVD,SAA,3380.0,4107.0,296160.0,196352.0,240960.0,76320.0,239880.0,382523.0,401040.0,9,204524.66666666666
980,AVD,SIA,3207.0,12895.0,5400.0,253440.0,160680.0,66600.0,772560.0,784986.0,1372560.0,9,381369.77777777775
981,AVD,SIBD,1183.0,8664.0,94800.0,268800.0,221520.0,330600.0,604920.0,981656.0,2309760.0,9,535767.0
982,AVD,SIBV,16987.0,39144.0,473040.0,1140736.0,673800.0,731400.0,1286760.0,1550713.0,4489680.0,9,1155806.6666666667
983,AVD,SMB,5306.0,6760.0,32520.0,235776.0,242520.0,58560.0,503640.0,127395.0,891360.0,9,233759.66666666666
984,AVD,SMD,999.0,1648.0,182400.0,463616.0,89760.0,241680.0,611040.0,258507.0,608400.0,9,273116.6666666667
985,AVD,URA,414.0,334.0,105480.0,79104.0,61440.0,14400.0,175560.0,130774.0,2880.0,9,63376.22222222222
986,AVD,URB,9601.0,6136.0,284160.0,550144.0,425520.0,242760.0,885120.0,626840.0,2596800.0,9,625231.2222222222
987,AVD,URX,2206.0,4672.0,29400.0,156928.0,108720.0,16080.0,660720.0,248369.0,175200.0,9,155810.55555555556
988,AVD,URY,4426.0,8446.0,471840.0,505856.0,312840.0,323880.0,501840.0,551145.0,1269600.0,9,438874.77777777775
989,AVD,excgl,0.0,0.0,9720.0,5120.0,18480.0,2040.0,166440.0,0.0,0.0,5,40360.0
990,AVD,PVQ,0.0,49.0,0.0,106240.0,14160.0,9840.0,359640.0,19937.0,283920.0,7,113398.0
991,AVD,RME,1141.0,0.0,0.0,12032.0,0.0,20160.0,217080.0,0.0,0.0,4,62603.25
992,AVD,AVL,0.0,0.0,0.0,0.0,9360.0,0.0,0.0,0.0,0.0,1,9360.0
993,AVD,RIP,30.0,206.0,0.0,0.0,3480.0,0.0,85200.0,24668.0,0.0,5,22716.8
994,AVD,AVF,0.0,1273.0,0.0,0.0,0.0,33600.0,712920.0,46970.0,540960.0,5,267144.6
995,AVD,RMH,665.0,1033.0,0.0,0.0,0.0,50160.0,0.0,11151.0,0.0,4,15752.25
996,AVD,SDQ,3025.0,2260.0,0.0,0.0,0.0,52320.0,413400.0,281149.0,228480.0,6,163439.0
997,AVD,AVM,5980.0,22116.0,0.0,0.0,0.0,0.0,1227240.0,998553.0,2323920.0,5,915561.8
998,AVD,RIS,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,14530.0,0.0,2,8705.0
999,AVD,HSN,426.0,4576.0,0.0,0.0,0.0,0.0,0.0,0.0,97200.0,3,34067.333333333336
1000,AVD,PVN,312.0,10510.0,0.0,0.0,0.0,0.0,0.0,0.0,1503600.0,3,504807.3333333333
1001,AVD,PVT,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,2,1943.0
1002,AVD,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104400.0,1,104400.0
1003,AVD,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2571840.0,1,2571840.0
1004,AVD,RIA,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,230.0
1005,AVE,AVE,1305.0,844.0,27720.0,113920.0,75840.0,45840.0,132000.0,76032.0,304080.0,9,86397.88888888889
1006,AVE,AVH,0.0,0.0,69120.0,299264.0,4200.0,126960.0,289680.0,131450.0,349440.0,7,181444.85714285713
1007,AVE,AVJ,2131.0,2996.0,106080.0,142848.0,77520.0,118320.0,343080.0,201061.0,727920.0,9,191328.44444444444
1008,AVE,AVK,44425.0,67101.0,1332480.0,2620672.0,1823640.0,1593480.0,5752680.0,4665321.0,6195600.0,9,2677266.5555555555
1009,AVE,AVL,0.0,8726.0,3720.0,60672.0,199920.0,23160.0,33720.0,144291.0,57600.0,8,66476.125
1010,AVE,BAG,23289.0,34430.0,858840.0,1609984.0,1064160.0,2008080.0,3248880.0,3734691.0,5714160.0,9,2032946.0
1011,AVE,BDU,1383.0,338.0,16440.0,0.0,0.0,0.0,13080.0,3041.0,183840.0,6,36353.666666666664
1012,AVE,CAN,0.0,0.0,5280.0,0.0,39480.0,39960.0,0.0,163215.0,0.0,4,61983.75
1013,AVE,CEPD,10346.0,25264.0,219360.0,778496.0,692400.0,690720.0,958920.0,1583829.0,3499200.0,9,939837.2222222222
1014,AVE,CEPV,14317.0,16771.0,441480.0,630016.0,165120.0,845760.0,1209960.0,1299300.0,3757440.0,9,931129.3333333334
1015,AVE,DVA,18356.0,30174.0,434040.0,644608.0,686400.0,645240.0,1733040.0,3095009.0,4257360.0,9,1282691.888888889
1016,AVE,DVC,2456.0,5968.0,81600.0,222208.0,161880.0,276840.0,1130280.0,125706.0,1137360.0,9,349366.44444444444
1017,AVE,IL1,8575.0,8006.0,529680.0,856576.0,520440.0,248880.0,1289880.0,1445280.0,1423200.0,9,703390.7777777778
1018,AVE,IL2,3001.0,605.0,305760.0,316416.0,291480.0,296760.0,532200.0,557228.0,392640.0,9,299565.55555555556
1019,AVE,OLL,74628.0,58754.0,1602840.0,3379200.0,2545440.0,2966640.0,5348400.0,6502931.0,11041920.0,9,3724528.111111111
1020,AVE,OLQ,1606.0,804.0,436560.0,555520.0,264120.0,254040.0,642480.0,228093.0,604320.0,9,331949.22222222225
1021,AVE,PVC,7219.0,16275.0,245520.0,375808.0,211080.0,138720.0,515760.0,1307748.0,2517600.0,9,592858.8888888889
1022,AVE,PVP,219.0,9550.0,309960.0,258816.0,114960.0,269640.0,1460520.0,450109.0,695040.0,9,396534.8888888889
1023,AVE,PVQ,1448.0,1347.0,45960.0,20480.0,4920.0,0.0,16800.0,35143.0,0.0,7,18014.0
1024,AVE,RIA,3681.0,20368.0,80760.0,133120.0,58320.0,128760.0,264600.0,160511.0,505920.0,9,150671.11111111112
1025,AVE,RIB,46794.0,49434.0,1481160.0,3392512.0,1863720.0,1673640.0,5440320.0,6367763.0,7857600.0,9,3130327.0
