,pre,post,witvliet_2020_6_L3_chem.csv' with 80 nodes and 654 edges_weight,witvliet_2020_4_L1_chem.csv' with 76 nodes and 490 edges_weight,witvliet_2020_3_L1_chem.csv' with 72 nodes and 449 edges_weight,witvliet_2020_2_L1_chem.csv' with 72 nodes and 437 edges_weight,witvliet_2020_1_L1_chem.csv' with 71 nodes and 362 edges_weight,cel_white_1986_jsh_chem.csv' with 81 nodes and 646 edges_weight,cel_n2u_chemical.csv' with 84 nodes and 1246 edges_weight,witvliet_2020_7_ad_chem.csv' with 83 nodes and 988 edges_weight,witvliet_2020_8_ad_chem.csv' with 83 nodes and 961 edges_weight,pristi14_chem.csv' with 102 nodes and 1091 edges_weight,witvliet_2020_5_L2_chem.csv' with 79 nodes and 680 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
1751,BDU,AVM,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,4,2.0,4,0,no,no,no
1752,BDU,CEP,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,7,2.5714285714285716,6,1,no,no,yes
1753,BDU,IL1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1.5,1,1,no,no,yes
1754,BDU,RMG,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.6666666666666667,3,0,no,no,no
1755,BDU,SDQ,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,4,2.0,4,0,no,no,no
1756,BDU,URA,2.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,6,2.1666666666666665,6,0,no,no,no
1757,BDU,IL2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,1.0,4,0,no,no,no
1758,BDU,PVC,0.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,6,2.3333333333333335,6,0,no,no,no
1759,BDU,PVR,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,3.3333333333333335,2,1,no,no,yes
1760,BDU,RIF,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,6,2.0,5,1,no,no,yes
1761,BDU,SIB,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4,1.5,3,1,no,no,yes
1762,BDU,BDU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1763,BDU,GLR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1764,BDU,AVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1765,BDU,PVN,0.0,0.0,0.0,0.0,0.0,6.0,25.0,7.0,16.0,0.0,0.0,4,13.5,4,0,no,no,no
1766,BDU,RIM,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1767,BDU,ADA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
1768,BDU,AVA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
1769,BDU,HSN,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,3,3.3333333333333335,3,0,no,no,no
1770,BDU,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1771,BDU,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1772,BDU,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2,2.0,2,0,no,no,no
1773,BDU,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
1774,BDU,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1775,BDU,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1776,BDU,unk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1777,BDU,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
1778,BDU,URB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
1779,ALN,AVA,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,0.0,4,3.25,3,1,no,no,yes
1780,ALN,RIV,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,4,1.75,4,0,no,no,no
1781,ALN,SAA,8.0,0.0,0.0,0.0,0.0,10.0,18.0,21.0,19.0,11.0,3.0,7,12.857142857142858,6,1,no,no,yes
1782,ALN,SMB,5.0,0.0,0.0,0.0,0.0,6.0,11.0,8.0,8.0,4.0,2.0,7,6.285714285714286,6,1,no,no,yes
1783,ALN,SMD,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,1.0,5,2.8,5,0,no,no,no
1784,ALN,ADE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0,2,0,no,no,no
1785,ALN,RIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,1.0,4,0,no,no,no
1786,ALN,RIM,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,5.0,1,0,no,no,no
1787,ALN,RMD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1788,ALN,RMG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,4,1.5,3,1,no,no,yes
1789,ALN,RMH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0,2,0,no,no,no
1790,ALN,SIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1791,ALN,BWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0,2,0,no,no,no
1792,ALN,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1793,ALN,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1794,ALN,SIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1795,AQR,ADE,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.6666666666666667,3,0,no,no,no
1796,AQR,AVA,11.0,4.0,0.0,0.0,0.0,6.0,10.0,8.0,13.0,4.0,12.0,8,8.5,7,1,no,no,yes
1797,AQR,AVB,6.0,3.0,0.0,0.0,0.0,10.0,20.0,11.0,5.0,0.0,13.0,7,9.714285714285714,7,0,no,no,no
1798,AQR,AVD,1.0,2.0,0.0,0.0,0.0,2.0,6.0,2.0,3.0,0.0,1.0,7,2.4285714285714284,7,0,no,no,no
1799,AQR,BAG,5.0,0.0,0.0,0.0,0.0,8.0,13.0,8.0,11.0,0.0,3.0,6,8.0,6,0,no,no,no
1800,AQR,DVA,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,6.0,0.0,4,4.0,3,1,no,no,yes
1801,AQR,PVC,4.0,2.0,0.0,0.0,0.0,6.0,5.0,6.0,10.0,2.0,6.0,8,5.125,7,1,no,no,yes
1802,AQR,PVP,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,4,2.25,4,0,no,no,no
1803,AQR,RIA,5.0,1.0,0.0,0.0,0.0,3.0,12.0,10.0,17.0,3.0,2.0,8,6.625,7,1,no,no,yes
1804,AQR,RIR,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,9.0,4.0,1.0,8,2.75,7,1,no,no,yes
1805,AQR,ADA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1806,AQR,AIB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4,1.0,3,1,no,no,yes
1807,AQR,RIG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4,1.25,3,1,no,no,yes
1808,AQR,AVJ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
1809,AQR,URX,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2,3.0,1,1,no,no,yes
1810,AQR,AVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1811,AQR,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1812,AQR,AUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
1813,AQR,FLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
1814,AQR,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
1815,AQR,AVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1816,AQR,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1817,AQR,OLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1818,AQR,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1819,AQR,RIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1820,AQR,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1821,AQR,RIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1822,AQR,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1823,AQR,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1824,AQR,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
1825,ASI,AFD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4,1.25,4,0,no,no,no
1826,ASI,AIA,5.0,1.0,2.0,0.0,1.0,11.0,7.0,12.0,11.0,4.0,4.0,10,5.8,9,1,no,no,yes
1827,ASI,AIB,4.0,1.0,0.0,0.0,2.0,6.0,7.0,12.0,13.0,12.0,2.0,9,6.555555555555555,8,1,no,no,yes
1828,ASI,AIY,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,8.0,2.0,7,3.0,6,1,no,no,yes
1829,ASI,ASG,3.0,1.0,1.0,0.0,0.0,5.0,6.0,5.0,8.0,1.0,1.0,9,3.4444444444444446,8,1,no,no,yes
1830,ASI,ASK,2.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,6,2.0,5,1,no,no,yes
1831,ASI,AVA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1832,ASI,AWC,15.0,10.0,4.0,4.0,4.0,12.0,14.0,34.0,28.0,14.0,11.0,11,13.636363636363637,10,1,no,no,yes
1833,ASI,BAG,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,no
1834,ASI,CEP,9.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,15.0,0.0,8.0,10,4.9,10,0,no,yes,no
1835,ASI,IL1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1836,ASI,RIA,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3,2.3333333333333335,3,0,no,no,no
1837,ASI,ASE,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,1.0,1.0,6,3.0,5,1,no,no,yes
1838,ASI,ADL,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,4,3.5,3,1,no,no,yes
1839,ASI,AIN,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
1840,ASI,ADF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1841,ASI,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,2,8.0,1,1,no,no,yes
1842,ASI,ASH,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3,2.0,2,1,no,no,yes
1843,ASI,AWA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,4,2.5,3,1,no,no,yes
1844,ASI,RIB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1845,ASI,RMF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1846,ASI,SAA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1847,ASI,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2,1.5,1,1,no,no,yes
1848,ASI,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1849,ASI,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,6.0,0,1,yes,no,yes
1850,ASI,AMs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1851,ASI,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1852,ASI,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1853,ASI,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1854,ASI,AVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1855,ASI,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,7.0,0,1,yes,no,yes
1856,ASI,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1,14.0,0,1,yes,no,yes
1857,ASI,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1858,ASI,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1859,ASI,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1860,ASI,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1861,ASI,UK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1862,ASI,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1863,PVQ,ADA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1864,PVQ,ADL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3,2.3333333333333335,2,1,no,no,yes
1865,PVQ,AIA,20.0,10.0,6.0,11.0,7.0,16.0,26.0,18.0,18.0,2.0,13.0,11,13.363636363636363,10,1,no,no,yes
1866,PVQ,AIM,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,8,1.75,8,0,no,no,no
1867,PVQ,ASH,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,3,0,no,no,no
1868,PVQ,ASJ,1.0,3.0,2.0,1.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,9,2.3333333333333335,9,0,no,no,no
1869,PVQ,ASK,10.0,12.0,3.0,7.0,3.0,13.0,21.0,9.0,16.0,2.0,11.0,11,9.727272727272727,10,1,no,no,yes
1870,PVQ,AVF,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,5,2.8,5,0,no,no,no
1871,PVQ,CEP,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,8,1.5,8,0,no,no,no
1872,PVQ,RIF,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3,2.0,3,0,no,no,no
1873,PVQ,RMG,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3,1.6666666666666667,3,0,no,no,no
1874,PVQ,AWA,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,6,1.6666666666666667,6,0,no,no,no
1875,PVQ,AIB,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,2.5,1,1,no,no,yes
1876,PVQ,ALA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,no
1877,PVQ,ASE,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,4,1.5,4,0,no,no,no
1878,PVQ,AVB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0,2,0,no,no,no
1879,PVQ,HSN,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,5.0,4.0,0.0,4,5.75,3,1,no,no,yes
1880,PVQ,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1881,PVQ,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1882,PVQ,PVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1883,PVQ,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
1884,PVQ,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1885,PVQ,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,yes,no,yes
1886,AVM,ADA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1887,AVM,ADE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.5,2,0,no,no,no
1888,AVM,AVB,10.0,0.0,0.0,0.0,0.0,9.0,29.0,14.0,13.0,0.0,6.0,6,13.5,6,0,no,no,no
1889,AVM,AVD,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,6,1.8333333333333333,6,0,no,no,no
1890,AVM,AVE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1891,AVM,AVJ,4.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,1.0,6,3.0,6,0,no,no,no
1892,AVM,BDU,2.0,0.0,0.0,0.0,0.0,7.0,9.0,6.0,5.0,0.0,1.0,6,5.0,6,0,no,no,no
1893,AVM,PVC,6.0,0.0,0.0,0.0,0.0,7.0,36.0,13.0,16.0,0.0,2.0,6,13.333333333333334,6,0,no,no,no
1894,AVM,RIS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.5,2,0,no,no,no
1895,AVM,PVN,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,0.0,5,2.8,4,1,no,no,yes
1896,AVM,PVP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1.0,2,0,no,no,no
1897,AVM,AVH,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2,3.0,2,0,no,no,no
1898,AVM,RID,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
1899,AVM,SIB,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
1900,AVM,ALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2,1.5,1,1,no,no,yes
1901,AVM,FLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2,2.0,1,1,no,no,yes
1902,AVM,PVR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2,3.0,1,1,no,no,yes
1903,AVM,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1904,AVM,RME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1905,AVM,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1906,AVM,SAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1907,AVM,ant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,yes,no,yes
1908,AVM,hyp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1909,FLP,ADE,2.0,1.0,3.0,3.0,2.0,4.0,33.0,4.0,3.0,3.0,3.0,11,5.545454545454546,10,1,no,no,yes
1910,FLP,AIB,2.0,0.0,0.0,0.0,0.0,4.0,9.0,10.0,2.0,0.0,1.0,6,4.666666666666667,6,0,no,no,no
1911,FLP,AVA,16.0,1.0,9.0,6.0,1.0,24.0,104.0,38.0,30.0,0.0,13.0,10,24.2,10,0,no,yes,no
1912,FLP,AVB,5.0,4.0,2.0,1.0,0.0,9.0,76.0,11.0,6.0,8.0,1.0,10,12.3,9,1,no,no,yes
1913,FLP,AVD,3.0,4.0,0.0,1.0,1.0,13.0,58.0,6.0,8.0,7.0,5.0,10,10.6,9,1,no,no,yes
1914,FLP,AVE,4.0,2.0,1.0,0.0,0.0,5.0,48.0,6.0,8.0,8.0,0.0,8,10.25,7,1,no,no,yes
1915,FLP,FLP,2.0,3.0,4.0,1.0,0.0,3.0,14.0,3.0,4.0,1.0,7.0,10,4.2,9,1,no,no,yes
1916,FLP,PVC,2.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,8,1.875,8,0,no,no,no
1917,FLP,RIS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,1.0,3,0,no,no,no
1918,FLP,SDQ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,no
1919,FLP,AVJ,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,no
1920,FLP,AVL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1921,FLP,DVC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1922,FLP,ADA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,6,1.6666666666666667,5,1,no,no,yes
1923,FLP,AVK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1924,FLP,DVA,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,4,3.25,4,0,no,no,no
1925,FLP,RIG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1926,FLP,RMF,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1927,FLP,VB0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1928,FLP,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1929,FLP,RIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2,1.5,2,0,no,no,no
1930,FLP,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1931,FLP,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1932,FLP,RME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1933,FLP,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1934,FLP,RVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1935,FLP,SAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1936,FLP,VA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
