,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific
963,CEP,AVE,26.0,30.0,48.0,21.0,15.0,5,140.0,140.0,3,2,core
964,CEP,AVJ,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific
965,CEP,BDU,0.0,0.0,5.0,0.0,0.0,1,5.0,1.25,1,0,not specific
966,CEP,CEP,0.0,0.0,8.0,0.0,0.0,1,8.0,4.0,1,0,not specific
967,CEP,IL1,15.0,22.0,51.0,90.0,30.0,5,208.0,69.33333333333333,3,2,core
968,CEP,IL2,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific
969,CEP,OLL,31.0,45.0,44.0,11.0,3.0,5,134.0,134.0,3,2,core
970,CEP,OLQ,24.0,23.0,77.0,0.0,0.0,3,124.0,124.0,3,0,cel_specific
971,CEP,PLN,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific
972,CEP,PVR,2.0,3.0,0.0,0.0,0.0,2,5.0,5.0,2,0,not specific
973,CEP,RIA,0.0,1.0,3.0,18.0,2.0,4,24.0,4.8,2,2,not specific
974,CEP,RIB,4.0,4.0,9.0,0.0,0.0,3,17.0,4.25,3,0,cel_specific
975,CEP,RIC,32.0,32.0,113.0,81.0,95.0,5,353.0,353.0,3,2,core
976,CEP,RIF,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
977,CEP,RIH,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific
978,CEP,RIM,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
979,CEP,RIP,4.0,4.0,15.0,0.0,6.0,4,29.0,29.0,3,1,not specific
980,CEP,RIS,2.0,2.0,3.0,2.0,3.0,5,12.0,4.0,3,2,core
981,CEP,RIV,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
982,CEP,RMD,27.0,34.0,41.0,67.0,34.0,5,203.0,203.0,3,2,core
983,CEP,RMG,1.0,1.0,9.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific
984,CEP,RMH,19.0,15.0,47.0,1.0,0.0,4,82.0,82.0,3,1,not specific
985,CEP,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
986,CEP,SIA,3.0,5.0,17.0,0.0,0.0,3,25.0,,3,0,cel_specific
987,CEP,SIB,1.0,0.0,3.0,2.0,0.0,3,6.0,1.2,2,1,not specific
988,CEP,SMB,5.0,3.0,9.0,29.0,0.0,4,46.0,11.5,3,1,not specific
989,CEP,SMD,2.0,5.0,3.0,4.0,0.0,4,14.0,7.0,3,1,not specific
990,CEP,URA,11.0,7.0,20.0,3.0,0.0,4,41.0,41.0,3,1,not specific
991,CEP,URB,8.0,12.0,25.0,0.0,0.0,3,45.0,22.5,3,0,cel_specific
992,CEP,URX,8.0,6.0,4.0,2.0,0.0,4,20.0,20.0,3,1,not specific
993,CEP,URY,9.0,6.0,17.0,0.0,0.0,3,32.0,16.0,3,0,cel_specific
994,DBn,DBn,0.0,0.0,0.0,0.0,4.0,1,4.0,4.0,0,1,not specific
995,DVA,ADA,1.0,1.0,0.0,0.0,7.0,3,9.0,9.0,2,1,not specific
996,DVA,ADE,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
997,DVA,AIZ,7.0,4.0,8.0,2.0,0.0,4,21.0,7.0,3,1,not specific
998,DVA,AQR,4.0,4.0,6.0,0.0,0.0,3,14.0,7.0,3,0,cel_specific
999,DVA,AUA,8.0,5.0,12.0,0.0,0.0,3,25.0,6.25,3,0,cel_specific
1000,DVA,AVA,2.0,3.0,9.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific
1001,DVA,AVB,1.0,1.0,2.0,2.0,6.0,5,12.0,3.0,3,2,core
1002,DVA,AVD,0.0,1.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1003,DVA,AVE,23.0,14.0,36.0,33.0,20.0,5,126.0,25.2,3,2,core
1004,DVA,AVK,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific
1005,DVA,CEP,0.0,0.0,0.0,6.0,2.0,2,8.0,4.0,0,2,pristi_specific
1006,DVA,FLP,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1007,DVA,OLQ,0.0,2.0,0.0,2.0,0.0,2,4.0,4.0,1,1,not specific
1008,DVA,PVC,0.0,2.0,3.0,0.0,2.0,3,7.0,7.0,2,1,not specific
1009,DVA,PVP,1.0,0.0,3.0,0.0,7.0,3,11.0,5.5,2,1,not specific
1010,DVA,RIA,2.0,3.0,11.0,0.0,0.0,3,16.0,5.333333333333333,3,0,cel_specific
1011,DVA,RIB,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1012,DVA,RIC,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific
1013,DVA,RIH,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific
1014,DVA,RIM,1.0,1.0,5.0,2.0,0.0,4,9.0,3.0,3,1,not specific
1015,DVA,RIP,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1016,DVA,RIR,4.0,2.0,4.0,0.0,0.0,3,10.0,10.0,3,0,cel_specific
1017,DVA,RIV,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1018,DVA,RMF,1.0,0.0,0.0,0.0,4.0,2,5.0,1.6666666666666667,1,1,not specific
1019,DVA,SAA,0.0,0.0,9.0,0.0,0.0,1,9.0,9.0,1,0,not specific
1020,DVA,SAB,0.0,0.0,3.0,4.0,4.0,3,11.0,5.5,1,2,not specific
1021,DVA,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1022,DVA,SIA,2.0,0.0,0.0,2.0,0.0,2,4.0,2.0,1,1,not specific
1023,DVA,SIB,0.0,1.0,0.0,8.0,4.0,3,13.0,13.0,1,2,not specific
1024,DVA,SMB,6.0,6.0,23.0,0.0,0.0,3,35.0,8.75,3,0,cel_specific
1025,DVA,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1026,DVA,URX,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1027,DVA,URY,1.0,2.0,3.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific
1028,DVA,VBn,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1029,DVC,ADA,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1030,DVC,ADE,0.0,0.0,0.0,17.0,0.0,1,17.0,17.0,0,1,not specific
1031,DVC,AIB,16.0,12.0,6.0,26.0,26.0,5,86.0,86.0,3,2,core
1032,DVC,AIZ,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1033,DVC,AQR,0.0,1.0,0.0,15.0,0.0,2,16.0,16.0,1,1,not specific
1034,DVC,AVA,16.0,15.0,50.0,44.0,43.0,5,168.0,168.0,3,2,core
1035,DVC,AVB,0.0,0.0,1.0,0.0,7.0,2,8.0,4.0,1,1,not specific
1036,DVC,AVE,1.0,3.0,0.0,0.0,7.0,3,11.0,3.6666666666666665,2,1,not specific
1037,DVC,AVK,6.0,2.0,2.0,11.0,0.0,4,21.0,7.0,3,1,not specific
1038,DVC,AVL,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1039,DVC,CEP,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1040,DVC,DVC,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
1041,DVC,FLP,0.0,1.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific
1042,DVC,OLL,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific
1043,DVC,PVT,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific
1044,DVC,RIB,10.0,14.0,8.0,14.0,5.0,5,51.0,12.75,3,2,core
1045,DVC,RID,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1046,DVC,RIG,16.0,23.0,29.0,4.0,0.0,4,72.0,72.0,3,1,not specific
1047,DVC,RIH,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1048,DVC,RIM,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1049,DVC,RIV,1.0,1.0,2.0,0.0,0.0,3,4.0,1.3333333333333333,3,0,cel_specific
1050,DVC,RMF,15.0,10.0,23.0,0.0,0.0,3,48.0,16.0,3,0,cel_specific
1051,DVC,SAA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1052,DVC,SDQ,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific
1053,DVC,URA,0.0,0.0,1.0,4.0,0.0,2,5.0,1.6666666666666667,1,1,not specific
1054,DVC,URY,0.0,3.0,0.0,8.0,5.0,3,16.0,16.0,1,2,not specific
1055,FLP,ADA,2.0,1.0,2.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific
1056,FLP,ADE,4.0,3.0,33.0,0.0,0.0,3,40.0,20.0,3,0,cel_specific
1057,FLP,AIB,10.0,2.0,9.0,0.0,0.0,3,21.0,10.5,3,0,cel_specific
1058,FLP,AVA,38.0,30.0,104.0,0.0,0.0,3,172.0,172.0,3,0,cel_specific
1059,FLP,AVB,11.0,6.0,76.0,0.0,0.0,3,93.0,46.5,3,0,cel_specific
1060,FLP,AVD,6.0,8.0,58.0,0.0,0.0,3,72.0,72.0,3,0,cel_specific
1061,FLP,AVE,6.0,8.0,48.0,0.0,0.0,3,62.0,31.0,3,0,cel_specific
1062,FLP,AVJ,1.0,0.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific
1063,FLP,DVA,0.0,1.0,10.0,0.0,0.0,2,11.0,5.5,2,0,not specific
1064,FLP,FLP,3.0,4.0,14.0,0.0,0.0,3,21.0,21.0,3,0,cel_specific
1065,FLP,PVC,5.0,2.0,2.0,0.0,0.0,3,9.0,3.0,3,0,cel_specific
1066,FLP,PVP,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1067,FLP,RIH,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1068,FLP,RIS,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1069,FLP,SDQ,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1070,FLP,VBn,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1071,HSN,ADA,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
1072,HSN,ADL,1.0,1.0,2.0,15.0,0.0,4,19.0,19.0,3,1,not specific
1073,HSN,AIA,7.0,6.0,15.0,1.0,0.0,4,29.0,7.25,3,1,not specific
1074,HSN,AIB,0.0,0.0,2.0,34.0,0.0,2,36.0,18.0,1,1,not specific
1075,HSN,AIM,0.0,0.0,2.0,2.0,0.0,2,4.0,0.8,1,1,not specific
1076,HSN,AIZ,4.0,0.0,13.0,4.0,0.0,3,21.0,21.0,2,1,not specific
1077,HSN,ALM,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1078,HSN,AQR,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1079,HSN,ASE,2.0,0.0,0.0,10.0,0.0,2,12.0,3.0,1,1,not specific
1080,HSN,ASH,3.0,4.0,8.0,0.0,0.0,3,15.0,15.0,3,0,cel_specific
1081,HSN,ASI,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific
1082,HSN,ASJ,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1083,HSN,ASK,3.0,2.0,5.0,7.0,0.0,4,17.0,8.5,3,1,not specific
1084,HSN,AVA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1085,HSN,AVB,4.0,0.0,0.0,5.0,0.0,2,9.0,9.0,1,1,not specific
1086,HSN,AVD,2.0,0.0,0.0,2.0,0.0,2,4.0,4.0,1,1,not specific
1087,HSN,AVF,1.0,1.0,20.0,4.0,0.0,4,26.0,6.5,3,1,not specific
1088,HSN,AVH,1.0,1.0,4.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific
1089,HSN,AVJ,0.0,1.0,6.0,0.0,0.0,2,7.0,7.0,2,0,not specific
1090,HSN,AVM,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1091,HSN,AWA,2.0,1.0,3.0,1.0,0.0,4,7.0,7.0,3,1,not specific
1092,HSN,AWB,7.0,4.0,10.0,4.0,0.0,4,25.0,25.0,3,1,not specific
1093,HSN,BDU,2.0,6.0,2.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific
1094,HSN,HSN,0.0,1.0,7.0,0.0,0.0,2,8.0,2.6666666666666665,2,0,not specific
1095,HSN,PLN,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1096,HSN,PVN,2.0,3.0,1.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific
1097,HSN,PVQ,2.0,2.0,2.0,2.0,0.0,4,8.0,8.0,3,1,not specific
1098,HSN,RIF,3.0,5.0,20.0,1.0,0.0,4,29.0,,3,1,not specific
1099,HSN,RIM,2.0,0.0,7.0,0.0,0.0,2,9.0,,2,0,not specific
1100,HSN,RIR,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1101,HSN,RMD,0.0,0.0,1.0,0.0,0.0,1,1.0,,1,0,not specific
1102,HSN,RMG,0.0,1.0,2.0,8.0,0.0,3,11.0,5.5,2,1,not specific
1103,HSN,SIA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1104,HSN,SIB,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific
1105,HSN,SMB,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1106,HSN,URY,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1107,IL1,ADE,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1108,IL1,AIB,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1109,IL1,AVE,3.0,2.0,12.0,0.0,0.0,3,17.0,17.0,3,0,cel_specific
1110,IL1,AVL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1111,IL1,CEP,0.0,0.0,0.0,9.0,9.0,2,18.0,18.0,0,2,pristi_specific
1112,IL1,IL1,4.0,6.0,15.0,2.0,0.0,4,27.0,13.5,3,1,not specific
1113,IL1,IL2,0.0,0.0,9.0,2.0,0.0,2,11.0,11.0,1,1,not specific
1114,IL1,OLL,0.0,5.0,4.0,1.0,0.0,3,10.0,10.0,2,1,not specific
1115,IL1,OLQ,0.0,0.0,7.0,2.0,0.0,2,9.0,1.8,1,1,not specific
1116,IL1,PVP,0.0,0.0,0.0,2.0,0.0,1,2.0,0.4,0,1,not specific
1117,IL1,PVR,4.0,2.0,0.0,0.0,0.0,2,6.0,6.0,2,0,not specific
1118,IL1,RIP,12.0,12.0,68.0,0.0,1.0,4,93.0,46.5,3,1,not specific
1119,IL1,RIS,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1120,IL1,RMD,80.0,63.0,243.0,84.0,57.0,5,527.0,527.0,3,2,core
1121,IL1,RME,8.0,10.0,10.0,34.0,11.0,5,73.0,36.5,3,2,core
1122,IL1,RMF,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific
1123,IL1,RMG,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1124,IL1,RMH,2.0,3.0,4.0,0.0,0.0,3,9.0,9.0,3,0,cel_specific
1125,IL1,SAA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1126,IL1,SMB,0.0,0.0,0.0,12.0,3.0,2,15.0,15.0,0,2,pristi_specific
1127,IL1,SMD,0.0,0.0,0.0,2.0,2.0,2,4.0,1.3333333333333333,0,2,pristi_specific
1128,IL1,URA,1.0,3.0,30.0,23.0,17.0,5,74.0,74.0,3,2,core
1129,IL1,URB,0.0,0.0,1.0,19.0,8.0,3,28.0,9.333333333333334,1,2,not specific
1130,IL1,URX,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific
1131,IL1,URY,0.0,0.0,6.0,0.0,0.0,1,6.0,6.0,1,0,not specific
1132,IL2,ADA,1.0,0.0,0.0,0.0,0.0,1,1.0,,1,0,not specific
1133,IL2,ADE,3.0,3.0,16.0,0.0,0.0,3,22.0,,3,0,cel_specific
1134,IL2,ADL,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1135,IL2,AIB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1136,IL2,ASI,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1137,IL2,AUA,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific
1138,IL2,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1139,IL2,AVB,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1140,IL2,AVE,0.0,1.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific
1141,IL2,AWC,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific
1142,IL2,BAG,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1143,IL2,CEP,1.0,1.0,2.0,0.0,0.0,3,4.0,2.0,3,0,cel_specific
1144,IL2,DVC,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1145,IL2,IL1,27.0,29.0,109.0,8.0,3.0,5,176.0,44.0,3,2,core
1146,IL2,IL2,2.0,2.0,3.0,31.0,5.0,5,43.0,43.0,3,2,core
1147,IL2,OLL,3.0,2.0,5.0,5.0,0.0,4,15.0,15.0,3,1,not specific
1148,IL2,OLQ,39.0,41.0,94.0,5.0,0.0,4,179.0,89.5,3,1,not specific
1149,IL2,RIA,5.0,7.0,6.0,0.0,0.0,3,18.0,18.0,3,0,cel_specific
1150,IL2,RIB,0.0,2.0,1.0,10.0,2.0,4,15.0,,2,2,not specific
1151,IL2,RIC,5.0,2.0,4.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific
1152,IL2,RIG,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1153,IL2,RIH,26.0,31.0,56.0,0.0,0.0,3,113.0,113.0,3,0,cel_specific
1154,IL2,RIP,56.0,70.0,150.0,83.0,33.0,5,392.0,78.4,3,2,core
1155,IL2,RMD,7.0,7.0,6.0,0.0,0.0,3,20.0,20.0,3,0,cel_specific
1156,IL2,RME,58.0,64.0,130.0,54.0,36.0,5,342.0,342.0,3,2,core
1157,IL2,RMG,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1158,IL2,RMH,2.0,1.0,1.0,0.0,0.0,3,4.0,4.0,3,0,cel_specific
1159,IL2,SIA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1160,IL2,SIB,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1161,IL2,SMB,2.0,1.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1162,IL2,URA,18.0,32.0,41.0,0.0,6.0,4,97.0,97.0,3,1,not specific
1163,IL2,URB,1.0,1.0,3.0,0.0,0.0,3,5.0,1.25,3,0,cel_specific
1164,IL2,URX,3.0,4.0,5.0,0.0,0.0,3,12.0,6.0,3,0,cel_specific
1165,IL2,URY,2.0,1.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1166,OLL,ADE,1.0,0.0,7.0,0.0,0.0,2,8.0,8.0,2,0,not specific
1167,OLL,AVE,56.0,64.0,92.0,67.0,36.0,5,315.0,,3,2,core
1168,OLL,CEP,32.0,34.0,42.0,50.0,24.0,5,182.0,91.0,3,2,core
1169,OLL,IL1,8.0,10.0,6.0,37.0,23.0,5,84.0,42.0,3,2,core
1170,OLL,IL2,1.0,0.0,1.0,4.0,0.0,3,6.0,1.2,2,1,not specific
1171,OLL,OLL,1.0,0.0,8.0,0.0,0.0,2,9.0,9.0,2,0,not specific
1172,OLL,OLQ,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1173,OLL,RIB,24.0,27.0,45.0,57.0,31.0,5,184.0,184.0,3,2,core
1174,OLL,RIS,0.0,0.0,2.0,0.0,3.0,2,5.0,5.0,1,1,not specific
1175,OLL,RMD,49.0,67.0,69.0,22.0,26.0,5,233.0,233.0,3,2,core
1176,OLL,RME,9.0,3.0,9.0,1.0,0.0,4,22.0,11.0,3,1,not specific
1177,OLL,RMG,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific
1178,OLL,RMH,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1179,OLL,SMD,28.0,28.0,46.0,12.0,1.0,5,115.0,38.333333333333336,3,2,core
1180,OLL,URA,0.0,0.0,0.0,0.0,2.0,1,2.0,0.6666666666666666,0,1,not specific
1181,OLL,URB,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific
1182,OLL,URX,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1183,OLL,URY,1.0,1.0,3.0,1.0,6.0,5,12.0,12.0,3,2,core
1184,OLQ,ADA,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific
1185,OLQ,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1186,OLQ,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1187,OLQ,AVE,0.0,0.0,0.0,24.0,0.0,1,24.0,24.0,0,1,not specific
1188,OLQ,AVF,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific
1189,OLQ,AVJ,0.0,0.0,0.0,0.0,7.0,1,7.0,7.0,0,1,not specific
1190,OLQ,BDU,0.0,0.0,0.0,2.0,3.0,2,5.0,5.0,0,2,pristi_specific
1191,OLQ,CEP,0.0,1.0,3.0,7.0,2.0,4,13.0,13.0,2,2,not specific
1192,OLQ,DVA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1193,OLQ,IL1,3.0,2.0,3.0,95.0,19.0,5,122.0,30.5,3,2,core
1194,OLQ,IL2,17.0,18.0,1.0,11.0,3.0,5,50.0,25.0,3,2,core
1195,OLQ,OLL,0.0,0.0,0.0,9.0,5.0,2,14.0,2.8,0,2,pristi_specific
1196,OLQ,OLQ,0.0,0.0,0.0,2.0,0.0,1,2.0,0.5,0,1,not specific
1197,OLQ,PVN,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific
1198,OLQ,PVP,1.0,0.0,0.0,9.0,0.0,2,10.0,10.0,1,1,not specific
1199,OLQ,PVR,0.0,0.0,0.0,11.0,0.0,1,11.0,5.5,0,1,not specific
1200,OLQ,RIA,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific
1201,OLQ,RIC,6.0,7.0,17.0,3.0,2.0,5,35.0,11.666666666666666,3,2,core
1202,OLQ,RIG,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1203,OLQ,RIH,2.0,2.0,23.0,0.0,0.0,3,27.0,27.0,3,0,cel_specific
1204,OLQ,RIM,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1205,OLQ,RIP,0.0,0.0,18.0,1.0,3.0,3,22.0,22.0,1,2,not specific
1206,OLQ,RIR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1207,OLQ,RIV,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1208,OLQ,RMD,21.0,21.0,52.0,33.0,8.0,5,135.0,135.0,3,2,core
1209,OLQ,RME,4.0,4.0,5.0,32.0,3.0,5,48.0,48.0,3,2,core
1210,OLQ,RMH,3.0,4.0,7.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific
1211,OLQ,SIA,0.0,1.0,9.0,0.0,0.0,2,10.0,10.0,2,0,not specific
1212,OLQ,SIB,22.0,21.0,47.0,1.0,0.0,4,91.0,91.0,3,1,not specific
1213,OLQ,SMB,1.0,2.0,0.0,8.0,0.0,3,11.0,3.6666666666666665,2,1,not specific
1214,OLQ,URA,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific
1215,OLQ,URB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1216,OLQ,URX,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific
1217,OLQ,URY,0.0,0.0,3.0,11.0,6.0,3,20.0,20.0,1,2,not specific
1218,PLN,AIB,0.0,0.0,0.0,2.0,8.0,2,10.0,10.0,0,2,pristi_specific
1219,PLN,AVA,0.0,0.0,0.0,2.0,8.0,2,10.0,3.3333333333333335,0,2,pristi_specific
1220,PLN,AVB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1221,PLN,CEP,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1222,PLN,OLQ,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1223,PLN,RIC,0.0,0.0,0.0,6.0,0.0,1,6.0,6.0,0,1,not specific
1224,PLN,RID,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1225,PLN,RIV,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1226,PLN,RMD,0.0,0.0,1.0,6.0,2.0,3,9.0,3.0,1,2,not specific
1227,PLN,RMF,0.0,0.0,0.0,14.0,3.0,2,17.0,5.666666666666667,0,2,pristi_specific
1228,PLN,RMG,3.0,3.0,0.0,0.0,3.0,3,9.0,2.25,2,1,not specific
1229,PLN,RMH,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1230,PLN,SAA,9.0,19.0,15.0,6.0,8.0,5,57.0,28.5,3,2,core
1231,PLN,SMB,11.0,14.0,21.0,3.0,21.0,5,70.0,17.5,3,2,core
1232,PLN,SMD,3.0,3.0,0.0,4.0,0.0,3,10.0,2.5,2,1,not specific
1233,PVC,ADA,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1234,PVC,ADL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1235,PVC,AIY,0.0,0.0,0.0,0.0,3.0,1,3.0,0.75,0,1,not specific
1236,PVC,ALM,0.0,0.0,0.0,2.0,1.0,2,3.0,1.5,0,2,pristi_specific
1237,PVC,AQR,0.0,1.0,2.0,1.0,0.0,3,4.0,4.0,2,1,not specific
1238,PVC,ASH,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1239,PVC,AVA,7.0,8.0,9.0,1.0,0.0,4,25.0,25.0,3,1,not specific
1240,PVC,AVB,34.0,33.0,77.0,68.0,55.0,5,267.0,267.0,3,2,core
1241,PVC,AVD,13.0,12.0,35.0,27.0,13.0,5,100.0,33.333333333333336,3,2,core
1242,PVC,AVE,11.0,8.0,30.0,0.0,2.0,4,51.0,51.0,3,1,not specific
1243,PVC,AVH,0.0,2.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific
