,pre_x,post_x,witvliet_7_syn_x,witvliet_8_syn_x,cel_n2u_syn_x,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,pre_alpha,post_alpha,pre_y,post_y,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn_y,witvliet_7_syn_y,witvliet_8_syn_y,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size,adult_adj_specifc,peters_equal_pristi,peters_equal_cel
633,RIR,AIM,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,AIM,RIR,AIM,RIR,4920.0,0.0,0.0,0.0,0.0,0.0,28.0,4858.0,0.0,0.0,0.0,3.0,1.0,3268.6666666666665,3.0,0.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
635,AIM,RMD,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,AIM,RMD,AIM,RMD,16200.0,0.0,0.0,1800.0,0.0,0.0,2077.0,2972.0,0.0,129.0,0.0,5.0,2.0,4635.6,4.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
637,AIM,RMG,1.0,0.0,8.0,1.0,0.0,3.0,10.0,3.3333333333333335,2.0,1.0,not specific,AIM,RMG,AIM,RMG,1040280.0,738304.0,520080.0,1001040.0,2218800.0,2871305.0,17033.0,43789.0,4926000.0,8099.0,5416.0,11.0,4.0,1217286.0,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,4.0,2.75,3.0,1.0,no,no,not specific,1.0,0.5,nan,False,False
638,RMG,AIM,1.0,3.0,6.0,0.0,0.0,3.0,10.0,2.0,3.0,0.0,cel_specific,AIM,RMG,AIM,RMG,1040280.0,738304.0,520080.0,1001040.0,2218800.0,2871305.0,17033.0,43789.0,4926000.0,8099.0,5416.0,11.0,4.0,1217286.0,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,4.0,2.75,3.0,1.0,no,no,not specific,1.0,0.5,nan,False,False
640,AIM,SDQ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,not specific,AIM,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
641,AIM,SIA,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,not specific,AIM,SIA,AIM,SIA,43200.0,77056.0,52800.0,278040.0,348120.0,248370.0,561.0,10418.0,773520.0,6657.0,5461.0,11.0,4.0,167654.81818181818,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,no,no,not specific,0.2,0.0,nan,False,False
642,AIM,SIB,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.0,not specific,AIM,SIB,AIM,SIB,104280.0,369152.0,113280.0,268200.0,165840.0,555538.0,784.0,612.0,408720.0,2510.0,0.0,10.0,3.0,198891.6,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.25,4.0,0.0,no,no,not specific,0.5,0.0,nan,False,False
643,AIM,SMB,2.0,2.0,4.0,1.0,2.0,5.0,11.0,2.75,3.0,2.0,core,AIM,SMB,AIM,SMB,433320.0,625408.0,254880.0,285840.0,587400.0,901231.0,5628.0,11983.0,1234560.0,17729.0,12874.0,11.0,4.0,397350.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,6.0,2.0,4.0,2.0,no,no,not specific,0.9,1.5,nan,False,False
644,SMB,AIM,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,AIM,SMB,AIM,SMB,433320.0,625408.0,254880.0,285840.0,587400.0,901231.0,5628.0,11983.0,1234560.0,17729.0,12874.0,11.0,4.0,397350.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,6.0,2.0,4.0,2.0,no,no,not specific,0.9,1.5,nan,False,False
648,AIM,URX,1.0,0.0,6.0,1.0,1.0,4.0,9.0,9.0,2.0,2.0,not specific,AIM,URX,AIM,URX,196800.0,227072.0,228360.0,800280.0,886440.0,1648711.0,17621.0,16465.0,6586560.0,4062.0,11051.0,11.0,4.0,965765.6363636364,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,7.0,1.7142857142857142,5.0,2.0,no,no,not specific,1.0,1.0,nan,False,False
649,URX,AIM,0.0,0.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,not specific,AIM,URX,AIM,URX,196800.0,227072.0,228360.0,800280.0,886440.0,1648711.0,17621.0,16465.0,6586560.0,4062.0,11051.0,11.0,4.0,965765.6363636364,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,7.0,1.7142857142857142,5.0,2.0,no,no,not specific,1.0,1.0,nan,False,False
650,URY,AIM,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,not specific,AIM,URY,AIM,URY,23520.0,27136.0,26520.0,29040.0,72840.0,63190.0,926.0,847.0,120960.0,435.0,222.0,11.0,4.0,33239.63636363636,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,no,no,not specific,0.0,0.5,nan,False,False
651,AIN,AIN,0.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,not specific,AIN,AIN,AIN,AIN,573120.0,1149952.0,401520.0,1263360.0,1107000.0,2896312.0,9129.0,6374.0,2925840.0,10144.0,3806.0,11.0,4.0,940596.0909090909,9.0,2.0,no,no,core,no,core,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.5,4.0,0.0,no,no,not specific,0.6,0.0,nan,False,False
652,AIN,AIY,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,not specific,AIN,AIY,AIN,AIY,438240.0,246272.0,269400.0,373080.0,987240.0,1613904.0,3533.0,3475.0,3361920.0,28070.0,18740.0,11.0,4.0,667624.9090909091,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,no,no,not specific,0.1,0.5,nan,False,False
653,AIY,AIN,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,AIN,AIY,AIN,AIY,438240.0,246272.0,269400.0,373080.0,987240.0,1613904.0,3533.0,3475.0,3361920.0,28070.0,18740.0,11.0,4.0,667624.9090909091,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,no,no,not specific,0.1,0.5,nan,False,False
654,AIN,AIZ,0.0,0.0,0.0,7.0,3.0,2.0,10.0,10.0,0.0,2.0,pristi_specific,AIN,AIZ,AIN,AIZ,0.0,0.0,23400.0,0.0,56520.0,17233.0,0.0,0.0,0.0,3157.0,4780.0,5.0,2.0,21018.0,3.0,2.0,no,no,not specific,no,pristi_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,5.0,0.0,2.0,no,yes,pristi_specific,0.0,5.0,pristi_specific,True,False
656,ALM,AIN,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,not specific,AIN,ALM,AIN,ALM,10800.0,88832.0,98280.0,103320.0,300000.0,373738.0,1777.0,201.0,736800.0,3007.0,806.0,11.0,4.0,156141.9090909091,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,no,no,not specific,0.0,1.5,nan,False,False
658,AIN,ASE,3.0,3.0,5.0,0.0,3.0,4.0,14.0,7.0,3.0,1.0,not specific,AIN,ASE,AIN,ASE,539400.0,1544960.0,851400.0,1521360.0,1696320.0,2209657.0,25375.0,23196.0,5262960.0,3054.0,1663.0,11.0,4.0,1243576.8181818181,9.0,2.0,no,no,core,no,core,1.0,1.0,4.0,1.0,0.0,1.0,2.0,5.0,3.0,3.0,0.0,3.0,10.0,2.4,9.0,1.0,no,no,not specific,2.1,1.5,nan,False,False
659,ASE,AIN,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,not specific,AIN,ASE,AIN,ASE,539400.0,1544960.0,851400.0,1521360.0,1696320.0,2209657.0,25375.0,23196.0,5262960.0,3054.0,1663.0,11.0,4.0,1243576.8181818181,9.0,2.0,no,no,core,no,core,1.0,1.0,4.0,1.0,0.0,1.0,2.0,5.0,3.0,3.0,0.0,3.0,10.0,2.4,9.0,1.0,no,no,not specific,2.1,1.5,nan,False,False
660,AIN,ASG,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,not specific,AIN,ASG,AIN,ASG,312480.0,508928.0,330240.0,117600.0,397920.0,317644.0,4408.0,9770.0,806640.0,0.0,0.0,9.0,2.0,311736.6666666667,9.0,0.0,yes,no,cel_specific,no,cel_specific,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,3.0,0.0,no,no,not specific,0.4,0.0,cel_specific,False,False
661,ASG,AIN,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,not specific,AIN,ASG,AIN,ASG,312480.0,508928.0,330240.0,117600.0,397920.0,317644.0,4408.0,9770.0,806640.0,0.0,0.0,9.0,2.0,311736.6666666667,9.0,0.0,yes,no,cel_specific,no,cel_specific,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,3.0,0.0,no,no,not specific,0.4,0.0,cel_specific,False,False
663,AIN,ASI,0.0,0.0,11.0,0.0,0.0,1.0,11.0,11.0,1.0,0.0,not specific,AIN,ASI,AIN,ASI,386400.0,218880.0,141360.0,310800.0,342720.0,1017814.0,7896.0,8832.0,1241280.0,0.0,45.0,10.0,3.0,367602.7,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,no,no,not specific,1.1,0.0,nan,False,False
664,ASJ,AIN,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,not specific,AIN,ASJ,AIN,ASJ,108240.0,16640.0,3240.0,5400.0,0.0,0.0,448.0,5570.0,293040.0,0.0,0.0,7.0,2.0,61796.857142857145,7.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,cel_specific,False,False
665,ASK,AIN,2.0,1.0,0.0,0.0,0.0,2.0,3.0,1.5,2.0,0.0,not specific,AIN,ASK,AIN,ASK,354600.0,255744.0,150960.0,276840.0,388920.0,0.0,3955.0,21870.0,714720.0,0.0,0.0,8.0,2.0,270951.125,8.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,cel_specific,False,False
666,AIN,AUA,7.0,5.0,5.0,9.0,6.0,5.0,32.0,32.0,3.0,2.0,core,AIN,AUA,AIN,AUA,2920320.0,4920832.0,3925320.0,3916800.0,8059080.0,8527072.0,87855.0,43022.0,12445440.0,78190.0,63349.0,11.0,4.0,4089752.727272727,9.0,2.0,no,no,core,no,core,3.0,4.0,4.0,4.0,8.0,6.0,3.0,5.0,7.0,5.0,9.0,6.0,12.0,5.333333333333333,10.0,2.0,no,no,core,4.9,7.5,nan,False,False
667,AUA,AIN,0.0,3.0,2.0,0.0,0.0,2.0,5.0,5.0,2.0,0.0,not specific,AIN,AUA,AIN,AUA,2920320.0,4920832.0,3925320.0,3916800.0,8059080.0,8527072.0,87855.0,43022.0,12445440.0,78190.0,63349.0,11.0,4.0,4089752.727272727,9.0,2.0,no,no,core,no,core,3.0,4.0,4.0,4.0,8.0,6.0,3.0,5.0,7.0,5.0,9.0,6.0,12.0,5.333333333333333,10.0,2.0,no,no,core,4.9,7.5,nan,False,False
668,AIN,AVA,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,AIN,AVA,AIN,AVA,5640.0,101632.0,480.0,37440.0,116520.0,18247.0,1717.0,861.0,139200.0,0.0,1644.0,10.0,3.0,42338.1,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
671,AVH,AIN,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,not specific,AIN,AVH,AIN,AVH,600.0,105728.0,0.0,157320.0,536160.0,254791.0,11834.0,7992.0,1555440.0,0.0,0.0,8.0,2.0,328733.125,8.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,cel_specific,False,False
672,AVJ,AIN,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,0.0,not specific,AIN,AVJ,AIN,AVJ,76800.0,350976.0,329040.0,461640.0,593760.0,1155348.0,10181.0,8926.0,2445360.0,24626.0,16295.0,11.0,4.0,497541.0909090909,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
673,AIN,AWA,0.0,0.0,0.0,10.0,3.0,2.0,13.0,13.0,0.0,2.0,pristi_specific,AIN,AWA,AIN,AWA,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,25920.0,57788.0,26548.0,4.0,3.0,28044.0,2.0,2.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,8.5,0.0,2.0,no,yes,pristi_specific,0.0,8.5,nan,False,False
674,AWA,AIN,0.0,0.0,0.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,not specific,AIN,AWA,AIN,AWA,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,25920.0,57788.0,26548.0,4.0,3.0,28044.0,2.0,2.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,8.5,0.0,2.0,no,yes,pristi_specific,0.0,8.5,nan,False,False
676,AIN,AWC,1.0,0.0,2.0,0.0,0.0,2.0,3.0,1.5,2.0,0.0,not specific,AIN,AWC,AIN,AWC,759720.0,1548288.0,728640.0,1635600.0,1440600.0,1172242.0,10397.0,25656.0,2126160.0,1812.0,9203.0,11.0,4.0,859847.0909090909,9.0,2.0,no,no,core,no,core,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,1.6,4.0,1.0,no,no,not specific,0.7,0.5,nan,False,False
677,AWC,AIN,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,not specific,AIN,AWC,AIN,AWC,759720.0,1548288.0,728640.0,1635600.0,1440600.0,1172242.0,10397.0,25656.0,2126160.0,1812.0,9203.0,11.0,4.0,859847.0909090909,9.0,2.0,no,no,core,no,core,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,1.6,4.0,1.0,no,no,not specific,0.7,0.5,nan,False,False
678,AIN,BAG,19.0,16.0,14.0,12.0,2.0,5.0,63.0,63.0,3.0,2.0,core,AIN,BAG,AIN,BAG,859560.0,2300672.0,1284720.0,2286240.0,2856240.0,3282216.0,36755.0,10985.0,8481360.0,14249.0,7989.0,11.0,4.0,1947362.3636363635,9.0,2.0,no,no,core,no,core,3.0,1.0,4.0,7.0,5.0,12.0,11.0,14.0,19.0,16.0,14.0,2.0,12.0,9.0,10.0,2.0,no,no,core,9.2,8.0,nan,False,False
679,BAG,AIN,0.0,0.0,1.0,2.0,0.0,2.0,3.0,1.5,1.0,1.0,not specific,AIN,BAG,AIN,BAG,859560.0,2300672.0,1284720.0,2286240.0,2856240.0,3282216.0,36755.0,10985.0,8481360.0,14249.0,7989.0,11.0,4.0,1947362.3636363635,9.0,2.0,no,no,core,no,core,3.0,1.0,4.0,7.0,5.0,12.0,11.0,14.0,19.0,16.0,14.0,2.0,12.0,9.0,10.0,2.0,no,no,core,9.2,8.0,nan,False,False
680,AIN,CEP,3.0,5.0,2.0,0.0,0.0,3.0,10.0,2.5,3.0,0.0,cel_specific,AIN,CEP,AIN,CEP,245160.0,317696.0,129000.0,167520.0,372840.0,424423.0,2468.0,3146.0,832560.0,5688.0,2103.0,11.0,4.0,227509.45454545456,9.0,2.0,no,no,core,no,core,5.0,2.0,2.0,6.0,8.0,10.0,8.0,2.0,14.0,13.0,0.0,0.0,10.0,7.0,10.0,0.0,yes,no,cel_specific,7.0,0.0,nan,False,False
681,CEP,AIN,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,not specific,AIN,CEP,AIN,CEP,245160.0,317696.0,129000.0,167520.0,372840.0,424423.0,2468.0,3146.0,832560.0,5688.0,2103.0,11.0,4.0,227509.45454545456,9.0,2.0,no,no,core,no,core,5.0,2.0,2.0,6.0,8.0,10.0,8.0,2.0,14.0,13.0,0.0,0.0,10.0,7.0,10.0,0.0,yes,no,cel_specific,7.0,0.0,nan,False,False
689,AIN,RIA,1.0,0.0,0.0,6.0,0.0,2.0,7.0,7.0,1.0,1.0,not specific,AIN,RIA,AIN,RIA,45240.0,50176.0,62760.0,102840.0,135000.0,289597.0,7828.0,4873.0,709440.0,6814.0,3145.0,11.0,4.0,128883.0,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,3.5,1.0,1.0,no,no,not specific,0.1,3.0,nan,False,False
690,AIN,RIB,15.0,13.0,13.0,22.0,9.0,5.0,72.0,36.0,3.0,2.0,core,AIN,RIB,AIN,RIB,535200.0,1085952.0,545160.0,1172880.0,3466080.0,4102685.0,37441.0,61927.0,10317840.0,10127.0,9042.0,11.0,4.0,1940394.0,9.0,2.0,no,no,core,no,core,2.0,0.0,1.0,3.0,5.0,7.0,9.0,13.0,15.0,13.0,22.0,9.0,11.0,9.0,9.0,2.0,no,no,not specific,6.8,15.5,nan,False,False
691,RIB,AIN,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,not specific,AIN,RIB,AIN,RIB,535200.0,1085952.0,545160.0,1172880.0,3466080.0,4102685.0,37441.0,61927.0,10317840.0,10127.0,9042.0,11.0,4.0,1940394.0,9.0,2.0,no,no,core,no,core,2.0,0.0,1.0,3.0,5.0,7.0,9.0,13.0,15.0,13.0,22.0,9.0,11.0,9.0,9.0,2.0,no,no,not specific,6.8,15.5,nan,False,False
692,AIN,RID,1.0,5.0,4.0,0.0,0.0,3.0,10.0,10.0,3.0,0.0,cel_specific,AIN,RID,AIN,RID,890400.0,1585664.0,915480.0,1496160.0,1617120.0,4633220.0,37227.0,53449.0,8455440.0,0.0,922.0,10.0,3.0,1968508.2,9.0,1.0,no,no,not specific,no,not specific,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,8.0,2.0,8.0,0.0,no,no,not specific,1.6,0.0,nan,False,False
695,AIN,RIM,4.0,2.0,0.0,0.0,0.0,2.0,6.0,1.2,2.0,0.0,not specific,AIN,RIM,AIN,RIM,0.0,18944.0,0.0,39360.0,88320.0,21964.0,1527.0,748.0,267840.0,0.0,0.0,7.0,2.0,62671.857142857145,7.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,no,no,not specific,0.8,0.0,cel_specific,False,False
699,AIN,RMD,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.6,1.0,0.0,not specific,AIN,RMD,AIN,RMD,18720.0,0.0,9480.0,0.0,0.0,0.0,0.0,2261.0,0.0,0.0,0.0,3.0,1.0,10153.666666666666,3.0,0.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,no,no,not specific,0.3,0.0,nan,False,False
701,AIN,RMF,0.0,2.0,1.0,0.0,0.0,2.0,3.0,1.5,2.0,0.0,not specific,AIN,RMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
702,AIN,SAA,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,not specific,AIN,SAA,AIN,SAA,218640.0,45312.0,21960.0,52080.0,10920.0,31426.0,0.0,1124.0,134400.0,28.0,156.0,10.0,4.0,51604.6,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,no,no,not specific,0.3,0.0,nan,False,False
709,AIN,URX,1.0,0.0,4.0,0.0,0.0,2.0,5.0,1.25,2.0,0.0,not specific,AIN,URX,AIN,URX,117600.0,159744.0,55200.0,63000.0,417480.0,616026.0,2291.0,2696.0,1108320.0,10384.0,12752.0,11.0,4.0,233226.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,no,no,not specific,0.5,0.5,nan,False,False
710,URX,AIN,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,not specific,AIN,URX,AIN,URX,117600.0,159744.0,55200.0,63000.0,417480.0,616026.0,2291.0,2696.0,1108320.0,10384.0,12752.0,11.0,4.0,233226.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,no,no,not specific,0.5,0.5,nan,False,False
712,AIY,AIY,1.0,0.0,12.0,0.0,0.0,2.0,13.0,13.0,2.0,0.0,not specific,AIY,AIY,AIY,AIY,107880.0,140288.0,399120.0,0.0,1037160.0,740044.0,10852.0,9751.0,320880.0,592.0,0.0,9.0,3.0,307396.3333333333,8.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,4.666666666666667,3.0,0.0,no,no,not specific,1.4,0.0,nan,False,False
713,AIY,AIZ,26.0,23.0,219.0,145.0,57.0,5.0,470.0,235.0,3.0,2.0,core,AIY,AIZ,AIY,AIZ,2289360.0,2429440.0,2314560.0,2802960.0,6367680.0,7212563.0,46414.0,57464.0,11786160.0,44977.0,35483.0,11.0,4.0,3217005.5454545454,9.0,2.0,no,no,core,no,core,8.0,12.0,12.0,14.0,23.0,21.0,23.0,219.0,26.0,23.0,148.0,57.0,12.0,48.833333333333336,10.0,2.0,no,no,core,38.1,102.5,nan,False,False
714,AIZ,AIY,0.0,1.0,0.0,3.0,0.0,2.0,4.0,4.0,1.0,1.0,not specific,AIY,AIZ,AIY,AIZ,2289360.0,2429440.0,2314560.0,2802960.0,6367680.0,7212563.0,46414.0,57464.0,11786160.0,44977.0,35483.0,11.0,4.0,3217005.5454545454,9.0,2.0,no,no,core,no,core,8.0,12.0,12.0,14.0,23.0,21.0,23.0,219.0,26.0,23.0,148.0,57.0,12.0,48.833333333333336,10.0,2.0,no,no,core,38.1,102.5,nan,False,False
715,ALM,AIY,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,not specific,AIY,ALM,AIY,ALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.0,1370.0,2.0,2.0,1571.5,0.0,2.0,no,yes,pristi_specific,no,pristi_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,no,no,not specific,0.0,1.5,pristi_specific,False,False
716,AIY,ASE,4.0,3.0,7.0,9.0,0.0,4.0,23.0,11.5,3.0,1.0,not specific,AIY,ASE,AIY,ASE,3034920.0,5062144.0,3323400.0,5193480.0,10697040.0,11664659.0,93811.0,133654.0,17562960.0,83017.0,3779.0,11.0,4.0,5168442.181818182,9.0,2.0,no,no,core,no,core,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,4.0,3.0,97.0,3.0,7.0,17.0,5.0,2.0,no,no,not specific,1.9,50.0,nan,False,False
717,ASE,AIY,47.0,49.0,104.0,88.0,3.0,5.0,291.0,72.75,3.0,2.0,core,AIY,ASE,AIY,ASE,3034920.0,5062144.0,3323400.0,5193480.0,10697040.0,11664659.0,93811.0,133654.0,17562960.0,83017.0,3779.0,11.0,4.0,5168442.181818182,9.0,2.0,no,no,core,no,core,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,4.0,3.0,97.0,3.0,7.0,17.0,5.0,2.0,no,no,not specific,1.9,50.0,nan,False,False
718,AIY,ASG,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.6666666666666666,1.0,0.0,not specific,AIY,ASG,AIY,ASG,11400.0,74240.0,18720.0,79680.0,74880.0,467004.0,78.0,5882.0,279120.0,0.0,403.0,10.0,3.0,101140.7,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,no,no,not specific,0.2,0.0,nan,False,False
719,ASG,AIY,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,not specific,AIY,ASG,AIY,ASG,11400.0,74240.0,18720.0,79680.0,74880.0,467004.0,78.0,5882.0,279120.0,0.0,403.0,10.0,3.0,101140.7,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,no,no,not specific,0.2,0.0,nan,False,False
