,pre_x,post_x,witvliet_7_syn_x,witvliet_8_syn_x,cel_n2u_syn_x,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,pre_alpha,post_alpha,pre_y,post_y,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn_y,witvliet_7_syn_y,witvliet_8_syn_y,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size,adult_adj_specifc,peters_equal_pristi,peters_equal_cel
65,RIC,ADA,3.0,5.0,10.0,13.0,8.0,5.0,39.0,19.5,3.0,2.0,core,ADA,RIC,ADA,RIC,2462160.0,3039744.0,1876320.0,2287920.0,3246480.0,2166403.0,40287.0,40749.0,6607680.0,32384.0,19628.0,11.0,4.0,1983614.0909090908,9.0,2.0,no,no,core,no,core,2.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,19.0,8.0,12.0,4.166666666666667,10.0,2.0,no,no,core,2.3,13.5,nan,False,False
67,ADA,RIF,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,not specific,ADA,RIF,ADA,RIF,350040.0,740864.0,540480.0,225960.0,512880.0,333526.0,8905.0,8299.0,791280.0,3646.0,2249.0,11.0,4.0,319829.9090909091,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.3333333333333333,2.0,1.0,no,no,not specific,0.2,1.0,nan,False,False
68,RIF,ADA,0.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,1.0,1.0,not specific,ADA,RIF,ADA,RIF,350040.0,740864.0,540480.0,225960.0,512880.0,333526.0,8905.0,8299.0,791280.0,3646.0,2249.0,11.0,4.0,319829.9090909091,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.3333333333333333,2.0,1.0,no,no,not specific,0.2,1.0,nan,False,False
71,ADA,RIM,13.0,11.0,38.0,15.0,4.0,5.0,81.0,81.0,3.0,2.0,core,ADA,RIM,ADA,RIM,708600.0,1731072.0,1421280.0,1739640.0,5924160.0,6709063.0,67969.0,76387.0,12327360.0,16286.0,11832.0,11.0,4.0,2793968.090909091,9.0,2.0,no,no,core,no,core,2.0,4.0,5.0,5.0,10.0,8.0,8.0,38.0,13.0,11.0,37.0,8.0,12.0,12.416666666666666,10.0,2.0,no,no,core,10.4,22.5,nan,False,False
72,RIM,ADA,2.0,1.0,15.0,22.0,4.0,5.0,44.0,11.0,3.0,2.0,core,ADA,RIM,ADA,RIM,708600.0,1731072.0,1421280.0,1739640.0,5924160.0,6709063.0,67969.0,76387.0,12327360.0,16286.0,11832.0,11.0,4.0,2793968.090909091,9.0,2.0,no,no,core,no,core,2.0,4.0,5.0,5.0,10.0,8.0,8.0,38.0,13.0,11.0,37.0,8.0,12.0,12.416666666666666,10.0,2.0,no,no,core,10.4,22.5,nan,False,False
73,ADA,RIP,8.0,11.0,13.0,0.0,0.0,3.0,32.0,10.666666666666666,3.0,0.0,cel_specific,ADA,RIP,ADA,RIP,0.0,0.0,46200.0,237240.0,680760.0,807966.0,14261.0,10241.0,2129040.0,1340.0,3130.0,9.0,4.0,436686.44444444444,7.0,2.0,no,no,not specific,no,core,0.0,0.0,1.0,4.0,4.0,5.0,7.0,13.0,8.0,11.0,0.0,0.0,8.0,6.625,8.0,0.0,no,no,not specific,5.3,0.0,nan,False,False
74,RIR,ADA,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,ADA,RIR,ADA,RIR,30240.0,0.0,38400.0,600.0,0.0,41902.0,13.0,35.0,0.0,0.0,0.0,6.0,1.0,18531.666666666668,6.0,0.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
76,ADA,RIV,0.0,0.0,5.0,0.0,0.0,1.0,5.0,1.25,1.0,0.0,not specific,ADA,RIV,ADA,RIV,687360.0,219136.0,617160.0,355440.0,585240.0,310547.0,1591.0,3283.0,1498320.0,3865.0,2541.0,11.0,4.0,389498.45454545453,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,no,no,not specific,0.5,0.0,nan,False,False
79,ADA,RMF,1.0,4.0,0.0,0.0,3.0,3.0,8.0,2.6666666666666665,2.0,1.0,not specific,ADA,RMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
80,ADA,RMG,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,not specific,ADA,RMG,ADA,RMG,377760.0,407808.0,206280.0,522360.0,692520.0,1797396.0,7894.0,11453.0,2161440.0,8747.0,7989.0,11.0,4.0,563786.0909090909,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,no,no,not specific,0.0,0.5,nan,False,False
81,RMG,ADA,1.0,0.0,5.0,0.0,0.0,2.0,6.0,6.0,2.0,0.0,not specific,ADA,RMG,ADA,RMG,377760.0,407808.0,206280.0,522360.0,692520.0,1797396.0,7894.0,11453.0,2161440.0,8747.0,7989.0,11.0,4.0,563786.0909090909,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,no,no,not specific,0.0,0.5,nan,False,False
82,ADA,SAA,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,not specific,ADA,SAA,ADA,SAA,1514640.0,1115648.0,1099440.0,812520.0,908040.0,1146560.0,5070.0,6588.0,2396880.0,6483.0,5093.0,11.0,4.0,819723.8181818182,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,1.8,3.0,2.0,no,no,not specific,0.3,3.0,nan,False,False
83,SAA,ADA,0.0,0.0,0.0,2.0,4.0,2.0,6.0,6.0,0.0,2.0,pristi_specific,ADA,SAA,ADA,SAA,1514640.0,1115648.0,1099440.0,812520.0,908040.0,1146560.0,5070.0,6588.0,2396880.0,6483.0,5093.0,11.0,4.0,819723.8181818182,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,1.8,3.0,2.0,no,no,not specific,0.3,3.0,nan,False,False
84,ADA,SDQ,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,not specific,ADA,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
85,SDQ,ADA,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,not specific,ADA,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
87,ADA,SIB,0.0,0.0,0.0,4.0,3.0,2.0,7.0,7.0,0.0,2.0,pristi_specific,ADA,SIB,ADA,SIB,1020720.0,2109952.0,1221600.0,1065360.0,2574960.0,1531113.0,19461.0,25968.0,2594400.0,8080.0,6240.0,11.0,4.0,1107077.6363636365,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.6666666666666665,1.0,2.0,no,no,not specific,0.1,3.5,nan,False,False
88,SMB,ADA,1.0,4.0,0.0,0.0,0.0,2.0,5.0,2.5,2.0,0.0,not specific,ADA,SMB,ADA,SMB,428880.0,955392.0,741120.0,579240.0,1730760.0,1240163.0,6049.0,8072.0,2317920.0,1258.0,969.0,11.0,4.0,728165.7272727273,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
89,ADA,SMD,1.0,2.0,4.0,5.0,0.0,4.0,12.0,12.0,3.0,1.0,not specific,ADA,SMD,ADA,SMD,435840.0,952064.0,714360.0,410520.0,387120.0,588316.0,2418.0,17633.0,1881120.0,2412.0,3740.0,11.0,4.0,490503.9090909091,9.0,2.0,no,no,core,no,core,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,0.0,6.0,2.3333333333333335,5.0,1.0,no,no,not specific,0.9,2.5,nan,False,False
90,ADA,URA,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,not specific,ADA,URA,ADA,URA,30360.0,189184.0,135840.0,131160.0,141840.0,250059.0,3145.0,1388.0,496800.0,399.0,235.0,11.0,4.0,125491.81818181818,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,no,no,not specific,0.3,0.0,nan,False,False
91,URA,ADA,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,not specific,ADA,URA,ADA,URA,30360.0,189184.0,135840.0,131160.0,141840.0,250059.0,3145.0,1388.0,496800.0,399.0,235.0,11.0,4.0,125491.81818181818,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,no,no,not specific,0.3,0.0,nan,False,False
92,URB,ADA,7.0,8.0,8.0,0.0,0.0,3.0,23.0,23.0,3.0,0.0,cel_specific,ADA,URB,ADA,URB,219840.0,637696.0,429120.0,698400.0,1006920.0,1026938.0,7221.0,6441.0,3806880.0,0.0,533.0,10.0,3.0,783998.9,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
93,ADA,URX,2.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,2.0,0.0,not specific,ADA,URX,ADA,URX,319680.0,678656.0,642480.0,746640.0,1664040.0,3898244.0,32614.0,37960.0,8024160.0,11649.0,14222.0,11.0,4.0,1460940.4545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.5,2.0,0.0,no,no,not specific,0.5,0.0,nan,False,False
94,URX,ADA,5.0,0.0,11.0,0.0,0.0,2.0,16.0,16.0,2.0,0.0,not specific,ADA,URX,ADA,URX,319680.0,678656.0,642480.0,746640.0,1664040.0,3898244.0,32614.0,37960.0,8024160.0,11649.0,14222.0,11.0,4.0,1460940.4545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.5,2.0,0.0,no,no,not specific,0.5,0.0,nan,False,False
95,ADA,URY,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,not specific,ADA,URY,ADA,URY,396600.0,412928.0,237360.0,303960.0,501480.0,632247.0,4109.0,3755.0,794640.0,4224.0,3314.0,11.0,4.0,299510.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,1.0,no,no,not specific,0.2,2.0,nan,False,False
96,URY,ADA,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,not specific,ADA,URY,ADA,URY,396600.0,412928.0,237360.0,303960.0,501480.0,632247.0,4109.0,3755.0,794640.0,4224.0,3314.0,11.0,4.0,299510.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,1.0,no,no,not specific,0.2,2.0,nan,False,False
97,VBn,ADA,0.0,0.0,5.0,0.0,0.0,1.0,5.0,1.25,1.0,0.0,not specific,ADA,VBn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
98,ADE,ADE,9.0,8.0,14.0,0.0,0.0,3.0,31.0,31.0,3.0,0.0,cel_specific,ADE,ADE,ADE,ADE,664920.0,1245440.0,1239720.0,0.0,3081960.0,4401408.0,8129.0,73991.0,6899040.0,3732.0,6166.0,10.0,4.0,1762450.6,8.0,2.0,no,no,not specific,no,core,0.0,1.0,2.0,0.0,2.0,4.0,3.0,14.0,9.0,8.0,0.0,0.0,8.0,5.375,8.0,0.0,no,no,not specific,4.3,0.0,nan,False,False
102,ADE,AIN,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.6666666666666666,1.0,0.0,not specific,ADE,AIN,ADE,AIN,0.0,0.0,0.0,153480.0,177360.0,411923.0,9060.0,15130.0,2519760.0,0.0,0.0,6.0,2.0,547785.5,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.5,2.0,0.0,no,no,not specific,0.3,0.0,cel_specific,False,False
106,ADE,ALM,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,cel_specific,ADE,ALM,ADE,ALM,0.0,0.0,0.0,116400.0,237120.0,795463.0,14995.0,10933.0,2333760.0,24518.0,10864.0,8.0,4.0,443006.625,6.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,19.0,7.0,6.571428571428571,5.0,2.0,no,no,not specific,0.5,20.5,nan,False,False
107,ALM,ADE,0.0,2.0,0.0,22.0,19.0,3.0,43.0,43.0,1.0,2.0,not specific,ADE,ALM,ADE,ALM,0.0,0.0,0.0,116400.0,237120.0,795463.0,14995.0,10933.0,2333760.0,24518.0,10864.0,8.0,4.0,443006.625,6.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,19.0,7.0,6.571428571428571,5.0,2.0,no,no,not specific,0.5,20.5,nan,False,False
108,ADE,ALN,2.0,2.0,1.0,0.0,0.0,3.0,5.0,5.0,3.0,0.0,cel_specific,ADE,ALN,ADE,ALN,0.0,0.0,0.0,354120.0,980400.0,1466572.0,6210.0,25387.0,2970240.0,0.0,0.0,6.0,2.0,967154.8333333334,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,1.6666666666666667,3.0,0.0,no,no,not specific,0.5,0.0,cel_specific,False,True
109,ALN,ADE,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.5,2.0,0.0,not specific,ADE,ALN,ADE,ALN,0.0,0.0,0.0,354120.0,980400.0,1466572.0,6210.0,25387.0,2970240.0,0.0,0.0,6.0,2.0,967154.8333333334,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,1.6666666666666667,3.0,0.0,no,no,not specific,0.5,0.0,cel_specific,False,False
110,ADE,AQR,3.0,0.0,0.0,11.0,4.0,3.0,18.0,18.0,1.0,2.0,not specific,ADE,AQR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
111,AQR,ADE,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,ADE,AQR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
113,ADE,ASI,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,ADE,ASI,ADE,ASI,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,2.0,1.0,674.5,2.0,0.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
114,ADE,ASJ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,ADE,ASJ,ADE,ASJ,0.0,0.0,0.0,0.0,76440.0,3717.0,4948.0,1689.0,235200.0,0.0,0.0,5.0,2.0,64398.8,5.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,cel_specific,False,False
116,ADE,AVA,12.0,9.0,46.0,17.0,17.0,5.0,101.0,33.666666666666664,3.0,2.0,core,ADE,AVA,ADE,AVA,643080.0,1499904.0,1144440.0,1592280.0,3072000.0,3121027.0,13884.0,90298.0,5905920.0,25615.0,36850.0,11.0,4.0,1558663.4545454546,9.0,2.0,no,no,core,no,core,2.0,4.0,3.0,4.0,4.0,5.0,7.0,46.0,12.0,9.0,17.0,17.0,12.0,10.833333333333334,10.0,2.0,no,no,core,9.6,17.0,nan,False,False
117,ADE,AVB,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.0,not specific,ADE,AVB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
118,ADE,AVD,0.0,2.0,7.0,1.0,0.0,3.0,10.0,2.0,2.0,1.0,not specific,ADE,AVD,ADE,AVD,117120.0,0.0,57480.0,203160.0,658080.0,228770.0,5341.0,4334.0,796800.0,5830.0,0.0,9.0,3.0,230768.33333333334,8.0,1.0,no,no,not specific,no,not specific,1.0,0.0,0.0,1.0,1.0,4.0,4.0,7.0,0.0,2.0,1.0,0.0,8.0,2.625,7.0,1.0,no,no,not specific,2.0,0.5,nan,False,False
119,ADE,AVE,1.0,1.0,7.0,0.0,0.0,3.0,9.0,2.25,3.0,0.0,cel_specific,ADE,AVE,ADE,AVE,0.0,0.0,0.0,241560.0,214560.0,15206.0,3632.0,7116.0,503520.0,1398.0,0.0,7.0,3.0,140998.85714285713,6.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,5.0,2.4,5.0,0.0,no,no,not specific,1.2,0.0,nan,False,False
120,ADE,AVH,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,not specific,ADE,AVH,ADE,AVH,0.0,0.0,0.0,208800.0,270240.0,418682.0,3920.0,2667.0,408720.0,0.0,0.0,6.0,2.0,218838.16666666666,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,cel_specific,False,False
121,ADE,AVJ,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,ADE,AVJ,ADE,AVJ,3120.0,0.0,0.0,146520.0,306000.0,122326.0,476.0,3747.0,371040.0,0.0,1095.0,8.0,3.0,119290.5,7.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
122,ADE,AVK,5.0,4.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,0.0,not specific,ADE,AVK,ADE,AVK,309000.0,657152.0,521520.0,1383960.0,632760.0,453826.0,356.0,9968.0,794160.0,28257.0,9747.0,11.0,4.0,436427.8181818182,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,2.75,4.0,0.0,no,no,not specific,1.1,0.0,nan,False,False
123,ADE,AVL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,0.0,not specific,ADE,AVL,ADE,AVL,9360.0,2560.0,89040.0,0.0,2400.0,0.0,852.0,3384.0,38640.0,0.0,37.0,8.0,3.0,18284.125,7.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
124,ADE,BDU,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.4,2.0,0.0,not specific,ADE,BDU,ADE,BDU,0.0,104704.0,51360.0,86400.0,214320.0,319334.0,4899.0,17573.0,982320.0,0.0,2558.0,9.0,3.0,198163.11111111112,8.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.3333333333333333,3.0,0.0,no,no,not specific,0.4,0.0,nan,False,False
125,BDU,ADE,0.0,2.0,7.0,0.0,0.0,2.0,9.0,1.8,2.0,0.0,not specific,ADE,BDU,ADE,BDU,0.0,104704.0,51360.0,86400.0,214320.0,319334.0,4899.0,17573.0,982320.0,0.0,2558.0,9.0,3.0,198163.11111111112,8.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.3333333333333333,3.0,0.0,no,no,not specific,0.4,0.0,nan,False,False
126,ADE,CEP,5.0,5.0,8.0,0.0,0.0,3.0,18.0,18.0,3.0,0.0,cel_specific,ADE,CEP,ADE,CEP,0.0,0.0,0.0,0.0,394800.0,633937.0,4815.0,5844.0,1157040.0,0.0,0.0,5.0,2.0,439287.2,5.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,7.0,4.0,1.0,8.0,9.0,11.0,0.0,0.0,6.0,6.666666666666667,6.0,0.0,no,no,not specific,4.0,0.0,cel_specific,False,True
127,CEP,ADE,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.0,not specific,ADE,CEP,ADE,CEP,0.0,0.0,0.0,0.0,394800.0,633937.0,4815.0,5844.0,1157040.0,0.0,0.0,5.0,2.0,439287.2,5.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,7.0,4.0,1.0,8.0,9.0,11.0,0.0,0.0,6.0,6.666666666666667,6.0,0.0,no,no,not specific,4.0,0.0,cel_specific,False,False
128,ADE,DVA,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,not specific,ADE,DVA,ADE,DVA,164520.0,0.0,22440.0,89160.0,341760.0,510258.0,1019.0,11826.0,1307760.0,425.0,1617.0,10.0,4.0,245078.5,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
129,DVA,ADE,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,ADE,DVA,ADE,DVA,164520.0,0.0,22440.0,89160.0,341760.0,510258.0,1019.0,11826.0,1307760.0,425.0,1617.0,10.0,4.0,245078.5,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
130,ADE,DVC,2.0,0.0,0.0,8.0,0.0,2.0,10.0,10.0,1.0,1.0,not specific,ADE,DVC,ADE,DVC,382800.0,455168.0,187800.0,589320.0,96600.0,0.0,0.0,426.0,15120.0,17258.0,7176.0,9.0,4.0,194629.77777777778,7.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,2.0,13.5,1.0,1.0,no,no,not specific,0.2,12.5,nan,False,False
131,DVC,ADE,0.0,0.0,0.0,17.0,0.0,1.0,17.0,17.0,0.0,1.0,not specific,ADE,DVC,ADE,DVC,382800.0,455168.0,187800.0,589320.0,96600.0,0.0,0.0,426.0,15120.0,17258.0,7176.0,9.0,4.0,194629.77777777778,7.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,2.0,13.5,1.0,1.0,no,no,not specific,0.2,12.5,nan,False,False
132,ADE,FLP,1.0,1.0,9.0,0.0,0.0,3.0,11.0,5.5,3.0,0.0,cel_specific,ADE,FLP,ADE,FLP,673440.0,1423872.0,1000080.0,665640.0,1371720.0,1246923.0,5944.0,41416.0,3415200.0,0.0,0.0,9.0,2.0,1093803.888888889,9.0,0.0,yes,no,cel_specific,no,cel_specific,1.0,1.0,1.0,0.0,2.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,8.0,2.25,8.0,0.0,no,no,not specific,1.8,0.0,cel_specific,False,True
133,FLP,ADE,4.0,3.0,33.0,0.0,0.0,3.0,40.0,20.0,3.0,0.0,cel_specific,ADE,FLP,ADE,FLP,673440.0,1423872.0,1000080.0,665640.0,1371720.0,1246923.0,5944.0,41416.0,3415200.0,0.0,0.0,9.0,2.0,1093803.888888889,9.0,0.0,yes,no,cel_specific,no,cel_specific,1.0,1.0,1.0,0.0,2.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,8.0,2.25,8.0,0.0,no,no,not specific,1.8,0.0,cel_specific,False,True
134,ADE,IL1,8.0,5.0,4.0,0.0,0.0,3.0,17.0,17.0,3.0,0.0,cel_specific,ADE,IL1,ADE,IL1,0.0,0.0,0.0,160320.0,1127160.0,2155928.0,12480.0,18770.0,3818160.0,0.0,0.0,6.0,2.0,1215469.6666666667,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,8.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,no,no,not specific,2.0,0.0,cel_specific,False,True
135,IL1,ADE,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,not specific,ADE,IL1,ADE,IL1,0.0,0.0,0.0,160320.0,1127160.0,2155928.0,12480.0,18770.0,3818160.0,0.0,0.0,6.0,2.0,1215469.6666666667,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,8.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,no,no,not specific,2.0,0.0,cel_specific,False,False
136,ADE,IL2,3.0,4.0,6.0,0.0,0.0,3.0,13.0,13.0,3.0,0.0,cel_specific,ADE,IL2,ADE,IL2,0.0,0.0,0.0,4920.0,95880.0,1611539.0,15515.0,17180.0,1933680.0,0.0,0.0,6.0,2.0,613119.0,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,no,no,not specific,1.6,0.0,cel_specific,False,True
