,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult
607,AIY,ALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.0,1370.0,2,2,1571.5,0,2,no,yes,pristi_specific,no,pristi_specific
609,AIY,ASE,3034920.0,5062144.0,3323400.0,5193480.0,10697040.0,11664659.0,93811.0,133654.0,17562960.0,83017.0,3779.0,11,4,5168442.181818182,9,2,no,no,core,no,core
610,AIY,ASG,11400.0,74240.0,18720.0,79680.0,74880.0,467004.0,78.0,5882.0,279120.0,0.0,403.0,10,3,101140.7,9,1,no,no,not specific,no,not specific
611,AIY,ASH,84120.0,132608.0,99240.0,40200.0,125400.0,8448.0,0.0,1010.0,160560.0,71896.0,47678.0,10,4,77116.0,8,2,no,no,not specific,no,core
612,AIY,ASI,564480.0,986880.0,911040.0,138480.0,752880.0,1357761.0,7485.0,6872.0,1166160.0,5477.0,16527.0,11,4,537640.1818181818,9,2,no,no,core,no,core
613,AIY,ASK,2280.0,0.0,0.0,39240.0,0.0,56770.0,0.0,421.0,0.0,0.0,48.0,5,2,19751.8,4,1,no,no,not specific,no,not specific
614,AIY,AUA,2615400.0,3207168.0,2655960.0,3099720.0,5766000.0,5780796.0,61709.0,37030.0,10095840.0,20476.0,5981.0,11,4,3031461.8181818184,9,2,no,no,core,no,core
615,AIY,AVA,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,0.0,1261.0,92.0,3,2,1491.0,1,2,no,no,not specific,no,pristi_specific
616,AIY,AVB,63360.0,303360.0,101400.0,108240.0,282120.0,3041.0,0.0,5668.0,639600.0,4061.0,1962.0,10,4,151281.2,8,2,no,no,not specific,no,core
617,AIY,AVD,0.0,50176.0,0.0,55560.0,0.0,0.0,0.0,0.0,68880.0,0.0,0.0,3,1,58205.333333333336,3,0,no,no,not specific,no,not specific
618,AIY,AVE,0.0,5888.0,0.0,0.0,252120.0,0.0,0.0,1504.0,344640.0,3581.0,1271.0,6,4,101500.66666666667,4,2,no,no,not specific,no,core
619,AIY,AVH,11880.0,41216.0,32640.0,34800.0,52680.0,29736.0,0.0,13.0,558000.0,0.0,0.0,8,2,95120.625,8,0,no,no,not specific,no,cel_specific
620,AIY,AVJ,869520.0,869120.0,620640.0,455400.0,1581840.0,1354045.0,0.0,12346.0,1339200.0,0.0,1300.0,9,3,789267.8888888889,8,1,no,no,not specific,no,not specific
621,AIY,AVK,0.0,0.0,0.0,63000.0,224760.0,0.0,0.0,26736.0,964080.0,1486.0,1626.0,6,4,213614.66666666666,4,2,no,no,not specific,no,core
622,AIY,AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,0.0,1,1,851.0,0,1,no,no,not specific,no,not specific
624,AIY,AWA,379560.0,772608.0,658320.0,541320.0,2343360.0,3793826.0,38704.0,53941.0,6075840.0,36094.0,23149.0,11,4,1337883.8181818181,9,2,no,no,core,no,core
625,AIY,AWB,920280.0,1345536.0,848760.0,978720.0,2036280.0,2044752.0,12311.0,9596.0,1951920.0,1019.0,1030.0,11,4,922745.8181818182,9,2,no,no,core,no,core
626,AIY,AWC,1774680.0,2766336.0,1504800.0,1628760.0,5057640.0,5239447.0,42421.0,68969.0,8634720.0,4871.0,69002.0,11,4,2435604.1818181816,9,2,no,no,core,no,core
627,AIY,BAG,846960.0,1942016.0,1212960.0,1639440.0,3374160.0,4800827.0,30255.0,10593.0,6618480.0,2649.0,2507.0,11,4,1861895.1818181819,9,2,no,no,core,no,core
628,AIY,BDU,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,288.0,85680.0,0.0,0.0,3,2,29016.0,3,0,no,no,not specific,no,cel_specific
629,AIY,CEP,5040.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3420.0,2,0,no,no,not specific,no,not specific
630,AIY,DB,0.0,0.0,0.0,428040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,428040.0,1,0,no,no,not specific,no,not specific
631,AIY,DVA,0.0,0.0,0.0,600.0,58680.0,0.0,187.0,350.0,0.0,0.0,0.0,4,1,14954.25,4,0,no,no,not specific,no,not specific
632,AIY,FLP,2160.0,66816.0,0.0,128040.0,0.0,35143.0,0.0,970.0,124320.0,0.0,0.0,6,2,59574.833333333336,6,0,no,no,not specific,no,cel_specific
634,AIY,IL1,16560.0,18944.0,2400.0,0.0,121800.0,18585.0,0.0,0.0,0.0,0.0,0.0,5,0,35657.8,5,0,no,no,not specific,no,not specific
635,AIY,IL2,18480.0,82944.0,3480.0,0.0,27960.0,0.0,0.0,0.0,4320.0,0.0,0.0,5,1,27436.8,5,0,no,no,not specific,no,not specific
636,AIY,OLL,2040.0,77824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,39932.0,2,0,no,no,not specific,no,not specific
637,AIY,OLQ,26160.0,0.0,0.0,0.0,66360.0,4730.0,0.0,0.0,0.0,0.0,0.0,3,0,32416.666666666668,3,0,no,no,not specific,no,not specific
638,AIY,PVC,86160.0,333824.0,45960.0,0.0,5400.0,8785.0,131.0,2912.0,72240.0,760.0,311.0,10,4,55648.3,8,2,no,no,not specific,no,core
640,AIY,PVP,0.0,0.0,6120.0,0.0,18120.0,337.0,0.0,0.0,0.0,0.0,0.0,3,0,8192.333333333334,3,0,no,no,not specific,no,not specific
641,AIY,PVQ,84600.0,9984.0,15240.0,123120.0,26640.0,184504.0,0.0,2338.0,180960.0,0.0,0.0,8,2,78423.25,8,0,no,no,not specific,no,cel_specific
642,AIY,RIA,1069680.0,1608448.0,954720.0,1177560.0,3761160.0,4227378.0,31531.0,52166.0,3148800.0,22202.0,26440.0,11,4,1461825.9090909092,9,2,no,no,core,no,core
643,AIY,RIB,1593360.0,2270976.0,1518000.0,3171480.0,5053680.0,6276187.0,62890.0,86805.0,8369040.0,33452.0,25360.0,11,4,2587384.5454545454,9,2,no,no,core,no,core
644,AIY,RIF,159600.0,274176.0,262320.0,66840.0,489240.0,479846.0,49.0,7266.0,207600.0,3971.0,5484.0,11,4,177853.81818181818,9,2,no,no,core,no,core
645,AIY,RIG,190560.0,0.0,170280.0,0.0,26520.0,337243.0,16.0,1764.0,0.0,0.0,0.0,6,1,121063.83333333333,6,0,no,no,not specific,no,not specific
646,AIY,RIH,546960.0,1015040.0,610560.0,372840.0,1893720.0,2386052.0,22305.0,31793.0,1390560.0,1720.0,3710.0,11,4,752296.3636363636,9,2,no,no,core,no,core
647,AIY,RIM,284520.0,307712.0,549720.0,119040.0,1161000.0,1170216.0,2022.0,7210.0,1063680.0,11233.0,9575.0,11,4,425993.45454545453,9,2,no,no,core,no,core
648,AIY,RIR,236280.0,649728.0,544680.0,132120.0,994680.0,2076855.0,20111.0,10155.0,1614480.0,0.0,0.0,9,2,697676.5555555555,9,0,yes,no,cel_specific,no,cel_specific
649,AIY,RIS,706320.0,480768.0,1051200.0,538200.0,1319280.0,1766645.0,296.0,1162.0,2781600.0,6459.0,8530.0,11,4,787314.5454545454,9,2,no,no,core,no,core
650,AIY,RIV,43200.0,101888.0,90000.0,50280.0,35520.0,0.0,0.0,44.0,71760.0,0.0,0.0,7,2,56098.857142857145,7,0,no,no,not specific,no,cel_specific
651,AIY,RME,0.0,41216.0,1440.0,74160.0,375480.0,0.0,0.0,788.0,770880.0,0.0,0.0,6,2,210660.66666666666,6,0,no,no,not specific,no,cel_specific
653,AIY,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,46560.0,0.0,0.0,2,2,23460.0,2,0,no,no,not specific,no,cel_specific
655,AIY,SIA,0.0,0.0,0.0,37080.0,406200.0,0.0,0.0,13858.0,257280.0,4213.0,1763.0,6,4,120065.66666666667,4,2,no,no,not specific,no,core
656,AIY,SIB,248400.0,440832.0,324000.0,112080.0,393240.0,631233.0,6989.0,1972.0,466320.0,2965.0,4499.0,11,4,239320.9090909091,9,2,no,no,core,no,core
657,AIY,SMB,296760.0,651264.0,422160.0,224400.0,1458600.0,779242.0,2929.0,18400.0,1953360.0,8312.0,8170.0,11,4,529417.9090909091,9,2,no,no,core,no,core
658,AIY,URX,165360.0,221440.0,239640.0,317760.0,319560.0,450109.0,2418.0,1792.0,714960.0,0.0,0.0,9,2,270337.6666666667,9,0,yes,no,cel_specific,no,cel_specific
659,AIY,URY,34680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,34680.0,1,0,no,no,not specific,no,not specific
660,AIZ,AIZ,326880.0,807680.0,558840.0,257880.0,1062960.0,1033021.0,10193.0,9641.0,1207200.0,2932.0,3027.0,11,4,480023.0909090909,9,2,no,no,core,no,core
662,AIZ,ASE,1021200.0,1779968.0,994440.0,1558920.0,3505680.0,3160902.0,39459.0,15991.0,3796080.0,64787.0,254.0,11,4,1448880.0909090908,9,2,no,no,core,no,core
663,AIZ,ASG,208680.0,248320.0,203760.0,53040.0,827280.0,1191843.0,0.0,27551.0,1247520.0,7602.0,7361.0,10,4,402295.7,8,2,no,no,not specific,no,core
664,AIZ,ASH,309240.0,830464.0,805080.0,634680.0,1300080.0,1543618.0,2930.0,20949.0,1426800.0,1304.0,3136.0,11,4,625298.2727272727,9,2,no,no,core,no,core
665,AIZ,ASI,59400.0,2048.0,87720.0,145320.0,12960.0,94954.0,146.0,518.0,152400.0,52864.0,30369.0,11,4,58063.545454545456,9,2,no,no,core,no,core
666,AIZ,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,1,1,146.0,0,1,no,no,not specific,no,not specific
667,AIZ,ASK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2047.0,2,2,1084.0,0,2,no,yes,pristi_specific,no,pristi_specific
668,AIZ,AUA,394320.0,737536.0,207840.0,664080.0,956880.0,1121892.0,12529.0,12242.0,2406960.0,12698.0,5239.0,11,4,593837.8181818182,9,2,no,no,core,no,core
669,AIZ,AVA,102000.0,30976.0,0.0,215880.0,113040.0,0.0,0.0,583.0,308880.0,69.0,850.0,8,4,96534.75,6,2,no,no,not specific,no,core
670,AIZ,AVB,249240.0,262400.0,317640.0,146400.0,766680.0,827903.0,73.0,17200.0,1487040.0,17781.0,11870.0,11,4,373111.54545454547,9,2,no,no,core,no,core
671,AIZ,AVD,112320.0,168448.0,258480.0,148080.0,156480.0,314264.0,3378.0,2635.0,574800.0,0.0,0.0,9,2,193209.44444444444,9,0,yes,no,cel_specific,no,cel_specific
672,AIZ,AVE,1914240.0,3611904.0,1614600.0,3113400.0,5891280.0,6777998.0,54645.0,68515.0,13686000.0,36837.0,4947.0,11,4,3343124.1818181816,9,2,no,no,core,no,core
674,AIZ,AVH,477240.0,1191168.0,631800.0,456000.0,1128840.0,488970.0,1468.0,1697.0,92640.0,0.0,0.0,9,2,496647.0,9,0,yes,no,cel_specific,no,cel_specific
675,AIZ,AVJ,2040.0,0.0,0.0,0.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2640.0,2,0,no,no,not specific,no,not specific
676,AIZ,AVK,172920.0,370688.0,339120.0,0.0,318600.0,451121.0,701.0,962.0,1076880.0,9421.0,1503.0,10,4,274191.6,8,2,no,no,not specific,no,core
677,AIZ,AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7680.0,0.0,0.0,1,1,7680.0,1,0,no,no,not specific,no,not specific
679,AIZ,AWA,162720.0,1102592.0,873840.0,1266840.0,3744960.0,4389580.0,36727.0,52583.0,7121760.0,70166.0,44464.0,11,4,1715112.0,9,2,no,no,core,no,core
680,AIZ,AWB,812160.0,1576704.0,1210080.0,1114560.0,4203960.0,3948595.0,28691.0,38535.0,6006720.0,37018.0,25749.0,11,4,1727524.7272727273,9,2,no,no,core,no,core
681,AIZ,AWC,254040.0,843776.0,633240.0,575040.0,1799040.0,1847744.0,16675.0,12530.0,3277920.0,250.0,35359.0,11,4,845055.8181818182,9,2,no,no,core,no,core
682,AIZ,BAG,565920.0,976640.0,534480.0,761280.0,1076160.0,1291191.0,5509.0,7964.0,1541040.0,12487.0,12525.0,11,4,616836.0,9,2,no,no,core,no,core
683,AIZ,BDU,0.0,0.0,0.0,0.0,5280.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5280.0,1,0,no,no,not specific,no,not specific
684,AIZ,CEP,0.0,0.0,0.0,17520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,17520.0,1,0,no,no,not specific,no,not specific
685,AIZ,DA,9840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9840.0,1,0,no,no,not specific,no,not specific
686,AIZ,DVA,903480.0,1491456.0,1287360.0,1437840.0,3074160.0,4501093.0,27553.0,33057.0,7142880.0,4991.0,49.0,11,4,1809447.1818181819,9,2,no,no,core,no,core
687,AIZ,DVC,108360.0,503552.0,616920.0,204480.0,618120.0,797152.0,9069.0,9774.0,1167600.0,0.0,0.0,9,2,448336.3333333333,9,0,yes,no,cel_specific,no,cel_specific
688,AIZ,FLP,0.0,0.0,0.0,20640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,20640.0,1,0,no,no,not specific,no,not specific
690,AIZ,IL1,9600.0,32256.0,0.0,4200.0,19560.0,6758.0,0.0,0.0,0.0,0.0,312.0,6,1,12114.333333333334,5,1,no,no,not specific,no,not specific
691,AIZ,IL2,0.0,0.0,0.0,1440.0,7320.0,23654.0,184.0,0.0,0.0,0.0,736.0,5,1,6666.8,4,1,no,no,not specific,no,not specific
692,AIZ,OLQ,34200.0,27136.0,0.0,6240.0,3600.0,25005.0,0.0,0.0,0.0,459.0,0.0,6,1,16106.666666666666,5,1,no,no,not specific,no,not specific
693,AIZ,PVC,0.0,0.0,14640.0,4200.0,57240.0,0.0,0.0,0.0,0.0,0.0,1093.0,4,1,19293.25,3,1,no,no,not specific,no,not specific
694,AIZ,PVP,7800.0,0.0,12480.0,27720.0,597000.0,8785.0,2433.0,967.0,192240.0,2481.0,415.0,10,4,85232.1,8,2,no,no,not specific,no,core
695,AIZ,PVQ,3360.0,768.0,0.0,78480.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,4,1,20757.25,3,1,no,no,not specific,no,not specific
696,AIZ,PVT,0.0,0.0,0.0,2160.0,28320.0,226744.0,143.0,0.0,0.0,0.0,0.0,4,0,64341.75,4,0,no,no,not specific,no,not specific
697,AIZ,RIA,2264640.0,3275776.0,2702880.0,3230280.0,8398440.0,8668322.0,79226.0,106128.0,11744880.0,62039.0,49141.0,11,4,3689250.1818181816,9,2,no,no,core,no,core
698,AIZ,RIB,1143840.0,1509376.0,1230240.0,2344920.0,4407840.0,3993537.0,32231.0,32790.0,6953040.0,90237.0,50013.0,11,4,1980733.0909090908,9,2,no,no,core,no,core
699,AIZ,RIC,58440.0,218112.0,62640.0,244080.0,440040.0,17909.0,42.0,5252.0,930240.0,5455.0,958.0,11,4,180288.0,9,2,no,no,core,no,core
700,AIZ,RID,82320.0,227840.0,27600.0,49560.0,65400.0,378132.0,1100.0,415.0,167040.0,0.0,3762.0,10,3,100316.9,9,1,no,no,not specific,no,not specific
701,AIZ,RIF,0.0,0.0,0.0,17160.0,54720.0,162539.0,68.0,5152.0,85440.0,0.0,2451.0,7,3,46790.0,6,1,no,no,not specific,no,not specific
702,AIZ,RIG,1146600.0,2036992.0,1216800.0,1235160.0,3037080.0,4166552.0,25598.0,48093.0,6018720.0,6020.0,6384.0,11,4,1722181.7272727273,9,2,no,no,core,no,core
703,AIZ,RIH,714360.0,1489920.0,1166640.0,440040.0,1968360.0,2108282.0,29070.0,29234.0,7182000.0,5470.0,8893.0,11,4,1376569.9090909092,9,2,no,no,core,no,core
704,AIZ,RIM,1504920.0,3279616.0,1694400.0,2103840.0,4857840.0,6538751.0,35855.0,47900.0,11597040.0,62069.0,29638.0,11,4,2886533.5454545454,9,2,no,no,core,no,core
705,AIZ,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5233.0,3163.0,2,2,4198.0,0,2,no,yes,pristi_specific,no,pristi_specific
706,AIZ,RIR,1062360.0,1006848.0,1023960.0,1489200.0,2678880.0,1620663.0,12896.0,27910.0,4427280.0,27676.0,9966.0,11,4,1217058.0909090908,9,2,no,no,core,no,core
707,AIZ,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1,1,66.0,0,1,no,no,not specific,no,not specific
708,AIZ,RIV,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4200.0,1,0,no,no,not specific,no,not specific
709,AIZ,RMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,132.0,2,2,155.5,0,2,no,yes,pristi_specific,no,pristi_specific
710,AIZ,RME,840.0,3584.0,0.0,4800.0,49440.0,29736.0,16.0,0.0,12720.0,0.0,0.0,7,1,14448.0,7,0,no,no,not specific,no,not specific
712,AIZ,RMG,0.0,0.0,0.0,0.0,47040.0,30074.0,0.0,0.0,0.0,0.0,0.0,2,0,38557.0,2,0,no,no,not specific,no,not specific
714,AIZ,SAA,162720.0,5888.0,84720.0,10320.0,34680.0,0.0,39.0,373.0,0.0,0.0,0.0,7,1,42677.142857142855,7,0,no,no,not specific,no,not specific
716,AIZ,SIA,316320.0,434944.0,166320.0,285000.0,636480.0,604538.0,6473.0,5912.0,1596000.0,5335.0,6402.0,11,4,369429.45454545453,9,2,no,no,core,no,core
717,AIZ,SIB,249600.0,644864.0,225120.0,288360.0,1203720.0,1072218.0,2851.0,8724.0,2293440.0,6489.0,3743.0,11,4,545375.3636363636,9,2,no,no,core,no,core
718,AIZ,SMB,2969040.0,4724480.0,3736920.0,4755960.0,10293360.0,12358069.0,92179.0,150897.0,18567360.0,127607.0,69889.0,11,4,5258705.545454546,9,2,no,no,core,no,core
719,AIZ,SMD,2760.0,0.0,2880.0,74040.0,12600.0,0.0,167.0,1504.0,15120.0,24.0,0.0,8,3,13636.875,7,1,no,no,not specific,no,not specific
720,AIZ,URA,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3120.0,1,0,no,no,not specific,no,not specific
721,AIZ,URX,149040.0,19968.0,50760.0,474240.0,207240.0,231136.0,799.0,186.0,721680.0,314.0,582.0,11,4,168722.27272727274,9,2,no,no,core,no,core
722,AIZ,URY,94440.0,70656.0,0.0,18240.0,16200.0,111174.0,416.0,811.0,8400.0,5283.0,2561.0,10,4,32818.1,8,2,no,no,not specific,no,core
724,ALA,ALM,34200.0,27648.0,8400.0,48000.0,3480.0,16220.0,187.0,778.0,82800.0,0.0,0.0,9,2,24634.777777777777,9,0,yes,no,cel_specific,no,cel_specific
725,ALA,ALN,0.0,0.0,0.0,2400.0,3240.0,15544.0,0.0,105.0,36960.0,168.0,0.0,6,3,9736.166666666666,5,1,no,no,not specific,no,not specific
726,ALA,ASE,0.0,14848.0,10200.0,35400.0,82560.0,100362.0,1493.0,444.0,91200.0,2965.0,0.0,9,3,37719.11111111111,8,1,no,no,not specific,no,not specific
727,ALA,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,134.0,2,2,270.0,0,2,no,yes,pristi_specific,no,pristi_specific
728,ALA,ASH,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1560.0,1,0,no,no,not specific,no,not specific
729,ALA,ASI,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738.0,2,1,5465.0,1,1,no,no,not specific,no,not specific
730,ALA,ASJ,500520.0,726016.0,197160.0,831360.0,1190040.0,902583.0,14894.0,23978.0,4015920.0,16510.0,8249.0,11,4,766111.8181818182,9,2,no,no,core,no,core
731,ALA,ASK,275280.0,633344.0,618360.0,215160.0,851640.0,1079991.0,17755.0,12691.0,2338560.0,7229.0,3586.0,11,4,550326.9090909091,9,2,no,no,core,no,core
732,ALA,AVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2613.0,91440.0,0.0,0.0,2,2,47026.5,2,0,no,no,not specific,no,cel_specific
733,ALA,AVD,44040.0,79872.0,44520.0,65880.0,67200.0,150036.0,867.0,3810.0,256800.0,2490.0,1344.0,11,4,65169.0,9,2,no,no,core,no,core
734,ALA,AVE,351720.0,233728.0,165000.0,358200.0,725760.0,692735.0,15451.0,23020.0,1358400.0,6659.0,3169.0,11,4,357622.0,9,2,no,no,core,no,core
736,ALA,AVH,1440.0,11776.0,84960.0,13680.0,190080.0,243301.0,2403.0,1127.0,284160.0,0.0,0.0,9,2,92547.44444444444,9,0,yes,no,cel_specific,no,cel_specific
737,ALA,AVJ,2760.0,58368.0,74160.0,101040.0,122160.0,85493.0,2104.0,1911.0,310080.0,1469.0,497.0,11,4,69094.72727272728,9,2,no,no,core,no,core
738,ALA,AWA,0.0,18944.0,0.0,3240.0,0.0,20613.0,0.0,0.0,92400.0,0.0,798.0,5,2,27199.0,4,1,no,no,not specific,no,not specific
739,ALA,AWC,0.0,15360.0,0.0,0.0,0.0,8785.0,0.0,574.0,0.0,0.0,0.0,3,1,8239.666666666666,3,0,no,no,not specific,no,not specific
740,ALA,CAN,35880.0,656384.0,243120.0,402840.0,489960.0,925562.0,0.0,0.0,891120.0,19858.0,6717.0,9,3,407937.8888888889,7,2,no,no,not specific,no,not specific
741,ALA,CEP,5280.0,6144.0,0.0,0.0,59160.0,0.0,0.0,152.0,0.0,0.0,181.0,5,2,14183.4,4,1,no,no,not specific,no,not specific
743,ALA,IL1,167520.0,98560.0,62760.0,231480.0,239760.0,170648.0,1197.0,2758.0,189600.0,3688.0,238.0,11,4,106200.81818181818,9,2,no,no,core,no,core
744,ALA,IL2,53520.0,129792.0,80040.0,178800.0,126000.0,142262.0,1871.0,1362.0,370080.0,958.0,151.0,11,4,98621.45454545454,9,2,no,no,core,no,core
745,ALA,OLL,35880.0,67328.0,28800.0,45840.0,76560.0,51701.0,909.0,1242.0,113520.0,405.0,88.0,11,4,38388.454545454544,9,2,no,no,core,no,core
746,ALA,OLQ,74040.0,103680.0,54240.0,54720.0,78000.0,191938.0,480.0,948.0,203040.0,778.0,110.0,11,4,69270.36363636363,9,2,no,no,core,no,core
748,ALA,PVQ,513840.0,1042688.0,431040.0,959640.0,517440.0,1895393.0,23507.0,19120.0,4570800.0,6665.0,1900.0,11,4,907457.5454545454,9,2,no,no,core,no,core
749,ALA,RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3872.0,0.0,0.0,0.0,1,1,3872.0,1,0,no,no,not specific,no,not specific
750,ALA,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43047.0,0.0,0.0,0.0,1,1,43047.0,1,0,no,no,not specific,no,not specific
751,ALA,RIF,33840.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,21600.0,829.0,0.0,4,3,14113.5,3,1,no,no,not specific,no,not specific
752,ALA,RIR,37800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,37800.0,1,0,no,no,not specific,no,not specific
753,ALA,RMD,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,7304.0,28320.0,0.0,0.0,3,2,17874.666666666668,3,0,no,no,not specific,no,cel_specific
754,ALA,RMG,0.0,0.0,0.0,6120.0,1440.0,0.0,0.0,0.0,74160.0,0.0,0.0,3,1,27240.0,3,0,no,no,not specific,no,not specific
755,ALA,SAA,1800.0,0.0,840.0,253200.0,0.0,21626.0,48.0,2237.0,48240.0,0.0,0.0,7,2,46855.857142857145,7,0,no,no,not specific,no,cel_specific
756,ALA,SIA,18360.0,87552.0,39000.0,63600.0,44040.0,112865.0,2867.0,1409.0,118080.0,514.0,825.0,11,4,44464.72727272727,9,2,no,no,core,no,core
757,ALA,SIB,50280.0,67840.0,27000.0,41640.0,113400.0,116243.0,946.0,851.0,176400.0,691.0,486.0,11,4,54161.545454545456,9,2,no,no,core,no,core
758,ALA,SMB,4680.0,0.0,7080.0,23400.0,344280.0,0.0,0.0,192.0,204240.0,0.0,0.0,6,2,97312.0,6,0,no,no,not specific,no,cel_specific
759,ALA,SMD,26400.0,44544.0,1680.0,23400.0,89280.0,70625.0,375.0,222.0,108960.0,1506.0,1854.0,11,4,33531.454545454544,9,2,no,no,core,no,core
760,ALA,URA,0.0,0.0,0.0,1560.0,0.0,13178.0,0.0,0.0,13440.0,0.0,35.0,4,2,7053.25,3,1,no,no,not specific,no,not specific
761,ALA,URB,53520.0,6912.0,46560.0,7200.0,11160.0,61501.0,0.0,0.0,130320.0,0.0,0.0,7,1,45310.42857142857,7,0,no,no,not specific,no,not specific
762,ALA,URX,87600.0,95744.0,77760.0,90960.0,302160.0,337581.0,969.0,31320.0,221520.0,585.0,115.0,11,4,113301.27272727272,9,2,no,no,core,no,core
763,ALA,URY,52680.0,86784.0,27960.0,43320.0,97200.0,85155.0,372.0,1334.0,101040.0,815.0,46.0,11,4,45155.09090909091,9,2,no,no,core,no,core
765,ALM,ALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56720.0,18830.0,2,2,37775.0,0,2,no,yes,pristi_specific,no,pristi_specific
766,ALM,ALN,0.0,0.0,0.0,79920.0,12000.0,0.0,0.0,259.0,50640.0,5049.0,150.0,6,4,24669.666666666668,4,2,no,no,not specific,no,core
768,ALM,ASE,0.0,28672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28672.0,1,0,no,no,not specific,no,not specific
769,ALM,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1,1,8.0,0,1,no,no,not specific,no,not specific
770,ALM,ASH,6000.0,0.0,138240.0,33360.0,15720.0,42915.0,839.0,0.0,0.0,0.0,0.0,6,0,39512.333333333336,6,0,no,no,not specific,no,not specific
771,ALM,ASJ,33000.0,96000.0,20640.0,0.0,104280.0,66231.0,459.0,1200.0,432960.0,2229.0,8.0,10,4,75700.7,8,2,no,no,not specific,no,core
772,ALM,ASK,0.0,0.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,27000.0,1,0,no,no,not specific,no,not specific
773,ALM,AVA,0.0,13568.0,3840.0,0.0,66960.0,12165.0,0.0,183.0,0.0,0.0,0.0,5,1,19343.2,5,0,no,no,not specific,no,not specific
774,ALM,AVB,192360.0,477440.0,377160.0,288960.0,1317840.0,1042482.0,13225.0,8044.0,3062160.0,18082.0,17006.0,11,4,619523.5454545454,9,2,no,no,core,no,core
775,ALM,AVD,414360.0,1053952.0,847800.0,939360.0,1874640.0,4053010.0,30974.0,26865.0,6349920.0,47043.0,29737.0,11,4,1424332.8181818181,9,2,no,no,core,no,core
776,ALM,AVE,111480.0,206336.0,106320.0,195480.0,322320.0,169635.0,3668.0,2872.0,208800.0,1124.0,994.0,11,4,120820.81818181818,9,2,no,no,core,no,core
778,ALM,AVH,256800.0,522752.0,267480.0,408720.0,629040.0,468356.0,3477.0,505.0,923760.0,0.0,0.0,9,2,386765.55555555556,9,0,yes,no,cel_specific,no,cel_specific
779,ALM,AVJ,392760.0,285952.0,626280.0,500760.0,1016760.0,1161429.0,15332.0,1816.0,2241120.0,1827.0,4761.0,11,4,568072.4545454546,9,2,no,no,core,no,core
780,ALM,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1,1,56.0,0,1,no,no,not specific,no,not specific
