,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult
426,AIB,AWB,366000.0,473088.0,200280.0,260520.0,686880.0,737338.0,4180.0,3374.0,674640.0,2270.0,9915.0,11,4,310771.36363636365,9,2,no,no,core,no,core
427,AIB,AWC,2852520.0,3435008.0,2380200.0,3203880.0,8165040.0,7398758.0,67875.0,78777.0,14346240.0,44510.0,75952.0,11,4,3822614.5454545454,9,2,no,no,core,no,core
428,AIB,BAG,730920.0,840448.0,591600.0,397800.0,784440.0,1474681.0,2529.0,2530.0,2191920.0,19537.0,12907.0,11,4,640846.5454545454,9,2,no,no,core,no,core
429,AIB,CEP,42720.0,38144.0,360.0,120.0,0.0,5744.0,0.0,0.0,0.0,0.0,0.0,5,0,17417.6,5,0,no,no,not specific,no,not specific
430,AIB,DB,0.0,0.0,0.0,7920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7920.0,1,0,no,no,not specific,no,not specific
431,AIB,DVA,181440.0,449536.0,329760.0,600000.0,621600.0,1035386.0,18338.0,17580.0,2022960.0,7752.0,5407.0,11,4,480887.1818181818,9,2,no,no,core,no,core
432,AIB,DVC,675240.0,2331648.0,1370880.0,1250280.0,1967160.0,3131504.0,22905.0,27898.0,5182800.0,16864.0,7424.0,11,4,1453145.7272727273,9,2,no,no,core,no,core
433,AIB,FLP,720.0,265472.0,134400.0,125280.0,148920.0,1072218.0,9035.0,10654.0,1560720.0,0.0,0.0,9,2,369713.22222222225,9,0,yes,no,cel_specific,no,cel_specific
435,AIB,IL1,64320.0,175616.0,194760.0,85320.0,253680.0,246004.0,481.0,1024.0,510720.0,1434.0,232.0,11,4,139417.36363636365,9,2,no,no,core,no,core
436,AIB,IL2,155760.0,163072.0,130560.0,132360.0,291720.0,274389.0,1252.0,1121.0,448560.0,452.0,1188.0,11,4,145494.0,9,2,no,no,core,no,core
437,AIB,OLL,64920.0,77824.0,97560.0,52080.0,308640.0,140574.0,0.0,1057.0,96240.0,0.0,701.0,9,3,93288.44444444444,8,1,no,no,not specific,no,not specific
438,AIB,OLQ,5040.0,0.0,0.0,5040.0,9720.0,34805.0,0.0,0.0,4080.0,635.0,101.0,7,3,8488.714285714286,5,2,no,no,not specific,no,not specific
440,AIB,PVC,0.0,13056.0,0.0,0.0,18720.0,22640.0,158.0,0.0,151440.0,90.0,2634.0,7,3,29819.714285714286,5,2,no,no,not specific,no,not specific
441,AIB,PVP,136800.0,436992.0,464160.0,535920.0,680640.0,184165.0,3342.0,9686.0,2361360.0,2489.0,10605.0,11,4,438741.7272727273,9,2,no,no,core,no,core
442,AIB,PVQ,230040.0,450560.0,405240.0,24120.0,386640.0,254790.0,0.0,95.0,141120.0,1098.0,13629.0,10,4,190733.2,8,2,no,no,not specific,no,core
443,AIB,PVT,294120.0,707328.0,915000.0,782760.0,1197000.0,1364520.0,6294.0,15882.0,5113920.0,23104.0,5021.0,11,4,947722.6363636364,9,2,no,no,core,no,core
444,AIB,RIA,268080.0,145920.0,103800.0,259920.0,696840.0,516003.0,4714.0,7520.0,391920.0,4738.0,432.0,11,4,218171.54545454544,9,2,no,no,core,no,core
445,AIB,RIB,447360.0,843008.0,276480.0,1406640.0,1537560.0,1331741.0,10794.0,11792.0,4638000.0,3731.0,2078.0,11,4,955380.3636363636,9,2,no,no,core,no,core
446,AIB,RIC,175080.0,0.0,239880.0,60480.0,168720.0,639682.0,3129.0,8595.0,175680.0,999.0,3250.0,10,4,147549.5,8,2,no,no,not specific,no,core
447,AIB,RID,50880.0,125952.0,24480.0,101640.0,165480.0,94955.0,1596.0,1461.0,315600.0,0.0,530.0,10,3,88257.4,9,1,no,no,not specific,no,not specific
448,AIB,RIF,108600.0,312320.0,58200.0,463680.0,241680.0,137194.0,7265.0,9749.0,1415040.0,510.0,0.0,10,3,275423.8,9,1,no,no,not specific,no,not specific
449,AIB,RIG,1627320.0,2723584.0,1082520.0,1782840.0,2471520.0,4502106.0,33876.0,33953.0,7623840.0,12408.0,15169.0,11,4,1991739.6363636365,9,2,no,no,core,no,core
450,AIB,RIH,0.0,47872.0,87120.0,0.0,26400.0,0.0,0.0,0.0,0.0,3321.0,2180.0,5,2,33378.6,3,2,no,no,not specific,no,pristi_specific
451,AIB,RIM,2387160.0,5039872.0,4093200.0,3895200.0,8360280.0,9429318.0,76607.0,81155.0,12653040.0,49105.0,43628.0,11,4,4191687.727272727,9,2,no,no,core,no,core
452,AIB,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,1025.0,2,2,1323.5,0,2,no,yes,pristi_specific,no,pristi_specific
453,AIB,RIR,116640.0,144640.0,337920.0,166560.0,663120.0,789043.0,3808.0,2938.0,998880.0,5332.0,1297.0,11,4,293652.54545454547,9,2,no,no,core,no,core
454,AIB,RIS,480.0,292096.0,127200.0,153960.0,1740480.0,1057351.0,3805.0,9486.0,1235040.0,5335.0,1224.0,11,4,420587.0,9,2,no,no,core,no,core
455,AIB,RIV,1256520.0,2288896.0,1219080.0,1008600.0,2631000.0,1299977.0,12023.0,19753.0,3683280.0,8898.0,7795.0,11,4,1221438.3636363635,9,2,no,no,core,no,core
456,AIB,RMD,11880.0,0.0,84120.0,19680.0,0.0,12165.0,989.0,1602.0,16800.0,5526.0,2207.0,9,4,17218.777777777777,7,2,no,no,not specific,no,core
457,AIB,RME,97560.0,102400.0,399480.0,578760.0,1038000.0,685638.0,2275.0,3097.0,1551840.0,0.0,0.0,9,2,495450.0,9,0,yes,no,cel_specific,no,cel_specific
459,AIB,RMG,159600.0,387072.0,719640.0,191520.0,385920.0,742747.0,7267.0,6965.0,1203120.0,108.0,0.0,10,3,380395.9,9,1,no,no,not specific,no,not specific
461,AIB,SAA,1654920.0,2237184.0,1035360.0,2034360.0,2083080.0,2133625.0,11869.0,15055.0,4100880.0,11483.0,10262.0,11,4,1393461.6363636365,9,2,no,no,core,no,core
464,AIB,SIA,746880.0,1083136.0,545640.0,1254960.0,4096080.0,3037560.0,30265.0,29281.0,4038720.0,38231.0,53421.0,11,4,1359470.3636363635,9,2,no,no,core,no,core
465,AIB,SIB,449520.0,351488.0,553680.0,560760.0,1506480.0,1429400.0,9567.0,8678.0,2220960.0,9771.0,11695.0,11,4,646545.3636363636,9,2,no,no,core,no,core
466,AIB,SMB,621120.0,626176.0,880440.0,268800.0,1615800.0,1051268.0,13773.0,10071.0,1664880.0,23030.0,22883.0,11,4,618021.9090909091,9,2,no,no,core,no,core
467,AIB,SMD,1740120.0,2435072.0,1891920.0,2893080.0,4811520.0,4089167.0,35027.0,29473.0,9237600.0,55548.0,49684.0,11,4,2478928.272727273,9,2,no,no,core,no,core
468,AIB,URA,172440.0,180736.0,179160.0,74520.0,179160.0,381172.0,790.0,1661.0,398160.0,859.0,285.0,11,4,142631.18181818182,9,2,no,no,core,no,core
469,AIB,URB,10800.0,0.0,97320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,54060.0,2,0,no,no,not specific,no,not specific
470,AIB,URX,106320.0,312576.0,10200.0,29520.0,152040.0,153414.0,662.0,429.0,218640.0,0.0,0.0,9,2,109311.22222222222,9,0,yes,no,cel_specific,no,cel_specific
471,AIB,URY,422760.0,512000.0,455160.0,394200.0,771000.0,914749.0,1986.0,2637.0,899280.0,12514.0,7889.0,11,4,399470.45454545453,9,2,no,no,core,no,core
474,AIM,AIM,98040.0,196352.0,48840.0,137760.0,173280.0,190924.0,1490.0,1115.0,366240.0,2644.0,625.0,11,4,110664.54545454546,9,2,no,no,core,no,core
475,AIM,AIN,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,600.0,1,0,no,no,not specific,no,not specific
476,AIM,AIY,79680.0,52992.0,43680.0,326520.0,711960.0,149022.0,1572.0,28837.0,1873680.0,30294.0,12380.0,11,4,300965.1818181818,9,2,no,no,core,no,core
477,AIM,AIZ,7680.0,73472.0,60960.0,44760.0,173640.0,165580.0,371.0,196.0,1049280.0,2785.0,626.0,11,4,143577.27272727274,9,2,no,no,core,no,core
478,AIM,ALA,20880.0,0.0,0.0,12360.0,61440.0,102051.0,771.0,4347.0,9840.0,3116.0,197.0,9,4,23889.11111111111,7,2,no,no,not specific,no,core
479,AIM,ALM,98040.0,485632.0,226440.0,607320.0,782160.0,1484820.0,9265.0,14226.0,2350080.0,3165.0,700.0,11,4,551077.0909090909,9,2,no,no,core,no,core
480,AIM,ALN,0.0,0.0,0.0,0.0,44760.0,7772.0,0.0,0.0,0.0,975.0,888.0,4,2,13598.75,2,2,no,no,not specific,no,pristi_specific
481,AIM,ASE,2520.0,57088.0,169200.0,240.0,11880.0,6082.0,0.0,232.0,58560.0,82.0,2428.0,10,4,30831.2,8,2,no,no,not specific,no,core
482,AIM,ASG,1024680.0,2102272.0,1235160.0,2346720.0,3913680.0,4539954.0,44784.0,70148.0,11157360.0,43443.0,32671.0,11,4,2410079.272727273,9,2,no,no,core,no,core
483,AIM,ASH,282000.0,425472.0,547560.0,778800.0,364200.0,440985.0,5162.0,659.0,712800.0,436.0,3144.0,11,4,323747.0909090909,9,2,no,no,core,no,core
484,AIM,ASI,0.0,9472.0,0.0,312600.0,102840.0,175718.0,0.0,132.0,72480.0,14996.0,5033.0,8,4,86658.875,6,2,no,no,not specific,no,core
485,AIM,ASJ,2267880.0,3155968.0,1385400.0,3559080.0,4223640.0,5337445.0,55372.0,63931.0,11054640.0,60963.0,60472.0,11,4,2838617.3636363638,9,2,no,no,core,no,core
486,AIM,ASK,287640.0,164096.0,300480.0,263880.0,1744800.0,2733434.0,8553.0,14110.0,3879360.0,5111.0,8771.0,11,4,855475.9090909091,9,2,no,no,core,no,core
487,AIM,AUA,0.0,0.0,0.0,0.0,0.0,21626.0,877.0,61.0,20880.0,0.0,0.0,4,2,10861.0,4,0,no,no,not specific,no,cel_specific
488,AIM,AVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,20160.0,2498.0,42.0,4,4,5747.0,2,2,no,no,not specific,no,core
489,AIM,AVB,0.0,0.0,2880.0,20040.0,345240.0,6758.0,0.0,1314.0,695040.0,9036.0,11063.0,8,4,136421.375,6,2,no,no,not specific,no,core
490,AIM,AVD,63240.0,88832.0,45480.0,233280.0,304080.0,446729.0,2482.0,6845.0,734640.0,2394.0,489.0,11,4,175317.36363636365,9,2,no,no,core,no,core
491,AIM,AVE,208680.0,295936.0,215760.0,197760.0,692520.0,272363.0,3512.0,1641.0,712800.0,4871.0,5147.0,11,4,237362.72727272726,9,2,no,no,core,no,core
493,AIM,AVH,69960.0,224000.0,89640.0,101400.0,149640.0,328120.0,2730.0,7481.0,647760.0,0.0,0.0,9,2,180081.22222222222,9,0,yes,no,cel_specific,no,cel_specific
494,AIM,AVJ,61920.0,113152.0,51600.0,205200.0,187320.0,246005.0,3575.0,1479.0,523200.0,3311.0,3551.0,11,4,127301.18181818182,9,2,no,no,core,no,core
495,AIM,AVK,0.0,0.0,0.0,23400.0,39480.0,0.0,0.0,2236.0,441600.0,27711.0,10459.0,6,4,90814.33333333333,4,2,no,no,not specific,no,core
496,AIM,AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827.0,1,1,2827.0,0,1,no,no,not specific,no,not specific
498,AIM,AWA,325800.0,329984.0,357000.0,78720.0,316080.0,217282.0,0.0,0.0,596880.0,2370.0,6851.0,9,3,247885.22222222222,7,2,no,no,not specific,no,not specific
499,AIM,AWB,121920.0,49152.0,104160.0,33600.0,204360.0,949554.0,3804.0,3579.0,1491360.0,9653.0,8329.0,11,4,270861.0,9,2,no,no,core,no,core
500,AIM,AWC,11640.0,84480.0,20640.0,11400.0,0.0,31764.0,0.0,0.0,66480.0,0.0,5266.0,7,2,33095.71428571428,6,1,no,no,not specific,no,not specific
501,AIM,BDU,70800.0,65024.0,1800.0,78480.0,135960.0,5744.0,1510.0,1436.0,958320.0,446.0,0.0,10,3,131952.0,9,1,no,no,not specific,no,not specific
502,AIM,CAN,0.0,0.0,0.0,9240.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2,1,4627.5,1,1,no,no,not specific,no,not specific
503,AIM,CEP,179160.0,128768.0,165720.0,127560.0,339000.0,557567.0,1406.0,17636.0,1179840.0,6707.0,3075.0,11,4,246039.9090909091,9,2,no,no,core,no,core
504,AIM,DA,122520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,122520.0,1,0,no,no,not specific,no,not specific
505,AIM,DB,11040.0,0.0,74880.0,29760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,38560.0,3,0,no,no,not specific,no,not specific
506,AIM,DVA,5520.0,23552.0,0.0,19080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,16050.666666666666,3,0,no,no,not specific,no,not specific
507,AIM,DVC,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2520.0,1,0,no,no,not specific,no,not specific
508,AIM,FLP,0.0,4864.0,0.0,0.0,0.0,0.0,0.0,558.0,131040.0,0.0,0.0,3,2,45487.333333333336,3,0,no,no,not specific,no,cel_specific
510,AIM,IL1,20520.0,55808.0,42240.0,24600.0,109080.0,111175.0,0.0,1138.0,119280.0,0.0,966.0,9,3,53867.444444444445,8,1,no,no,not specific,no,not specific
511,AIM,IL2,87960.0,36096.0,108720.0,102240.0,217440.0,99010.0,0.0,0.0,0.0,109.0,61.0,8,2,81454.5,6,2,no,no,not specific,no,pristi_specific
512,AIM,OLL,52680.0,55808.0,14520.0,37320.0,49680.0,50688.0,0.0,0.0,0.0,385.0,1038.0,8,2,32764.875,6,2,no,no,not specific,no,pristi_specific
513,AIM,OLQ,37800.0,51968.0,50520.0,59520.0,103440.0,142601.0,757.0,1098.0,241440.0,3218.0,3418.0,11,4,63252.72727272727,9,2,no,no,core,no,core
515,AIM,PVC,0.0,38656.0,0.0,12600.0,0.0,0.0,0.0,2142.0,88320.0,1668.0,1261.0,6,4,24107.833333333332,4,2,no,no,not specific,no,core
517,AIM,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.0,147.0,2,2,940.5,0,2,no,yes,pristi_specific,no,pristi_specific
518,AIM,PVQ,1042200.0,2185728.0,1804920.0,1170000.0,2666040.0,1762928.0,2660.0,13221.0,2542080.0,14055.0,13298.0,11,4,1201557.2727272727,9,2,no,no,core,no,core
519,AIM,PVR,0.0,0.0,3000.0,0.0,3240.0,0.0,721.0,1175.0,11760.0,0.0,0.0,5,2,3979.2,5,0,no,no,not specific,no,cel_specific
520,AIM,RIC,101640.0,190464.0,233640.0,324480.0,810000.0,859668.0,0.0,6148.0,1334400.0,0.0,0.0,8,2,482555.0,8,0,no,no,not specific,no,cel_specific
521,AIM,RID,149760.0,91904.0,206520.0,0.0,0.0,135168.0,0.0,3420.0,0.0,0.0,147.0,6,2,97819.83333333333,5,1,no,no,not specific,no,not specific
522,AIM,RIF,426480.0,582912.0,238560.0,650160.0,736080.0,546415.0,6316.0,15755.0,3516480.0,21834.0,3780.0,11,4,613161.0909090909,9,2,no,no,core,no,core
523,AIM,RIG,0.0,0.0,0.0,0.0,6840.0,0.0,0.0,0.0,237840.0,450.0,0.0,3,2,81710.0,2,1,no,no,not specific,no,not specific
524,AIM,RIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7886.0,0.0,0.0,0.0,1,1,7886.0,1,0,no,no,not specific,no,not specific
525,AIM,RIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2161.0,0.0,1,1,2161.0,0,1,no,no,not specific,no,not specific
526,AIM,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,1,1,582.0,0,1,no,no,not specific,no,not specific
527,AIM,RIR,4920.0,0.0,0.0,0.0,0.0,0.0,28.0,4858.0,0.0,0.0,0.0,3,1,3268.6666666666665,3,0,no,no,not specific,no,not specific
528,AIM,RIS,0.0,65536.0,68400.0,56760.0,489360.0,292976.0,0.0,1844.0,0.0,22347.0,12227.0,8,3,126181.25,6,2,no,no,not specific,no,not specific
529,AIM,RMD,16200.0,0.0,0.0,1800.0,0.0,0.0,2077.0,2972.0,0.0,129.0,0.0,5,2,4635.6,4,1,no,no,not specific,no,not specific
530,AIM,RME,0.0,0.0,8760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8760.0,1,0,no,no,not specific,no,not specific
531,AIM,RMG,1040280.0,738304.0,520080.0,1001040.0,2218800.0,2871305.0,17033.0,43789.0,4926000.0,8099.0,5416.0,11,4,1217286.0,9,2,no,no,core,no,core
533,AIM,SAA,48360.0,0.0,10200.0,0.0,0.0,1689.0,0.0,0.0,119040.0,952.0,0.0,5,2,36048.2,4,1,no,no,not specific,no,not specific
536,AIM,SIA,43200.0,77056.0,52800.0,278040.0,348120.0,248370.0,561.0,10418.0,773520.0,6657.0,5461.0,11,4,167654.81818181818,9,2,no,no,core,no,core
537,AIM,SIB,104280.0,369152.0,113280.0,268200.0,165840.0,555538.0,784.0,612.0,408720.0,2510.0,0.0,10,3,198891.6,9,1,no,no,not specific,no,not specific
538,AIM,SMB,433320.0,625408.0,254880.0,285840.0,587400.0,901231.0,5628.0,11983.0,1234560.0,17729.0,12874.0,11,4,397350.2727272727,9,2,no,no,core,no,core
539,AIM,SMD,72480.0,81920.0,74280.0,54240.0,107040.0,104078.0,0.0,0.0,168960.0,2083.0,307.0,9,3,73932.0,7,2,no,no,not specific,no,not specific
540,AIM,URA,10680.0,20224.0,0.0,7080.0,1920.0,108471.0,303.0,321.0,131280.0,0.0,423.0,9,3,31189.11111111111,8,1,no,no,not specific,no,not specific
541,AIM,URB,0.0,0.0,0.0,0.0,12480.0,10813.0,597.0,675.0,0.0,0.0,0.0,4,1,6141.25,4,0,no,no,not specific,no,not specific
542,AIM,URX,196800.0,227072.0,228360.0,800280.0,886440.0,1648711.0,17621.0,16465.0,6586560.0,4062.0,11051.0,11,4,965765.6363636364,9,2,no,no,core,no,core
543,AIM,URY,23520.0,27136.0,26520.0,29040.0,72840.0,63190.0,926.0,847.0,120960.0,435.0,222.0,11,4,33239.63636363636,9,2,no,no,core,no,core
547,AIN,AIN,573120.0,1149952.0,401520.0,1263360.0,1107000.0,2896312.0,9129.0,6374.0,2925840.0,10144.0,3806.0,11,4,940596.0909090909,9,2,no,no,core,no,core
548,AIN,AIY,438240.0,246272.0,269400.0,373080.0,987240.0,1613904.0,3533.0,3475.0,3361920.0,28070.0,18740.0,11,4,667624.9090909091,9,2,no,no,core,no,core
549,AIN,AIZ,0.0,0.0,23400.0,0.0,56520.0,17233.0,0.0,0.0,0.0,3157.0,4780.0,5,2,21018.0,3,2,no,no,not specific,no,pristi_specific
550,AIN,ALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,1,1,86.0,0,1,no,no,not specific,no,not specific
551,AIN,ALM,10800.0,88832.0,98280.0,103320.0,300000.0,373738.0,1777.0,201.0,736800.0,3007.0,806.0,11,4,156141.9090909091,9,2,no,no,core,no,core
552,AIN,ALN,0.0,0.0,0.0,0.0,0.0,132801.0,0.0,438.0,20880.0,0.0,316.0,4,3,38608.75,3,1,no,no,not specific,no,not specific
553,AIN,ASE,539400.0,1544960.0,851400.0,1521360.0,1696320.0,2209657.0,25375.0,23196.0,5262960.0,3054.0,1663.0,11,4,1243576.8181818181,9,2,no,no,core,no,core
554,AIN,ASG,312480.0,508928.0,330240.0,117600.0,397920.0,317644.0,4408.0,9770.0,806640.0,0.0,0.0,9,2,311736.6666666667,9,0,yes,no,cel_specific,no,cel_specific
555,AIN,ASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,1,1,379.0,0,1,no,no,not specific,no,not specific
556,AIN,ASI,386400.0,218880.0,141360.0,310800.0,342720.0,1017814.0,7896.0,8832.0,1241280.0,0.0,45.0,10,3,367602.7,9,1,no,no,not specific,no,not specific
557,AIN,ASJ,108240.0,16640.0,3240.0,5400.0,0.0,0.0,448.0,5570.0,293040.0,0.0,0.0,7,2,61796.857142857145,7,0,no,no,not specific,no,cel_specific
558,AIN,ASK,354600.0,255744.0,150960.0,276840.0,388920.0,0.0,3955.0,21870.0,714720.0,0.0,0.0,8,2,270951.125,8,0,no,no,not specific,no,cel_specific
559,AIN,AUA,2920320.0,4920832.0,3925320.0,3916800.0,8059080.0,8527072.0,87855.0,43022.0,12445440.0,78190.0,63349.0,11,4,4089752.727272727,9,2,no,no,core,no,core
560,AIN,AVA,5640.0,101632.0,480.0,37440.0,116520.0,18247.0,1717.0,861.0,139200.0,0.0,1644.0,10,3,42338.1,9,1,no,no,not specific,no,not specific
561,AIN,AVD,129480.0,113920.0,238920.0,286440.0,453840.0,356842.0,1497.0,1692.0,694800.0,35831.0,25863.0,11,4,212647.72727272726,9,2,no,no,core,no,core
562,AIN,AVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,4.0,1,0,no,no,not specific,no,not specific
563,AIN,AVH,600.0,105728.0,0.0,157320.0,536160.0,254791.0,11834.0,7992.0,1555440.0,0.0,0.0,8,2,328733.125,8,0,no,no,not specific,no,cel_specific
564,AIN,AVJ,76800.0,350976.0,329040.0,461640.0,593760.0,1155348.0,10181.0,8926.0,2445360.0,24626.0,16295.0,11,4,497541.0909090909,9,2,no,no,core,no,core
566,AIN,AWA,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,25920.0,57788.0,26548.0,4,3,28044.0,2,2,no,no,not specific,no,not specific
567,AIN,AWB,3000.0,0.0,0.0,0.0,92880.0,0.0,0.0,0.0,24720.0,0.0,0.0,3,1,40200.0,3,0,no,no,not specific,no,not specific
568,AIN,AWC,759720.0,1548288.0,728640.0,1635600.0,1440600.0,1172242.0,10397.0,25656.0,2126160.0,1812.0,9203.0,11,4,859847.0909090909,9,2,no,no,core,no,core
569,AIN,BAG,859560.0,2300672.0,1284720.0,2286240.0,2856240.0,3282216.0,36755.0,10985.0,8481360.0,14249.0,7989.0,11,4,1947362.3636363635,9,2,no,no,core,no,core
571,AIN,CEP,245160.0,317696.0,129000.0,167520.0,372840.0,424423.0,2468.0,3146.0,832560.0,5688.0,2103.0,11,4,227509.45454545456,9,2,no,no,core,no,core
572,AIN,DB,116160.0,0.0,0.0,168720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,142440.0,2,0,no,no,not specific,no,not specific
573,AIN,DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1,1,63.0,0,1,no,no,not specific,no,not specific
574,AIN,FLP,0.0,0.0,0.0,52320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,52320.0,1,0,no,no,not specific,no,not specific
575,AIN,IL1,140040.0,213760.0,90480.0,105960.0,263160.0,244314.0,2564.0,3408.0,372000.0,1121.0,2523.0,11,4,130848.18181818182,9,2,no,no,core,no,core
576,AIN,IL2,220680.0,272384.0,64680.0,129720.0,294600.0,326090.0,2568.0,4028.0,437760.0,1921.0,1316.0,11,4,159613.36363636365,9,2,no,no,core,no,core
577,AIN,OLL,66120.0,113152.0,115200.0,83640.0,105840.0,129760.0,1185.0,780.0,143520.0,1391.0,570.0,11,4,69196.18181818182,9,2,no,no,core,no,core
578,AIN,OLQ,136680.0,133376.0,67080.0,107040.0,280560.0,274051.0,1472.0,1636.0,499920.0,1553.0,2555.0,11,4,136902.0909090909,9,2,no,no,core,no,core
579,AIN,RIA,45240.0,50176.0,62760.0,102840.0,135000.0,289597.0,7828.0,4873.0,709440.0,6814.0,3145.0,11,4,128883.0,9,2,no,no,core,no,core
580,AIN,RIB,535200.0,1085952.0,545160.0,1172880.0,3466080.0,4102685.0,37441.0,61927.0,10317840.0,10127.0,9042.0,11,4,1940394.0,9,2,no,no,core,no,core
581,AIN,RID,890400.0,1585664.0,915480.0,1496160.0,1617120.0,4633220.0,37227.0,53449.0,8455440.0,0.0,922.0,10,3,1968508.2,9,1,no,no,not specific,no,not specific
582,AIN,RIG,0.0,0.0,21480.0,0.0,2280.0,0.0,0.0,224.0,1440.0,831.0,0.0,5,3,5251.0,4,1,no,no,not specific,no,not specific
583,AIN,RIH,111840.0,5376.0,81480.0,6000.0,187320.0,262901.0,485.0,0.0,319200.0,404.0,2937.0,10,3,97794.3,8,2,no,no,not specific,no,not specific
584,AIN,RIM,0.0,18944.0,0.0,39360.0,88320.0,21964.0,1527.0,748.0,267840.0,0.0,0.0,7,2,62671.857142857145,7,0,no,no,not specific,no,cel_specific
585,AIN,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,1,1,173.0,1,0,no,no,not specific,no,not specific
586,AIN,RIS,5760.0,39936.0,10440.0,297360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,88374.0,4,0,no,no,not specific,no,not specific
587,AIN,RIV,104040.0,66048.0,143400.0,52800.0,100680.0,296017.0,9524.0,9921.0,1076160.0,919.0,366.0,11,4,169079.54545454544,9,2,no,no,core,no,core
588,AIN,RMD,18720.0,0.0,9480.0,0.0,0.0,0.0,0.0,2261.0,0.0,0.0,0.0,3,1,10153.666666666666,3,0,no,no,not specific,no,not specific
589,AIN,RME,0.0,1536.0,240.0,142200.0,40320.0,0.0,15.0,0.0,133200.0,0.0,0.0,6,1,52918.5,6,0,no,no,not specific,no,not specific
592,AIN,SAA,218640.0,45312.0,21960.0,52080.0,10920.0,31426.0,0.0,1124.0,134400.0,28.0,156.0,10,4,51604.6,8,2,no,no,not specific,no,core
595,AIN,SIA,0.0,72192.0,0.0,0.0,0.0,0.0,525.0,766.0,302640.0,0.0,0.0,4,2,94030.75,4,0,no,no,not specific,no,cel_specific
596,AIN,SIB,0.0,96512.0,12000.0,55680.0,111000.0,307169.0,0.0,2279.0,438480.0,3649.0,2793.0,9,4,114395.77777777778,7,2,no,no,not specific,no,core
597,AIN,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22320.0,0.0,0.0,1,1,22320.0,1,0,no,no,not specific,no,not specific
598,AIN,SMD,39720.0,73728.0,98160.0,4320.0,29880.0,356504.0,31.0,4412.0,804000.0,1547.0,1254.0,11,4,128505.09090909091,9,2,no,no,core,no,core
599,AIN,URA,3480.0,0.0,0.0,39960.0,4560.0,3378.0,0.0,267.0,38400.0,135.0,1909.0,8,4,11511.125,6,2,no,no,not specific,no,core
600,AIN,URB,0.0,5888.0,48120.0,0.0,4800.0,5406.0,0.0,981.0,11040.0,0.0,0.0,6,2,12705.833333333334,6,0,no,no,not specific,no,cel_specific
601,AIN,URX,117600.0,159744.0,55200.0,63000.0,417480.0,616026.0,2291.0,2696.0,1108320.0,10384.0,12752.0,11,4,233226.63636363635,9,2,no,no,core,no,core
602,AIN,URY,41520.0,41984.0,6360.0,116400.0,113280.0,28046.0,1165.0,1010.0,308400.0,1437.0,2130.0,11,4,60157.454545454544,9,2,no,no,core,no,core
605,AIY,AIY,107880.0,140288.0,399120.0,0.0,1037160.0,740044.0,10852.0,9751.0,320880.0,592.0,0.0,9,3,307396.3333333333,8,1,no,no,not specific,no,not specific
606,AIY,AIZ,2289360.0,2429440.0,2314560.0,2802960.0,6367680.0,7212563.0,46414.0,57464.0,11786160.0,44977.0,35483.0,11,4,3217005.5454545454,9,2,no,no,core,no,core
