,Unnamed: 0,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros,cyto_id,Cytoscape Bins
0,0,ADA,ADA,0.0,0.0,11.0,0.0,0.0,1,11.0,11.0,1,0,not specific,11.0,ADA (pp) ADA,>10
1,1,ADA,ADE,1.0,0.0,0.0,2.0,2.0,3,5.0,2.5,1,2,not specific,5.0,ADA (pp) ADE,1-3
2,2,ADA,ADF,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0,ADA (pp) ADF,1-3
3,3,ADA,ADL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,ADA (pp) ADL,1-3
4,4,ADA,AIA,2.0,0.0,3.0,0.0,0.0,2,5.0,2.5,2,0,not specific,5.0,ADA (pp) AIA,1-3
5,5,ADA,AIB,6.0,0.0,10.0,6.0,6.0,4,28.0,7.0,2,2,not specific,28.0,ADA (pp) AIB,>3-10
6,6,ADA,AIZ,0.0,0.0,0.0,3.0,0.0,1,3.0,0.75,0,1,not specific,3.0,ADA (pp) AIZ,1-3
7,7,ADA,ALM,0.0,0.0,0.0,3.0,0.0,1,3.0,0.6,0,1,not specific,3.0,ADA (pp) ALM,1-3
8,8,ADA,ALN,0.0,0.0,0.0,7.0,0.0,1,7.0,2.333333333333333,0,1,not specific,7.0,ADA (pp) ALN,1-3
9,9,ADA,ASH,0.0,0.0,2.0,0.0,0.0,1,2.0,0.5,1,0,not specific,2.0,ADA (pp) ASH,1-3
10,10,ADA,AVA,3.0,5.0,17.0,20.0,6.0,5,51.0,10.2,3,2,core,51.0,ADA (pp) AVA,>10
11,11,ADA,AVB,28.0,45.0,62.0,18.0,5.0,5,158.0,158.0,3,2,core,158.0,ADA (pp) AVB,>10
12,12,ADA,AVD,1.0,1.0,8.0,31.0,10.0,5,51.0,12.75,3,2,core,51.0,ADA (pp) AVD,>10
13,13,ADA,AVE,4.0,1.0,4.0,28.0,29.0,5,66.0,33.0,3,2,core,66.0,ADA (pp) AVE,>10
14,14,ADA,AVJ,10.0,18.0,24.0,20.0,12.0,5,84.0,42.0,3,2,core,84.0,ADA (pp) AVJ,>10
15,15,ADA,AVK,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0,ADA (pp) AVK,1-3
16,16,ADA,AWA,0.0,0.0,0.0,0.0,2.0,1,2.0,0.4,0,1,not specific,2.0,ADA (pp) AWA,1-3
17,17,ADA,AWB,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0,ADA (pp) AWB,1-3
18,18,ADA,DVA,3.0,0.0,0.0,7.0,2.0,3,12.0,12.0,1,2,not specific,12.0,ADA (pp) DVA,>10
19,19,ADA,OLQ,0.0,1.0,0.0,9.0,6.0,3,16.0,8.0,1,2,not specific,16.0,ADA (pp) OLQ,>3-10
20,20,ADA,PVP,0.0,0.0,1.0,0.0,0.0,1,1.0,,1,0,not specific,1.0,ADA (pp) PVP,>10
21,21,ADA,PVQ,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0,ADA (pp) PVQ,1-3
22,22,ADA,PVR,0.0,0.0,0.0,2.0,6.0,2,8.0,8.0,0,2,pristi_specific,8.0,ADA (pp) PVR,>3-10
23,23,ADA,RIA,0.0,0.0,0.0,15.0,14.0,2,29.0,29.0,0,2,pristi_specific,29.0,ADA (pp) RIA,>10
24,24,ADA,RIB,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0,ADA (pp) RIB,1-3
25,25,ADA,RIC,3.0,1.0,4.0,6.0,0.0,4,14.0,7.0,3,1,not specific,14.0,ADA (pp) RIC,>3-10
26,26,ADA,RIF,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0,ADA (pp) RIF,1-3
27,27,ADA,RIM,13.0,11.0,38.0,15.0,4.0,5,81.0,81.0,3,2,core,81.0,ADA (pp) RIM,>10
28,28,ADA,RIP,8.0,11.0,13.0,0.0,0.0,3,32.0,10.666666666666666,3,0,cel_specific,32.0,ADA (pp) RIP,>10
29,29,ADA,RIV,0.0,0.0,5.0,0.0,0.0,1,5.0,1.25,1,0,not specific,5.0,ADA (pp) RIV,1-3
30,31,ADA,RMG,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0,ADA (pp) RMG,1-3
31,32,ADA,SAA,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0,ADA (pp) SAA,1-3
32,34,ADA,SIB,0.0,0.0,0.0,4.0,3.0,2,7.0,7.0,0,2,pristi_specific,7.0,ADA (pp) SIB,>3-10
33,35,ADA,SMD,1.0,2.0,4.0,5.0,0.0,4,12.0,12.0,3,1,not specific,12.0,ADA (pp) SMD,>10
34,36,ADA,URA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,ADA (pp) URA,1-3
35,37,ADA,URX,2.0,0.0,3.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0,ADA (pp) URX,>3-10
36,38,ADA,URY,0.0,0.0,2.0,2.0,0.0,2,4.0,2.0,1,1,not specific,4.0,ADA (pp) URY,1-3
37,39,ADE,ADA,2.0,2.0,2.0,6.0,0.0,4,12.0,12.0,3,1,not specific,12.0,ADE (pp) ADA,>10
38,40,ADE,ADE,9.0,8.0,14.0,0.0,0.0,3,31.0,31.0,3,0,cel_specific,31.0,ADE (pp) ADE,>10
39,41,ADE,AIN,0.0,2.0,0.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0,ADE (pp) AIN,1-3
40,42,ADE,ALM,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific,3.0,ADE (pp) ALM,1-3
41,43,ADE,ALN,2.0,2.0,1.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific,5.0,ADE (pp) ALN,>3-10
42,45,ADE,ASI,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,ADE (pp) ASI,1-3
43,46,ADE,ASJ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,ADE (pp) ASJ,1-3
44,47,ADE,AVA,12.0,9.0,46.0,17.0,17.0,5,101.0,33.666666666666664,3,2,core,101.0,ADE (pp) AVA,>10
45,48,ADE,AVB,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0,ADE (pp) AVB,1-3
46,49,ADE,AVD,0.0,2.0,7.0,1.0,0.0,3,10.0,2.0,2,1,not specific,10.0,ADE (pp) AVD,1-3
47,50,ADE,AVE,1.0,1.0,7.0,0.0,0.0,3,9.0,2.25,3,0,cel_specific,9.0,ADE (pp) AVE,1-3
48,51,ADE,AVH,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,ADE (pp) AVH,1-3
49,52,ADE,AVJ,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,ADE (pp) AVJ,1-3
50,53,ADE,AVK,5.0,4.0,0.0,0.0,0.0,2,9.0,3.0,2,0,not specific,9.0,ADE (pp) AVK,1-3
51,54,ADE,AVL,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0,ADE (pp) AVL,1-3
52,55,ADE,BDU,1.0,0.0,1.0,0.0,0.0,2,2.0,0.4,2,0,not specific,2.0,ADE (pp) BDU,1-3
53,56,ADE,CEP,5.0,5.0,8.0,0.0,0.0,3,18.0,18.0,3,0,cel_specific,18.0,ADE (pp) CEP,>10
54,57,ADE,DVA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,ADE (pp) DVA,1-3
55,58,ADE,DVC,2.0,0.0,0.0,8.0,0.0,2,10.0,10.0,1,1,not specific,10.0,ADE (pp) DVC,>3-10
56,59,ADE,FLP,1.0,1.0,9.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific,11.0,ADE (pp) FLP,>3-10
57,60,ADE,IL1,8.0,5.0,4.0,0.0,0.0,3,17.0,17.0,3,0,cel_specific,17.0,ADE (pp) IL1,>10
58,61,ADE,IL2,3.0,4.0,6.0,0.0,0.0,3,13.0,13.0,3,0,cel_specific,13.0,ADE (pp) IL2,>10
59,62,ADE,OLL,6.0,2.0,10.0,0.0,0.0,3,18.0,9.0,3,0,cel_specific,18.0,ADE (pp) OLL,>3-10
60,64,ADE,PVP,1.0,0.0,0.0,4.0,0.0,2,5.0,1.0,1,1,not specific,5.0,ADE (pp) PVP,1-3
61,65,ADE,PVR,0.0,2.0,0.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0,ADE (pp) PVR,1-3
62,66,ADE,PVT,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,ADE (pp) PVT,1-3
63,67,ADE,RIA,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0,ADE (pp) RIA,1-3
64,68,ADE,RIF,0.0,1.0,1.0,4.0,0.0,3,6.0,3.0,2,1,not specific,6.0,ADE (pp) RIF,1-3
65,69,ADE,RIG,34.0,34.0,87.0,56.0,35.0,5,246.0,246.0,3,2,core,246.0,ADE (pp) RIG,>10
66,70,ADE,RIH,3.0,0.0,4.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0,ADE (pp) RIH,>3-10
67,71,ADE,RIM,0.0,0.0,0.0,6.0,0.0,1,6.0,3.0,0,1,not specific,6.0,ADE (pp) RIM,1-3
68,72,ADE,RIV,6.0,6.0,5.0,0.0,0.0,3,17.0,17.0,3,0,cel_specific,17.0,ADE (pp) RIV,>10
69,73,ADE,RMD,8.0,8.0,17.0,0.0,0.0,3,33.0,11.0,3,0,cel_specific,33.0,ADE (pp) RMD,>10
70,74,ADE,RME,1.0,0.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0,ADE (pp) RME,>3-10
71,76,ADE,RMG,1.0,0.0,0.0,4.0,0.0,2,5.0,5.0,1,1,not specific,5.0,ADE (pp) RMG,>3-10
72,78,ADE,SAA,3.0,4.0,1.0,0.0,0.0,3,8.0,2.0,3,0,cel_specific,8.0,ADE (pp) SAA,1-3
73,80,ADE,SIA,0.0,1.0,1.0,23.0,11.0,4,36.0,12.0,2,2,not specific,36.0,ADE (pp) SIA,>10
74,81,ADE,SIB,2.0,0.0,2.0,0.0,0.0,2,4.0,2.0,2,0,not specific,4.0,ADE (pp) SIB,1-3
75,82,ADE,SMB,3.0,3.0,3.0,1.0,0.0,4,10.0,5.0,3,1,not specific,10.0,ADE (pp) SMB,>3-10
76,83,ADE,SMD,0.0,2.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific,3.0,ADE (pp) SMD,1-3
77,84,ADE,URB,1.0,1.0,3.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific,5.0,ADE (pp) URB,>3-10
78,85,ADE,URX,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0,ADE (pp) URX,1-3
79,87,ADF,ADA,1.0,0.0,10.0,1.0,0.0,3,12.0,12.0,2,1,not specific,12.0,ADF (pp) ADA,>10
80,88,ADF,ADF,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,ADF (pp) ADF,1-3
81,89,ADF,ADL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,ADF (pp) ADL,1-3
82,90,ADF,AFD,0.0,0.0,2.0,0.0,9.0,2,11.0,11.0,1,1,not specific,11.0,ADF (pp) AFD,>10
83,91,ADF,AIA,0.0,2.0,2.0,0.0,3.0,3,7.0,7.0,2,1,not specific,7.0,ADF (pp) AIA,>3-10
84,92,ADF,AIB,1.0,2.0,3.0,0.0,0.0,3,6.0,3.0,3,0,cel_specific,6.0,ADF (pp) AIB,1-3
85,93,ADF,AIN,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0,ADF (pp) AIN,1-3
86,94,ADF,AIY,0.0,0.0,2.0,4.0,2.0,3,8.0,4.0,1,2,not specific,8.0,ADF (pp) AIY,>3-10
87,95,ADF,AIZ,19.0,31.0,84.0,70.0,26.0,5,230.0,76.66666666666667,3,2,core,230.0,ADF (pp) AIZ,>10
88,96,ADF,AWC,2.0,0.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0,ADF (pp) AWC,1-3
89,97,ADF,ASG,1.0,0.0,0.0,0.0,0.0,1,1.0,,1,0,not specific,1.0,ADF (pp) ASG,>10
90,98,ADF,ASH,0.0,1.0,10.0,0.0,0.0,2,11.0,,2,0,not specific,11.0,ADF (pp) ASH,>10
91,99,ADF,AUA,13.0,3.0,21.0,18.0,3.0,5,58.0,58.0,3,2,core,58.0,ADF (pp) AUA,>10
92,100,ADF,AVH,2.0,1.0,1.0,0.0,0.0,3,4.0,4.0,3,0,cel_specific,4.0,ADF (pp) AVH,>3-10
93,101,ADF,AWA,0.0,0.0,1.0,1.0,3.0,3,5.0,1.6666666666666667,1,2,not specific,5.0,ADF (pp) AWA,1-3
94,102,ADF,AWB,2.0,2.0,6.0,7.0,0.0,4,17.0,5.666666666666667,3,1,not specific,17.0,ADF (pp) AWB,>3-10
95,103,ADF,ASE,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0,ADF (pp) ASE,1-3
96,104,ADF,BAG,0.0,1.0,6.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0,ADF (pp) BAG,>3-10
97,105,ADF,OLQ,1.0,2.0,1.0,0.0,0.0,3,4.0,4.0,3,0,cel_specific,4.0,ADF (pp) OLQ,>3-10
98,107,ADF,PVP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,ADF (pp) PVP,1-3
99,108,ADF,PVQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0,ADF (pp) PVQ,1-3
100,109,ADF,RIA,35.0,29.0,122.0,115.0,13.0,5,314.0,104.66666666666669,3,2,core,314.0,ADF (pp) RIA,>10
101,110,ADF,RIB,0.0,0.0,4.0,4.0,0.0,2,8.0,4.0,1,1,not specific,8.0,ADF (pp) RIB,>3-10
102,111,ADF,RIC,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,ADF (pp) RIC,1-3
103,112,ADF,RIG,9.0,7.0,29.0,0.0,0.0,3,45.0,15.0,3,0,cel_specific,45.0,ADF (pp) RIG,>10
104,113,ADF,RIH,0.0,1.0,2.0,2.0,0.0,3,5.0,5.0,2,1,not specific,5.0,ADF (pp) RIH,>3-10
105,114,ADF,RIP,0.0,0.0,0.0,40.0,7.0,2,47.0,15.666666666666666,0,2,pristi_specific,47.0,ADF (pp) RIP,>10
106,115,ADF,RIR,6.0,7.0,11.0,7.0,5.0,5,36.0,36.0,3,2,core,36.0,ADF (pp) RIR,>10
107,116,ADF,RIV,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,ADF (pp) RIV,1-3
108,117,ADF,SIB,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0,ADF (pp) SIB,1-3
109,118,ADF,SMB,13.0,9.0,31.0,31.0,0.0,4,84.0,84.0,3,1,not specific,84.0,ADF (pp) SMB,>10
110,119,ADF,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,ADF (pp) SMD,1-3
111,120,ADF,URX,4.0,2.0,11.0,11.0,0.0,4,28.0,14.0,3,1,not specific,28.0,ADF (pp) URX,>10
112,121,ADF,URY,1.0,0.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0,ADF (pp) URY,1-3
113,122,ADL,ADA,0.0,2.0,2.0,3.0,3.0,4,10.0,10.0,2,2,not specific,10.0,ADL (pp) ADA,>3-10
114,123,ADL,ADL,0.0,0.0,3.0,3.0,0.0,2,6.0,6.0,1,1,not specific,6.0,ADL (pp) ADL,>3-10
115,124,ADL,AIA,14.0,21.0,42.0,12.0,5.0,5,94.0,47.0,3,2,core,94.0,ADL (pp) AIA,>10
116,125,ADL,AIB,24.0,30.0,54.0,114.0,14.0,5,236.0,236.0,3,2,core,236.0,ADL (pp) AIB,>10
117,126,ADL,AIM,0.0,0.0,0.0,7.0,0.0,1,7.0,7.0,0,1,not specific,7.0,ADL (pp) AIM,>3-10
118,127,ADL,ALA,0.0,0.0,5.0,6.0,2.0,3,13.0,13.0,1,2,not specific,13.0,ADL (pp) ALA,>10
119,128,ADL,ALM,0.0,0.0,0.0,5.0,0.0,1,5.0,1.6666666666666667,0,1,not specific,5.0,ADL (pp) ALM,1-3
120,129,ADL,AWC,10.0,3.0,15.0,31.0,0.0,4,59.0,59.0,3,1,not specific,59.0,ADL (pp) AWC,>10
121,130,ADL,ASG,0.0,1.0,2.0,6.0,0.0,3,9.0,9.0,2,1,not specific,9.0,ADL (pp) ASG,>3-10
122,131,ADL,ASH,11.0,12.0,10.0,6.0,0.0,4,39.0,39.0,3,1,not specific,39.0,ADL (pp) ASH,>10
123,132,ADL,ASI,0.0,0.0,0.0,18.0,4.0,2,22.0,22.0,0,2,pristi_specific,22.0,ADL (pp) ASI,>10
124,133,ADL,ASJ,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0,ADL (pp) ASJ,1-3
125,134,ADL,ASK,2.0,5.0,0.0,19.0,1.0,4,27.0,9.0,2,2,not specific,27.0,ADL (pp) ASK,>3-10
126,135,ADL,AVA,10.0,30.0,22.0,3.0,0.0,4,65.0,21.666666666666668,3,1,not specific,65.0,ADL (pp) AVA,>10
127,136,ADL,AVB,2.0,1.0,19.0,4.0,2.0,5,28.0,28.0,3,2,core,28.0,ADL (pp) AVB,>10
128,137,ADL,AVD,14.0,26.0,48.0,9.0,2.0,5,99.0,99.0,3,2,core,99.0,ADL (pp) AVD,>10
129,138,ADL,AVE,2.0,1.0,0.0,13.0,0.0,3,16.0,8.0,2,1,not specific,16.0,ADL (pp) AVE,>3-10
130,139,ADL,AVH,0.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,ADL (pp) AVH,1-3
131,140,ADL,AVJ,8.0,5.0,14.0,3.0,0.0,4,30.0,30.0,3,1,not specific,30.0,ADL (pp) AVJ,>10
132,141,ADL,AWA,0.0,2.0,1.0,0.0,0.0,2,3.0,0.6,2,0,not specific,3.0,ADL (pp) AWA,1-3
133,142,ADL,AWB,1.0,2.0,3.0,5.0,3.0,5,14.0,3.5,3,2,core,14.0,ADL (pp) AWB,>3-10
134,143,ADL,ASE,8.0,13.0,9.0,5.0,0.0,4,35.0,35.0,3,1,not specific,35.0,ADL (pp) ASE,>10
135,144,ADL,CEP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,ADL (pp) CEP,1-3
136,146,ADL,IL1,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0,ADL (pp) IL1,>3-10
137,147,ADL,IL2,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0,ADL (pp) IL2,1-3
138,148,ADL,OLL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,ADL (pp) OLL,1-3
139,149,ADL,OLQ,0.0,2.0,3.0,2.0,3.0,4,10.0,,2,2,not specific,10.0,ADL (pp) OLQ,>10
140,150,ADL,PVC,0.0,2.0,3.0,0.0,0.0,2,5.0,1.6666666666666667,2,0,not specific,5.0,ADL (pp) PVC,1-3
141,153,ADL,PVP,1.0,0.0,0.0,1.0,0.0,2,2.0,,1,1,not specific,2.0,ADL (pp) PVP,>10
142,154,ADL,PVQ,2.0,0.0,0.0,1.0,0.0,2,3.0,3.0,1,1,not specific,3.0,ADL (pp) PVQ,1-3
143,155,ADL,RIA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,ADL (pp) RIA,1-3
144,156,ADL,RIC,0.0,0.0,6.0,0.0,0.0,1,6.0,3.0,1,0,not specific,6.0,ADL (pp) RIC,1-3
145,157,ADL,RIF,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,ADL (pp) RIF,1-3
146,158,ADL,RIG,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,ADL (pp) RIG,1-3
147,159,ADL,RIP,0.0,0.0,5.0,0.0,0.0,1,5.0,1.6666666666666667,1,0,not specific,5.0,ADL (pp) RIP,1-3
148,160,ADL,RIR,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,ADL (pp) RIR,1-3
149,161,ADL,RMG,0.0,0.0,0.0,6.0,3.0,2,9.0,9.0,0,2,pristi_specific,9.0,ADL (pp) RMG,>3-10
150,162,ADL,SIB,2.0,0.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0,ADL (pp) SIB,1-3
151,163,ADL,SMB,6.0,10.0,10.0,5.0,0.0,4,31.0,31.0,3,1,not specific,31.0,ADL (pp) SMB,>10
152,164,ADL,SMD,0.0,0.0,0.0,2.0,5.0,2,7.0,7.0,0,2,pristi_specific,7.0,ADL (pp) SMD,>3-10
153,165,ADL,URB,0.0,0.0,6.0,0.0,0.0,1,6.0,6.0,1,0,not specific,6.0,ADL (pp) URB,>3-10
154,166,ADL,URX,0.0,0.0,7.0,0.0,0.0,1,7.0,7.0,1,0,not specific,7.0,ADL (pp) URX,>3-10
155,167,ADL,URY,0.0,1.0,0.0,0.0,4.0,2,5.0,1.25,1,1,not specific,5.0,ADL (pp) URY,1-3
156,168,AFD,ADF,0.0,0.0,0.0,2.0,0.0,1,2.0,0.4,0,1,not specific,2.0,AFD (pp) ADF,1-3
157,169,AFD,AFD,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,AFD (pp) AFD,1-3
158,170,AFD,AIB,0.0,0.0,1.0,1.0,2.0,3,4.0,4.0,1,2,not specific,4.0,AFD (pp) AIB,>3-10
159,171,AFD,AIN,0.0,1.0,3.0,6.0,0.0,3,10.0,10.0,2,1,not specific,10.0,AFD (pp) AIN,>3-10
160,172,AFD,AIY,27.0,20.0,56.0,116.0,26.0,5,245.0,245.0,3,2,core,245.0,AFD (pp) AIY,>10
161,173,AFD,AIZ,0.0,1.0,0.0,1.0,0.0,2,2.0,1.0,1,1,not specific,2.0,AFD (pp) AIZ,1-3
162,174,AFD,AWC,2.0,1.0,7.0,4.0,0.0,4,14.0,4.666666666666667,3,1,not specific,14.0,AFD (pp) AWC,>3-10
163,175,AFD,ASH,0.0,0.0,0.0,8.0,0.0,1,8.0,2.6666666666666665,0,1,not specific,8.0,AFD (pp) ASH,1-3
164,176,AFD,AUA,0.0,0.0,0.0,4.0,0.0,1,4.0,2.0,0,1,not specific,4.0,AFD (pp) AUA,1-3
165,177,AFD,AWB,0.0,1.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0,AFD (pp) AWB,>3-10
166,178,AFD,ASE,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0,AFD (pp) ASE,1-3
167,179,AFD,BAG,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0,AFD (pp) BAG,1-3
168,180,AFD,PVP,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,0,1,not specific,2.0,AFD (pp) PVP,1-3
169,181,AFD,SIB,0.0,0.0,0.0,4.0,2.0,2,6.0,6.0,0,2,pristi_specific,6.0,AFD (pp) SIB,>3-10
170,182,AIA,ADA,4.0,5.0,8.0,0.0,0.0,3,17.0,17.0,3,0,cel_specific,17.0,AIA (pp) ADA,>10
171,183,AIA,ADF,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,AIA (pp) ADF,1-3
172,184,AIA,ADL,2.0,7.0,11.0,6.0,0.0,4,26.0,13.0,3,1,not specific,26.0,AIA (pp) ADL,>10
173,185,AIA,AIA,0.0,0.0,1.0,5.0,0.0,2,6.0,6.0,1,1,not specific,6.0,AIA (pp) AIA,>3-10
174,186,AIA,AIB,25.0,34.0,99.0,63.0,19.0,5,240.0,,3,2,core,240.0,AIA (pp) AIB,>10
175,187,AIA,AIM,0.0,0.0,6.0,4.0,0.0,2,10.0,3.333333333333333,1,1,not specific,10.0,AIA (pp) AIM,>3-10
176,188,AIA,AIY,0.0,0.0,0.0,0.0,8.0,1,8.0,8.0,0,1,not specific,8.0,AIA (pp) AIY,>3-10
177,189,AIA,AIZ,0.0,0.0,6.0,0.0,0.0,1,6.0,,1,0,not specific,6.0,AIA (pp) AIZ,>10
178,190,AIA,AWC,2.0,1.0,20.0,17.0,0.0,4,40.0,20.0,3,1,not specific,40.0,AIA (pp) AWC,>10
179,191,AIA,ASG,2.0,3.0,6.0,2.0,0.0,4,13.0,13.0,3,1,not specific,13.0,AIA (pp) ASG,>10
180,192,AIA,ASH,1.0,0.0,1.0,38.0,17.0,4,57.0,28.5,2,2,not specific,57.0,AIA (pp) ASH,>10
181,193,AIA,ASI,2.0,1.0,2.0,3.0,0.0,4,8.0,4.0,3,1,not specific,8.0,AIA (pp) ASI,>3-10
182,194,AIA,ASJ,0.0,0.0,4.0,0.0,0.0,1,4.0,1.3333333333333333,1,0,not specific,4.0,AIA (pp) ASJ,1-3
183,195,AIA,ASK,5.0,3.0,10.0,19.0,0.0,4,37.0,18.5,3,1,not specific,37.0,AIA (pp) ASK,>10
184,196,AIA,AWA,1.0,0.0,4.0,1.0,0.0,3,6.0,6.0,2,1,not specific,6.0,AIA (pp) AWA,>3-10
185,197,AIA,AWB,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0,AIA (pp) AWB,1-3
186,198,AIA,ASE,13.0,21.0,19.0,2.0,3.0,5,58.0,11.6,3,2,core,58.0,AIA (pp) ASE,>10
187,200,AIA,PVQ,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0,AIA (pp) PVQ,1-3
188,201,AIA,RIF,3.0,3.0,51.0,0.0,0.0,3,57.0,57.0,3,0,cel_specific,57.0,AIA (pp) RIF,>10
189,202,AIA,RIR,0.0,0.0,2.0,0.0,0.0,1,2.0,0.5,1,0,not specific,2.0,AIA (pp) RIR,1-3
190,203,AIA,RMG,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0,AIA (pp) RMG,1-3
191,204,AIB,ADA,2.0,0.0,0.0,0.0,0.0,1,2.0,0.5,1,0,not specific,2.0,AIB (pp) ADA,1-3
192,205,AIB,ADL,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0,AIB (pp) ADL,1-3
193,206,AIB,AIA,0.0,1.0,1.0,3.0,0.0,3,5.0,5.0,2,1,not specific,5.0,AIB (pp) AIA,>3-10
194,207,AIB,AIB,0.0,2.0,2.0,4.0,0.0,3,8.0,4.0,2,1,not specific,8.0,AIB (pp) AIB,>3-10
195,208,AIB,AIY,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0,AIB (pp) AIY,1-3
196,209,AIB,AIZ,0.0,2.0,7.0,1.0,0.0,3,10.0,10.0,2,1,not specific,10.0,AIB (pp) AIZ,>3-10
197,211,AIB,AWC,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0,AIB (pp) AWC,1-3
198,212,AIB,ASH,0.0,0.0,6.0,8.0,0.0,2,14.0,14.0,1,1,not specific,14.0,AIB (pp) ASH,>10
